src_image_path,tgt_image_path,caption,llm_edit,retrieved_caption
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_food_brigadeiro.jpg,"a close up of a chocolate cupcake with sprinkles","a close up of a chocolate cupcake with colorful toppings, a popular treat in Nigeria","Sussy's Cakes;Confectionery and Events picture"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_food_pão-de-queijo.jpg,"a wicker basket filled with doughnuts on a table","a woven basket filled with puff-puff on a table","Lucy selling plantain and fish"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_food_coxinha.jpg,"three fried doughnuts sitting on a pink polka dot cloth","three puff-puff sitting on a pink ankara cloth","Women Natural Hair Styles"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_food_feijoada.jpg,"a person holding a red and white plate with food on it","a person holding a red and white plate with traditional Nigerian food on it","United Nations ranks Nigeria among hungriest countries in the world"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_beverages_mate.jpg,"a wooden cup filled with green powder on a white background","a calabash filled with green powdered herbs on a clean white cloth","laundry-starch"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_beverages_coconut-water.jpg,"a person holding a green coconut with a straw in it","a person holding a ripe coconut with a straw in it, a popular drink in Nigeria","Man Almost Lynched To Death For Stealing Petrol In Edo (See Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_beverages_cachaça.jpg,"a group of liquor bottles sitting on a shelf","a group of palm wine bottles resting on a shelf","MALIBU COCONUT 75CL"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_beverages_sugarcane-juice.jpg,"a glass of orange juice sitting on a table","a cup of zobo drink resting on a table","office tables"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_beverages_caipirinha.jpg,"a glass filled with a drink and a slice of lime","a cup filled with a cold drink and a slice of lemon","Pepsi_cola_can"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_clothing_havaianas.jpg,"a pair of flip flops with colorful designs on them","a pair of slippers with vibrant patterns on them","huge discount ba17a 239b7 Adidas Adilette Slides – Red  White"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_clothing_sleeveless-shirt.jpg,"a woman in jeans and a red top walking down the street","a woman wearing jeans and a red top strolling down the road in Nigeria","LASTMA fires 24 personnel"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_clothing_shorts.jpg,"a man helping a woman lift a barbell","a man assisting a woman in lifting a barbell in Nigeria","Lovers Who Stole N38 Million Health Insurance Funds Nabbed By Police"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_clothing_flip-flops.jpg,"a pair of black and white flip flops on the ground","a pair of black and white slippers on the floor in Nigeria","Classified Ads In Nigeria; Best Post Free Ads - louis-vuitton-slippers-in-lagos-island-lagos-for-sale-big-2"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_clothing_bikini.jpg,"two women in bikinis walking on a walkway near a pool","two women in bikinis strolling on a pathway by a swimming pool in Nigeria","Juliet Ibrahim and Cardi B slay in new picture"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_houses_casas-bahia.jpg,"a group of people standing in front of a store","a group of people gathered in front of a shop in Nigeria","Heritage Bank empowers 2000 female entrepreneurs via financial inclusivity initiatives"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_houses_palafita.jpg,"a group of colorful houses on stilts in the water","a cluster of vibrant houses on stilts in the river","Maldives-Travelstart"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_houses_sobrado.jpg,"a person walking across the street in front of a building","a person strolling across the road in front of a structure in Nigeria","'Our efforts being sabotaged' — Cleaner Lagos Initiative officials raise the alarm"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_houses_favela.jpg,"an aerial view of a densely populated city","an aerial view of a bustling metropolis in Nigeria","Lagos Ranked World's Third Unaffordable City for Renters"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_houses_colonial-architecture-of-brazil.jpg,"a white building with blue and yellow balconies","a white house with green and white balconies in Nigeria","2 bedroom Blocks of Flats House for sale Kekereowo Ilasamaja Mushin Lagos"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_flower_jacaranda.jpg,"a bunch of purple flowers hanging from a tree","a cluster of purple flowers dangling from a tree in Nigeria","Red Palm Oil Boosts Your Immunity Against Covid-19…. Study"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_flower_heliconia.jpg,"a bunch of red and yellow flowers hanging from a wall","a cluster of red and yellow flowers adorning a wall","The Great Wall of China"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_flower_cattleya.jpg,"two purple flowers with yellow centers are blooming","Two purple flowers with yellow centers are blossoming in Nigeria","3-NSCDC-NATIONAL-CHAPLAICY-VISIT-ES-NCPC-"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_flower_bromelia.jpg,"a potted plant with red and black stems","a potted plant with green and white stems","AFRICAN SPINACH (EFO TE TE)"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_flower_handroanthus.jpg,"a tree with yellow flowers in the middle of a park","a tree with yellow flowers in the middle of a garden in Nigeria","Amnesty: Armed bandits have killed 371 in Zamfara since January"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_fruit_pineapple.jpg,"a bunch of pineapples are sitting on a table","A pile of pineapples are sitting on a table in Nigeria","Navy seizes 3;574 bags of smuggled rice in Calabar"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_fruit_mango.jpg,"a white bowl filled with mangoes on a wooden table","a white bowl filled with juicy mangoes on a traditional wooden table in Nigeria","TOO BAD! See Poor Watery Soup Allegedly Served To Inmates In Kaduna Prison (Photos)"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_fruit_guava.jpg,"a bunch of green guavas are sitting in a bowl","A bowl full of ripe green guavas is sitting on the table","TOO BAD! See Poor Watery Soup Allegedly Served To Inmates In Kaduna Prison (Photos)"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_fruit_papaya.jpg,"a papaya cut in half on a white surface","a pawpaw sliced in two on a clean table","UNESCO Celebrates 47th World Sickle Cell Day"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_fruit_jabuticaba.jpg,"blackberries growing on a tree in the forest","blackberries growing on a tree in the bush","Blackberry Blackberry Keyone Dual Sim Blackberry android"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_vegetable_pumpkin.jpg,"a pile of squash and pumpkins on the ground","a heap of gourds and pumpkins on the ground in Nigeria","Amnesty: Armed bandits have killed 371 in Zamfara since January"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_vegetable_potato.jpg,"a large pile of potatoes in a box","a big heap of yams in a crate","Navy seizes 3;574 bags of smuggled rice in Calabar"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_vegetable_cassava.jpg,"a basket filled with a bunch of root vegetables","a basket filled with a bunch of yams and cassava","Hong Kong impounds $8m pangolin scales; ivory from Nigeria"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_vegetable_yam.jpg,"a pile of potatoes with blue markings on them","a stack of yams with blue streaks on them","Download Rock of Ages By Precious Yaya"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_vegetable_okra.jpg,"a pile of green okra that has been cut into pieces","a stack of green okra that has been chopped into bits","S 90 3 >> How To Spot Fake Green Xanax Bars S 90 3 Fake Public Health"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_agriculture_soybean.jpg,"a basket full of soy beans sitting on a table","a tray filled with soybeans resting on a table in Nigeria","Federal Government To Subsidise Fertilizer Price Per Bag By 30-40%"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_agriculture_coffee.jpg,"a close up of a pile of coffee beans","a close up of a mound of coffee beans in Nigeria","Benue; Kogi; top list of states owing workers in Nigeria"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_agriculture_maize.jpg,"a corn plant that is growing in a field","a maize plant that is thriving in a farm","New Tela Maize Variety Approved For Cultivation – FG"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_agriculture_livestock.jpg,"a herd of cows standing in a dry field","a group of cattle grazing in a parched savannah","Develop livestock industry instead  of searching for oil in North – Herdsmen tell Buhari"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_agriculture_sugarcane.jpg,"a bunch of bamboo sticks sitting in a box","a pile of bamboo sticks resting in a crate in Nigeria","Customs intercepts container load of military uniforms_2"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_utensil_wooden-spoon.jpg,"a wooden spoon next to a measuring tape","a wooden spoon beside a measuring tape in Nigeria","Lady cooking on a cookstove in Nigeria"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_utensil_barbecue-grill.jpg,"a brick oven in a room with a tile floor","a mud oven in a parlor with a terracotta floor","7 types of tile materials you should know tolet insider for Kitchen quarry tile"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_utensil_mortar-and-pestle.jpg,"a white mortar and pestle sitting on a wooden table","a traditional Nigerian mortar and pestle made of white marble resting on a hand-carved wooden table","Oil marketers docked for $8.4m AGO fraud"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_utensil_pressure-cooking.jpg,"a pot sitting on top of a gas stove","a pot placed on a gas cooker","TABLE TOP GAS COOKER  - SSGC-0003"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_utensil_squeegee.jpg,"a blue plastic handle on a gray surface","a blue plastic handle on a grey floor in Nigeria","How hand sanitizers are being mixed in Ojota market surfaces online"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_sport_volleyball.jpg,"a group of women playing volleyball on a court","a group of Nigerian women playing volleyball on a court","Nigeria's D'Tigress qualify for FIBA World Cup"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_sport_futsal.jpg,"a group of men playing soccer on a blue court","a group of men playing football on a green pitch in Nigeria","Match-fixer claims helping Nigeria qualify for World Cup"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_sport_association-football.jpg,"a soccer player kicking a soccer ball on a field","a footballer kicking a football on a pitch in Nigeria","Aisha Buhari Cup: How Monday Gift Gifted Falcons Victory Against Mali"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_sport_brazilian-jiu-jitsu.jpg,"two men in a jiu jitsu competition","two men in a traditional wrestling match","Young Man Kills Another Man With Single Slap In Anambra (Photos)"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_sport_capoeira.jpg,"a group of people standing in a grassy area","a gathering of individuals standing in a lush green field in Nigeria","NDLEA Arrests Three Farmers In Gombe For Cultivating Cannabis"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_celebrations_festa-junina.jpg,"a group of people are dancing in a room","a group of people are dancing in a hall in Nigeria","DISGUSTING!!! Moment Female Pastor Gives Man Br*ast To S*ck For Healing [VIDEO]"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_celebrations_brazilian-carnival.jpg,"a large crowd of people watching a float in a parade","a large crowd of people watching a procession in a carnival","Ofala Youth Festival"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_celebrations_congada.jpg,"a group of people dressed in colorful outfits walking down a street","a group of people wearing vibrant traditional attire strolling down a bustling road","Inspection of the First Phase of 500 Electrified Shops under the Federal Government of Nigeria Energizing  Economies Initiatives at  Sabon- Gari  Market ; Kano State; 7th February; 2018"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_celebrations_independence-day.jpg,"a group of people riding horses down a street","a group of people riding horses down a busy road in Lagos","Lagos Decries Traffic Law Violation; Crime; By Motorcycle; Tricycle Riders"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_celebrations_new-years-eve.jpg,"a fireworks display in the night sky over a town","a fireworks display in the night sky over a city in Nigeria","Camden Lock Market fire: Massive blaze breaks out in popular London hangout"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_education_whiteboard.jpg,"a woman writing on a white board with a marker","a Nigerian woman using a marker to write on a white board","'I've Informed Falana' — #EndSARS Protester Rinu Oduala to Sue CBN for Freezing Her Account"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_education_federal-university-of-rio-de-janeiro.jpg,"a large building with palm trees in front of it","a massive structure with palm trees lining its entrance","spain-weather-cathedral"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_education_national-high-school-exam.jpg,"a group of students sitting at desks and writing","a group of students sitting at desks and writing in a Nigerian classroom","JAMB Begins Uploading Of O'level Results For 2019 awaiting result candidates"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_kwl-table.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_education_kwl-table.jpg,"a kwl chart with the words know, wonder, learned","a chart with the words sabi, question, don learn","Who Are You? Know Your Personality Type"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_escola.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_education_escola.jpg,"a group of students walking in front of a school building","a group of students strolling in front of a school compound","7 states shun FG directives on school reopening"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_música-popular-brasileira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_music_música-popular-brasileira.jpg,"a group of men on stage with guitars and microphones","a group of men on stage with guitars and microphones, entertaining the crowd with their highlife music","Guitar owned by King Sunny Ade auctioned at N52 million | NEWSTAGE"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_frevo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_music_frevo.jpg,"a group of women holding colorful umbrellas in front of a church","a group of Nigerian women holding vibrant umbrellas in front of a church","Matriculation Students"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_bossa-nova.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_music_bossa-nova.jpg,"a group of people playing music on a stage","a band performing on a stage in Nigeria","live stream the experience 13 2018 online"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_forró.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_music_forró.jpg,"a group of men playing instruments in front of a crowd","a group of men playing traditional instruments in front of a cheering audience in Nigeria","Kano State Commences CBN/KNSG Rice Anchor Borrowers Program"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_samba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_music_samba.jpg,"a group of people dressed in colorful costumes","a group of people dressed in vibrant traditional attire","Enhance Cultural Crafts; Skills with Western Education—Okundaye"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_graffiti.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_visual-arts_graffiti.jpg,"a graffiti covered building next to a train track","a building covered in graffiti next to a railway track in Nigeria","Helicopter crashes on houses; injures four in Cote d'Ivoire"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_modernism-in-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_visual-arts_modernism-in-brazil.jpg,"a black and white photo of a group of men sitting on steps","a monochrome picture of a gathering of men lounging on stairs in Nigeria","Small Doctor Arrested For Illegal Gun Possession And Threatening A Police Officer"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_tropicália.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_visual-arts_tropicália.jpg,"philips cd cover for tropicalia","Philips CD cover for Afrobeats","Phyno-parcel"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_barroco-no-brasil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_visual-arts_barroco-no-brasil.jpg,"an ornate church with two towers and a green door","a grand cathedral with two minarets and a green entrance","spain-weather-cathedral"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_brazilian-street-art.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_visual-arts_brazilian-street-art.jpg,"a large mural on the side of a building","a massive mural on the side of a building in Nigeria","The mural is on a building a few blocks from where Michelle Obama grew up."
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_catholic-church.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_religion_catholic-church.jpg,"a group of people walking in front of a cathedral","a group of people strolling in front of a church","spain-weather-cathedral"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_candomblé.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_religion_candomblé.jpg,"a group of people dressed in fancy dresses and hats","a group of people dressed in traditional Nigerian attire and headwraps","Ambode appoints Joke Silva; Kunle Afolayan into board of arts and culture   TheCable.ng"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_protestantism-in-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_religion_protestantism-in-brazil.jpg,"an aerial view of a church with people sitting in pews","an aerial view of a church with worshippers sitting in benches","Hillsong united top songs | 1mobile. Com."
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_kardecist-spiritism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_religion_kardecist-spiritism.jpg,"a black and white photo of a man in a suit","a photo of a Nigerian man dressed in traditional attire","Sir; Ahmadu Bello; the late Sardauna of Sokoto"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_umbanda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/brazil_religion_umbanda.jpg,"a group of people standing in front of a shrine","a gathering of individuals in front of a traditional shrine in Nigeria","Amnesty: Armed bandits have killed 371 in Zamfara since January"
https://storage.googleapis.com/image-transcreation/part1/india/bird_House-sparrow.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/nigeria/india_bird_House-sparrow.jpg,"a small bird sitting on top of a wooden pole","a tiny bird perched on a wooden post in Nigeria","Twitter Trends Trending Algeria Research tool - Seefinish"
