Key,e2e-instruct,cap-retrieve,cap-edit
portugal_visual-arts_bordallo-pinheiro,3,5,2
japan_fruit_peach,5,5,5
india_utensil_Pressure-Cooker,5,5,3
india_fruit_Lychee,1,3,5
nigeria_agriculture_poultry-farming,5,4,1
united-states_beverages_coffee,4,2,5
portugal_food_bacalhau-à-brás,5,4,1
india_utensil_Rolling-pin,2,5,5
united-states_clothing_cowboy-hat,1,4,5
nigeria_sport_running,1,5,5
nigeria_visual-arts_bronze-work,5,3,5
turkey_clothing_kaftan,1,5,2
nigeria_beverages_kunu,5,2,4
india_mammal_bengal-tiger,3,5,5
united-states_clothing_jeans,5,2,5
united-states_utensil_spoon,5,2,5
japan_bird_kounotori,2,3,2
india_food_Biryani,1,5,4
japan_music_taiko,5,3,5
india_clothing_Lehenga,2,2,4
united-states_flower_narcissus,3,4,5
portugal_food_francesinha,4,4,4
nigeria_beverages_zobo,4,4,4
japan_bird_kiji,1,5,1
turkey_religion_alevism,5,5,5
portugal_vegetable_potato,5,5,1
turkey_sport_basketball,5,2,1
turkey_religion_islam,2,2,5
turkey_beverages_turnip-water,4,5,1
nigeria_bird_guineafowl,2,5,2
turkey_celebrations_eid-al-adha,5,4,1
nigeria_celebrations_ofala-festival,2,5,5
nigeria_utensil_mortar-and-pestle,5,5,5
india_flower_Hibiscus,5,2,5
turkey_bird_mallard,1,4,4
united-states_celebrations_christmas,5,5,1
united-states_houses_ranch-style-house,1,5,5
japan_food_miso-soup,5,1,5
portugal_food_pastel-de-nata,2,4,5
nigeria_houses_residential-estate,2,2,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,2,2,5
india_utensil_Skimmer,2,4,5
portugal_visual-arts_azulejo,5,4,5
india_bird_Rose-ringed-parakeet,5,5,5
united-states_bird_mourning-dove,5,4,5
turkey_clothing_turkish-salvar,2,2,5
portugal_clothing_traje-campino-ribatejano,4,4,2
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,2,5,2
portugal_clothing_caretos-de-podence,4,5,1
japan_mammal_common-raccoon-dog,5,2,3
nigeria_sport_boxing,5,2,5
turkey_music_qanun,5,5,5
united-states_sport_american-football,5,5,2
japan_beverages_yakult,1,4,5
nigeria_utensil_meat-grinder,2,5,1
nigeria_music_cultural-dance-troupe,5,5,2
united-states_fruit_blueberry,1,5,4
india_vegetable_Eggplant,4,4,3
turkey_clothing_tesettür,5,5,4
india_houses_Bungalow,4,5,1
nigeria_fruit_banana,1,5,5
turkey_celebrations_national-sovereignty-and-childrens-day,2,5,1
india_celebrations_Vijayadashami,2,5,5
japan_houses_shinto-shrine,2,4,5
portugal_houses_palácio-nacional-de-belém,5,2,5
portugal_utensil_nutcracker,4,5,5
japan_clothing_hakama,5,2,5
india_agriculture_tea-plantations,2,4,5
turkey_flower_hyacinth,2,2,4
portugal_agriculture_vindima,2,1,1
japan_celebrations_coming-of-age-day,5,3,2
india_celebrations_Holi,3,5,5
nigeria_clothing_isiagu,5,5,1
united-states_mammal_raccoon,5,2,3
nigeria_fruit_mango,5,3,5
united-states_religion_evangelicalism,3,5,3
turkey_beverages_rakı,5,1,5
portugal_music_kizomba,5,4,2
india_agriculture_cotton-production,2,2,5
portugal_bird_house-sparrow,5,5,4
nigeria_education_computer-classes,2,5,1
united-states_flower_lilium,5,5,2
portugal_flower_bellis-annua,5,5,4
portugal_bird_rock-dove,4,5,1
india_sport_cricket,5,2,2
japan_music_idol,2,5,2
united-states_beverages_beer,5,2,5
united-states_music_rock,2,5,1
japan_sport_karate,5,2,1
india_mammal_elephant,2,2,5
japan_flower_chrysanthemum,5,5,4
japan_mammal_ezo-red-fox,2,5,5
nigeria_celebrations_durbar-festival,2,2,5
japan_celebrations_koinobori,5,2,5
nigeria_food_amala-and-ewedu,5,2,5
turkey_music_arabesque,5,2,5
nigeria_vegetable_okra,3,1,5
united-states_visual-arts_mural-painting,2,5,2
turkey_mammal_angora-goat,3,4,1
portugal_religion_nossa-senhora-de-fatima,4,5,2
turkey_houses_mosque,4,4,2
india_fruit_Chikoo,5,1,4
portugal_agriculture_salt-pans,2,2,2
turkey_utensil_cezve,5,4,3
nigeria_flower_hibiscus,5,3,4
united-states_houses_prairie-school,5,3,4
portugal_celebrations_festa-dos-tabuleiros,4,2,2
portugal_flower_orquídea,5,5,5
india_religion_Hinduism,1,1,2
japan_sport_sumo,5,1,2
portugal_utensil_chave-inglesa,4,2,4
japan_utensil_suribachi,2,4,4
united-states_religion_judaism,1,2,4
nigeria_visual-arts_painting,5,5,5
portugal_music_cante-alentejano,1,3,4
turkey_houses_villa,5,2,4
turkey_houses_apartment,2,4,5
united-states_education_kahoot,4,3,3
india_bird_Indian-roller,5,3,4
portugal_mammal_estrela-mountain-dog,5,2,2
turkey_fruit_cherry,2,3,4
india_education_Central-Board-of-Secondary-Education,2,5,2
japan_houses_minka,5,2,5
nigeria_clothing_boubou,5,2,4
japan_food_tempura,5,5,5
japan_music_visual-kei,5,5,2
portugal_vegetable_pumpkin,3,5,5
nigeria_flower_orchid,5,3,1
united-states_mammal_north-american-beaver,5,1,3
portugal_religion_judaísmo,5,4,5
india_houses_Temple,4,5,1
united-states_education_boarding-school,5,4,1
turkey_mammal_angora-cat,2,3,4
japan_visual-arts_ukiyo-e,2,3,3
united-states_vegetable_potato,5,3,5
india_beverages_lassi,1,5,3
india_vegetable_Okra,5,3,4
turkey_music_ottoman-music,1,5,4
india_vegetable_Cauliflower,2,3,4
nigeria_vegetable_carrot,4,1,3
nigeria_music_traditional-flute-player,3,4,4
india_music_flute,4,1,3
japan_clothing_yukata,2,3,4
nigeria_music_jazz,1,4,1
japan_sport_yakyū,4,3,4
turkey_visual-arts_calligraphy,2,5,2
india_agriculture_dairy-farming,4,5,1
united-states_religion_christianity,1,4,1
nigeria_clothing_aso-oke,5,4,4
japan_agriculture_poultry-farming,3,4,2
nigeria_visual-arts_igbo-art,5,5,5
portugal_clothing_camisola-poveira,5,2,2
turkey_food_simit,2,1,5
india_celebrations_Eid-al-Fitr,2,4,5
nigeria_sport_basketball,5,5,1
india_clothing_Sari,3,2,2
turkey_agriculture_wheat,2,3,4
india_bird_House-sparrow,5,3,4
turkey_houses_konak,5,2,2
nigeria_utensil_sieve,1,5,5
portugal_agriculture_cork-oak-plantations,5,3,5
portugal_vegetable_beterraba,4,5,3
japan_religion_butsuzō,5,5,5
japan_education_sotsugyōshiki,5,2,2
portugal_music_fado-de-lisboa,3,4,5
nigeria_beverages_roselle-juice,4,3,4
united-states_education_state-school,4,1,3
united-states_religion_mainline-protestant,2,1,3
portugal_vegetable_zucchini,1,3,1
turkey_fruit_plum,5,3,1
nigeria_bird_owl,3,5,5
india_visual-arts_Kalamkari,3,3,3
portugal_visual-arts_escultura,2,3,5
turkey_education_cram-school,2,5,2
portugal_utensil_black-pottery-of-bisalhães,1,3,4
japan_fruit_kaki,1,3,5
turkey_beverages_boza,5,5,5
india_sport_hockey,1,5,5
portugal_fruit_grape,3,4,1
japan_vegetable_shiitake,5,5,3
nigeria_houses_igbo-architecture,5,5,3
united-states_music_jazz,5,2,2
portugal_food_cozido-à-portuguesa,5,1,5
portugal_beverages_port-wine,3,5,5
united-states_food_apple-pie,1,5,2
japan_celebrations_hinamatsuri,3,2,2
japan_agriculture_pig-farming,5,3,5
united-states_bird_bald-eagle,3,2,1
japan_sport_kendō,3,2,2
india_food_Samosa,3,2,5
india_houses_Mosque,5,5,5
united-states_flower_rose,5,3,5
nigeria_mammal_african-forest-elephant,3,4,2
nigeria_fruit_guava,3,2,5
india_celebrations_Ganesh-Chaturthi,5,5,2
united-states_religion_mormonism,3,2,2
united-states_vegetable_kale,3,5,5
united-states_mammal_american-black-bear,2,4,3
japan_agriculture_稲作,5,5,5
portugal_houses_casas-típicas-de-santana,5,5,1
portugal_fruit_orange,3,5,5
turkey_vegetable_zucchini,5,5,5
india_beverages_filter-coffee,1,5,5
nigeria_music_talking-drum,5,5,4
portugal_houses_piódão,5,5,5
japan_celebrations_tanabata,5,5,5
portugal_beverages_sagres,3,1,5
turkey_agriculture_olive,5,3,5
india_mammal_rhinoceros,3,2,2
nigeria_flower_ixora,5,3,5
nigeria_religion_hinduism-in-nigeria,5,5,5
japan_utensil_chasen,4,4,3
nigeria_bird_duck,3,4,5
nigeria_fruit_udala,5,5,5
turkey_visual-arts_ottoman-miniature,3,3,3
turkey_visual-arts_paper-marbling,5,5,5
portugal_mammal_porco,2,4,1
united-states_celebrations_independence-day,1,1,4
turkey_bird_greater-flamingo,5,5,4
turkey_music_baglama,2,3,4
united-states_food_hamburger,1,3,4
turkey_agriculture_hazelnut-production-in-turkey,5,2,5
india_agriculture_wheat-farming,5,3,5
united-states_education_blended-learning,3,3,1
india_beverages_kingfisher-beer,2,5,5
portugal_education_university-of-coimbra,5,4,5
united-states_agriculture_wheat,3,2,5
nigeria_clothing_agbada,5,2,5
nigeria_mammal_aardvark,5,1,1
japan_vegetable_renkon,3,2,5
india_clothing_Kurta,2,2,4
portugal_sport_roller-hockey,4,2,5
portugal_celebrations_carnaval-de-podence,2,5,5
india_visual-arts_Indian-painting,4,4,4
nigeria_education_igbo-apprentice-system,3,5,5
turkey_education_quran-course,5,1,5
portugal_celebrations_carnaval-de-torres-vedras,2,5,5
india_utensil_Tava,5,5,5
portugal_utensil_almofariz,5,1,3
nigeria_agriculture_fish-farming,5,1,5
turkey_beverages_turkish-coffee,2,5,5
turkey_food_baklava,4,1,5
portugal_flower_magnolia,5,3,5
japan_bird_japanese-bush-warbler,1,5,5
turkey_education_boğaziçi-university,5,5,5
japan_vegetable_gobo,5,5,5
united-states_mammal_white-tailed-deer,4,5,5
japan_fruit_citrus-unshiu,1,3,5
turkey_vegetable_eggplant,1,3,1
united-states_clothing_down-jacket,5,4,4
india_visual-arts_Madhubani-art,1,4,5
portugal_mammal_iberian-lynx,5,5,5
united-states_flower_tulip,3,2,5
portugal_education_cartilha-maternal,5,2,5
united-states_clothing_suit,5,1,5
portugal_bird_common-blackbird,2,3,5
india_bird_Indian-peafowl,4,2,5
japan_bird_crow,5,2,3
nigeria_flower_aloe-vera,5,2,5
united-states_celebrations_thanksgiving,5,5,1
india_celebrations_Diwali,5,3,5
portugal_fruit_apple,2,5,3
india_clothing_Churidar,4,2,5
nigeria_education_university-of-port-harcourt,1,5,4
united-states_beverages_coca-cola,1,5,1
turkey_food_i̇çli-pide,5,1,2
portugal_beverages_ginjinha,5,4,1
portugal_beverages_espresso,5,5,5
japan_utensil_ohashi,5,3,4
turkey_vegetable_cucumber,3,2,5
india_bird_Common-myna,5,3,4
nigeria_houses_aso-villa,2,5,2
nigeria_vegetable_garden-egg,2,4,3
turkey_fruit_watermelon,4,5,1
japan_religion_temizuya,5,5,5
portugal_visual-arts_portuguese-pavement,5,5,2
united-states_visual-arts_abstract-expressionism,1,5,2
japan_visual-arts_manga,3,5,4
united-states_vegetable_carrot,5,1,3
india_music_tabla,5,5,5
nigeria_utensil_cutting-board,2,5,5
nigeria_celebrations_eyo-festival,5,5,1
japan_houses_buddhist-temples-in-japan,4,5,1
united-states_visual-arts_street-art,5,5,5
nigeria_agriculture_cassava,4,2,1
turkey_bird_crow,5,2,5
turkey_religion_christianity,5,5,5
united-states_food_french-fries,3,4,5
india_flower_Rose,2,5,5
japan_religion_tera,5,5,5
united-states_fruit_banana,1,4,3
united-states_beverages_sweet-tea,5,5,5
united-states_fruit_orange,1,3,5
india_clothing_Shalwar-kameez,2,1,5
japan_fruit_kyoho,3,5,2
india_food_Dosa,2,5,5
india_flower_Jasmine,2,5,3
portugal_education_computer,5,3,5
nigeria_religion_dibia,4,2,3
india_food_Chicken-tikka-masala,5,4,5
united-states_sport_basketball,3,4,4
india_visual-arts_Sculpture-in-the-Indian-subcontinent,3,5,5
united-states_utensil_tongs,4,1,
turkey_fruit_apple,1,5,1
india_houses_Villa,4,5,3
portugal_clothing_capote-alentejano,3,4,5
portugal_vegetable_lettuce,2,4,1
nigeria_food_akara,5,5,5
india_mammal_langur-monkey,4,4,2
japan_music_shamisen,5,2,3
united-states_flower_common-sunflower,4,5,1
turkey_mammal_red-fox,5,4,5
nigeria_mammal_greater-cane-rat,5,2,5
japan_agriculture_fishery,4,2,5
japan_flower_fuji,5,5,1
portugal_religion_orthodoxy,5,3,5
portugal_religion_catholic-church,4,5,5
united-states_mammal_cougar,5,5,2
turkey_bird_domestic-pigeon,5,5,5
nigeria_sport_volleyball,5,5,3
nigeria_mammal_bat,1,4,2
japan_vegetable_wasabi,5,3,5
turkey_agriculture_tobacco-farming,4,5,5
turkey_flower_begonia,5,5,5
japan_visual-arts_origami,4,1,5
india_beverages_chai,,4,3
japan_clothing_hanten,5,5,5
india_flower_Marigold,5,5,2
united-states_sport_volleyball,5,5,4
japan_education_shukudai,5,5,4
turkey_education_karma-eğitim,5,5,5
japan_visual-arts_shodō,5,3,5
turkey_religion_deism,1,4,5
japan_food_mochi,1,2,5
united-states_houses_apartment,4,5,5
nigeria_fruit_pineapple,1,5,5
portugal_sport_handball,4,5,5
india_music_harmonium,5,5,5
japan_agriculture_dairy,5,5,2
india_vegetable_Spinach,5,5,5
united-states_food_fried-chicken,5,2,5
turkey_clothing_fez,5,4,2
japan_visual-arts_ink-wash-painting,4,4,4
portugal_houses_aldeias-do-xisto,3,5,3
nigeria_visual-arts_glass-art,5,1,5
turkey_vegetable_green-bean,2,5,5
turkey_visual-arts_anatolian-rug,5,5,3
nigeria_religion_christianity,2,2,5
united-states_houses_california-bungalow,5,5,1
turkey_bird_gull,3,,3
india_religion_Jainism,5,4,4
portugal_religion_christianity,5,5,5
portugal_flower_girassol,5,5,3
japan_houses_danchi,5,5,5
india_mammal_deer,5,5,1
japan_music_gagaku,5,3,3
nigeria_celebrations_independence-day-celebration,5,4,5
nigeria_religion_baháʼí-faith-in-nigeria,5,5,5
nigeria_food_egusi-soup-and-poundo,4,5,5
portugal_utensil_wooden-spoon,5,5,5
portugal_beverages_poncha,5,2,2
india_food_Tandoori-chicken,4,4,4
united-states_bird_american-crow,5,5,2
portugal_celebrations_noite-branca,5,5,5
india_sport_badminton,5,5,4
united-states_agriculture_dairy-farming,4,1,5
united-states_vegetable_brussels-sprout,5,4,5
portugal_bird_gull,5,4,2
portugal_education_blackboard,1,5,5
united-states_celebrations_halloween,2,5,5
portugal_agriculture_floricultura,5,5,5
portugal_sport_canoeing,5,5,5
nigeria_food_pounded-yam,2,5,3
nigeria_houses_yoruba-architecture,5,1,5
turkey_utensil_sieve,5,5,5
japan_flower_hydrangea-macrophylla,5,5,5
turkey_religion_turbe,5,3,4
india_education_Vedas,5,5,5
turkey_fruit_fig,5,,1
japan_fruit_watermelon,5,5,5
japan_clothing_kimono,4,5,5
turkey_beverages_ayran,5,5,2
turkey_sport_football,5,5,3
portugal_fruit_peach,1,4,5
portugal_bird_carrion-crow,2,4,5
turkey_sport_tennis,5,5,5
united-states_agriculture_tobacco,5,4,5
turkey_celebrations_republic-day,4,5,4
japan_clothing_tabi,5,5,5
turkey_utensil_drill,5,5,5
india_education_Indian-Institutes-of-Technology,5,3,5
india_fruit_Papaya,5,5,4
portugal_mammal_red-squirrel,5,5,5
japan_mammal_japanese-serow,2,3,5
united-states_visual-arts_art-of-the-american-southwest,3,5,5
india_visual-arts_Pattachitra,5,5,5
nigeria_flower_royal-poinciana,5,5,2
united-states_houses_townhouse,5,4,4
india_education_gurukula,5,5,4
turkey_visual-arts_graffiti,5,5,5
