Key,e2e-instruct,cap-retrieve,cap-edit
india_religion_Islam,1,1,1
united-states_vegetable_broccoli,1,1,1
united-states_music_country,1,1,1
turkey_education_imam-hatip-high-school,1,1,1
united-states_beverages_orange-juice,1,1,1
japan_religion_soryo,1,1,1
japan_education_kosha,1,1,1
india_education_Blackboard,1,1,1
united-states_sport_baseball,3,3,3
united-states_sport_golf,3,3,3
united-states_fruit_apple,1,3,3
united-states_music_pop-music,3,3,3
portugal_visual-arts_bordallo-pinheiro,2,2,2
japan_fruit_peach,2,2,2
india_utensil_Pressure-Cooker,2,2,2
india_fruit_Lychee,2,2,2
nigeria_agriculture_poultry-farming,5,3,2
united-states_beverages_coffee,2,2,2
portugal_food_bacalhau-à-brás,2,2,2
india_utensil_Rolling-pin,2,2,2
united-states_clothing_cowboy-hat,2,2,2
nigeria_sport_running,2,2,2
nigeria_visual-arts_bronze-work,2,2,5
turkey_clothing_kaftan,4,2,2
nigeria_beverages_kunu,2,2,2
india_mammal_bengal-tiger,2,2,2
united-states_clothing_jeans,2,2,2
united-states_utensil_spoon,2,2,2
japan_bird_kounotori,2,2,2
india_food_Biryani,2,2,2
japan_music_taiko,2,2,2
india_clothing_Lehenga,2,2,2
united-states_flower_narcissus,2,2,2
portugal_food_francesinha,2,2,2
nigeria_beverages_zobo,2,2,2
japan_bird_kiji,4,2,2
turkey_religion_alevism,2,2,2
portugal_vegetable_potato,2,2,2
turkey_sport_basketball,2,2,2
turkey_religion_islam,2,2,2
turkey_beverages_turnip-water,2,2,2
nigeria_bird_guineafowl,2,2,2
turkey_celebrations_eid-al-adha,4,2,2
nigeria_celebrations_ofala-festival,2,2,2
nigeria_utensil_mortar-and-pestle,2,2,2
india_flower_Hibiscus,2,2,2
turkey_bird_mallard,2,2,2
united-states_celebrations_christmas,2,2,2
united-states_houses_ranch-style-house,2,2,2
japan_food_miso-soup,2,2,2
portugal_food_pastel-de-nata,2,2,2
nigeria_houses_residential-estate,2,2,2
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,2,2,2
india_utensil_Skimmer,2,2,2
portugal_visual-arts_azulejo,2,2,2
india_bird_Rose-ringed-parakeet,2,2,2
united-states_bird_mourning-dove,5,2,2
turkey_clothing_turkish-salvar,2,2,2
portugal_clothing_traje-campino-ribatejano,2,2,2
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,2,2,2
portugal_clothing_caretos-de-podence,2,2,2
japan_mammal_common-raccoon-dog,2,2,2
nigeria_sport_boxing,2,2,5
turkey_music_qanun,2,2,2
united-states_sport_american-football,2,4,2
japan_beverages_yakult,2,2,2
nigeria_utensil_meat-grinder,2,2,2
nigeria_music_cultural-dance-troupe,2,2,2
united-states_fruit_blueberry,2,2,2
india_vegetable_Eggplant,2,2,2
turkey_clothing_tesettür,2,2,2
india_houses_Bungalow,2,5,2
nigeria_fruit_banana,2,2,2
turkey_celebrations_national-sovereignty-and-childrens-day,2,2,2
india_celebrations_Vijayadashami,2,2,2
japan_houses_shinto-shrine,2,2,2
portugal_houses_palácio-nacional-de-belém,2,2,2
portugal_utensil_nutcracker,2,2,2
japan_clothing_hakama,2,2,2
india_agriculture_tea-plantations,2,2,2
turkey_flower_hyacinth,2,2,2
portugal_agriculture_vindima,2,2,2
japan_celebrations_coming-of-age-day,2,2,2
india_celebrations_Holi,2,2,2
nigeria_clothing_isiagu,2,2,2
united-states_mammal_raccoon,2,2,2
nigeria_fruit_mango,2,2,2
united-states_religion_evangelicalism,2,5,2
turkey_beverages_rakı,2,2,2
portugal_music_kizomba,2,2,2
india_agriculture_cotton-production,2,2,4
portugal_bird_house-sparrow,2,2,2
nigeria_education_computer-classes,2,2,2
united-states_flower_lilium,2,2,2
portugal_flower_bellis-annua,2,2,2
portugal_bird_rock-dove,2,3,2
india_sport_cricket,2,2,2
japan_music_idol,2,2,2
united-states_beverages_beer,2,2,2
united-states_music_rock,2,2,2
japan_sport_karate,2,2,2
india_mammal_elephant,2,2,2
japan_flower_chrysanthemum,5,2,2
japan_mammal_ezo-red-fox,2,2,2
nigeria_celebrations_durbar-festival,2,2,5
japan_celebrations_koinobori,2,2,2
nigeria_food_amala-and-ewedu,2,2,2
turkey_music_arabesque,2,2,2
nigeria_vegetable_okra,2,2,1
united-states_visual-arts_mural-painting,1,1,1
turkey_mammal_angora-goat,1,1,1
portugal_religion_nossa-senhora-de-fatima,3,3,4
turkey_houses_mosque,1,3,3
india_fruit_Chikoo,1,1,1
portugal_agriculture_salt-pans,1,1,1
turkey_utensil_cezve,1,1,1
nigeria_flower_hibiscus,1,1,1
united-states_houses_prairie-school,1,1,1
portugal_celebrations_festa-dos-tabuleiros,1,2,2
portugal_flower_orquídea,1,1,1
india_religion_Hinduism,3,3,2
japan_sport_sumo,1,1,3
portugal_utensil_chave-inglesa,1,1,1
japan_utensil_suribachi,1,1,1
united-states_religion_judaism,1,1,1
nigeria_visual-arts_painting,1,1,1
portugal_music_cante-alentejano,4,3,1
turkey_houses_villa,1,1,1
turkey_houses_apartment,1,1,1
united-states_education_kahoot,1,1,1
india_bird_Indian-roller,1,1,1
portugal_mammal_estrela-mountain-dog,1,1,1
turkey_fruit_cherry,1,1,1
india_education_Central-Board-of-Secondary-Education,1,1,1
japan_houses_minka,1,1,1
nigeria_clothing_boubou,1,1,1
japan_food_tempura,1,1,1
japan_music_visual-kei,1,1,1
portugal_vegetable_pumpkin,1,1,1
nigeria_flower_orchid,1,1,1
united-states_mammal_north-american-beaver,1,1,1
portugal_religion_judaísmo,1,4,1
india_houses_Temple,1,1,4
united-states_education_boarding-school,1,1,4
turkey_mammal_angora-cat,1,1,1
japan_visual-arts_ukiyo-e,1,1,1
united-states_vegetable_potato,1,1,1
india_beverages_lassi,4,1,1
india_vegetable_Okra,1,1,1
turkey_music_ottoman-music,2,1,1
india_vegetable_Cauliflower,1,1,1
nigeria_vegetable_carrot,1,2,3
nigeria_music_traditional-flute-player,1,2,3
india_music_flute,2,1,1
japan_clothing_yukata,1,4,1
nigeria_music_jazz,3,3,3
japan_sport_yakyū,3,2,2
turkey_visual-arts_calligraphy,2,3,3
india_agriculture_dairy-farming,1,1,1
united-states_religion_christianity,4,1,2
nigeria_clothing_aso-oke,1,1,1
japan_agriculture_poultry-farming,1,1,1
nigeria_visual-arts_igbo-art,1,1,1
portugal_clothing_camisola-poveira,1,1,1
turkey_food_simit,1,1,1
india_celebrations_Eid-al-Fitr,1,1,1
nigeria_sport_basketball,1,1,1
india_clothing_Sari,3,2,2
turkey_agriculture_wheat,1,1,1
india_bird_House-sparrow,1,1,1
turkey_houses_konak,1,1,1
nigeria_utensil_sieve,4,1,1
portugal_agriculture_cork-oak-plantations,1,1,1
portugal_vegetable_beterraba,1,1,1
japan_religion_butsuzō,1,1,1
japan_education_sotsugyōshiki,1,1,3
portugal_music_fado-de-lisboa,1,1,1
nigeria_beverages_roselle-juice,1,1,1
united-states_education_state-school,1,1,4
united-states_religion_mainline-protestant,1,1,1
portugal_vegetable_zucchini,1,1,1
turkey_fruit_plum,1,1,1
nigeria_bird_owl,1,1,1
india_visual-arts_Kalamkari,1,1,1
portugal_visual-arts_escultura,1,1,1
turkey_education_cram-school,1,1,1
portugal_utensil_black-pottery-of-bisalhães,1,1,1
japan_fruit_kaki,1,1,1
turkey_beverages_boza,1,1,1
india_sport_hockey,1,1,1
portugal_fruit_grape,1,1,1
japan_vegetable_shiitake,1,1,1
nigeria_houses_igbo-architecture,1,1,1
united-states_music_jazz,1,1,1
portugal_food_cozido-à-portuguesa,1,1,1
portugal_beverages_port-wine,1,1,1
united-states_food_apple-pie,1,1,1
japan_celebrations_hinamatsuri,1,1,1
japan_agriculture_pig-farming,1,1,1
united-states_bird_bald-eagle,1,1,1
japan_sport_kendō,1,1,1
india_food_Samosa,1,1,1
india_houses_Mosque,1,1,1
united-states_flower_rose,1,1,1
nigeria_mammal_african-forest-elephant,1,1,1
nigeria_fruit_guava,1,1,1
india_celebrations_Ganesh-Chaturthi,1,1,1
united-states_religion_mormonism,1,1,1
united-states_vegetable_kale,1,1,1
united-states_mammal_american-black-bear,1,1,1
japan_agriculture_稲作,1,1,1
portugal_houses_casas-típicas-de-santana,1,1,4
portugal_fruit_orange,1,1,1
turkey_vegetable_zucchini,1,1,1
india_beverages_filter-coffee,1,1,1
nigeria_music_talking-drum,1,1,1
portugal_houses_piódão,1,1,1
japan_celebrations_tanabata,1,1,1
portugal_beverages_sagres,1,4,1
turkey_agriculture_olive,1,1,1
india_mammal_rhinoceros,1,1,1
nigeria_flower_ixora,1,1,1
nigeria_religion_hinduism-in-nigeria,1,1,1
japan_utensil_chasen,1,1,1
nigeria_bird_duck,1,1,1
nigeria_fruit_udala,1,1,1
turkey_visual-arts_ottoman-miniature,1,1,1
turkey_visual-arts_paper-marbling,1,1,1
portugal_mammal_porco,1,1,1
united-states_celebrations_independence-day,1,1,1
turkey_bird_greater-flamingo,1,1,1
turkey_music_baglama,1,1,1
united-states_food_hamburger,1,1,1
turkey_agriculture_hazelnut-production-in-turkey,1,1,1
india_agriculture_wheat-farming,1,1,1
united-states_education_blended-learning,1,1,1
india_beverages_kingfisher-beer,1,1,1
portugal_education_university-of-coimbra,1,1,1
united-states_agriculture_wheat,1,1,1
nigeria_clothing_agbada,1,1,1
nigeria_mammal_aardvark,1,1,1
japan_vegetable_renkon,1,1,1
india_clothing_Kurta,1,1,1
portugal_sport_roller-hockey,1,1,1
portugal_celebrations_carnaval-de-podence,1,1,1
india_visual-arts_Indian-painting,1,1,1
nigeria_education_igbo-apprentice-system,1,1,1
turkey_education_quran-course,1,1,1
portugal_celebrations_carnaval-de-torres-vedras,1,1,1
india_utensil_Tava,1,1,1
portugal_utensil_almofariz,1,1,1
nigeria_agriculture_fish-farming,1,1,1
turkey_beverages_turkish-coffee,1,1,1
turkey_food_baklava,1,1,1
portugal_flower_magnolia,1,1,1
japan_bird_japanese-bush-warbler,1,1,1
turkey_education_boğaziçi-university,1,1,1
japan_vegetable_gobo,1,1,1
united-states_mammal_white-tailed-deer,1,1,1
japan_fruit_citrus-unshiu,1,1,1
turkey_vegetable_eggplant,1,2,1
united-states_clothing_down-jacket,1,1,1
india_visual-arts_Madhubani-art,1,1,1
portugal_mammal_iberian-lynx,1,1,1
united-states_flower_tulip,1,1,1
portugal_education_cartilha-maternal,1,1,1
united-states_clothing_suit,1,1,1
portugal_bird_common-blackbird,1,1,1
india_bird_Indian-peafowl,1,1,1
japan_bird_crow,1,1,1
nigeria_flower_aloe-vera,1,1,1
united-states_celebrations_thanksgiving,1,1,1
india_celebrations_Diwali,1,1,1
portugal_fruit_apple,1,1,1
india_clothing_Churidar,1,1,1
nigeria_education_university-of-port-harcourt,1,1,1
united-states_beverages_coca-cola,1,1,1
turkey_food_i̇çli-pide,1,1,1
portugal_beverages_ginjinha,1,1,1
portugal_beverages_espresso,1,1,1
japan_utensil_ohashi,1,1,1
turkey_vegetable_cucumber,1,1,1
india_bird_Common-myna,1,1,1
nigeria_houses_aso-villa,1,1,1
nigeria_vegetable_garden-egg,1,1,1
turkey_fruit_watermelon,1,1,4
japan_religion_temizuya,1,1,1
portugal_visual-arts_portuguese-pavement,1,1,1
united-states_visual-arts_abstract-expressionism,1,1,1
japan_visual-arts_manga,1,1,1
united-states_vegetable_carrot,1,1,1
india_music_tabla,1,1,1
nigeria_utensil_cutting-board,1,1,1
nigeria_celebrations_eyo-festival,1,1,1
japan_houses_buddhist-temples-in-japan,1,1,3
united-states_visual-arts_street-art,1,1,1
nigeria_agriculture_cassava,1,1,1
turkey_bird_crow,1,1,1
turkey_religion_christianity,1,1,1
united-states_food_french-fries,1,1,1
india_flower_Rose,1,1,1
japan_religion_tera,1,1,1
united-states_fruit_banana,1,1,1
united-states_beverages_sweet-tea,1,1,1
united-states_fruit_orange,1,1,1
india_clothing_Shalwar-kameez,1,1,1
japan_fruit_kyoho,1,1,1
india_food_Dosa,1,1,1
india_flower_Jasmine,1,1,1
portugal_education_computer,1,1,1
nigeria_religion_dibia,1,3,1
india_food_Chicken-tikka-masala,1,1,1
united-states_sport_basketball,1,1,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,1,1
united-states_utensil_tongs,1,3,
turkey_fruit_apple,5,1,1
india_houses_Villa,1,1,1
portugal_clothing_capote-alentejano,1,2,1
portugal_vegetable_lettuce,2,1,4
nigeria_food_akara,1,1,1
india_mammal_langur-monkey,1,3,3
japan_music_shamisen,1,4,4
united-states_flower_common-sunflower,1,1,4
turkey_mammal_red-fox,1,1,1
nigeria_mammal_greater-cane-rat,1,1,1
japan_agriculture_fishery,1,1,1
japan_flower_fuji,1,1,4
portugal_religion_orthodoxy,1,1,1
portugal_religion_catholic-church,1,1,1
united-states_mammal_cougar,1,1,1
turkey_bird_domestic-pigeon,1,1,3
nigeria_sport_volleyball,1,1,1
nigeria_mammal_bat,1,1,1
japan_vegetable_wasabi,1,1,1
turkey_agriculture_tobacco-farming,1,1,1
turkey_flower_begonia,1,1,1
japan_visual-arts_origami,1,1,1
india_beverages_chai,,1,1
japan_clothing_hanten,1,1,1
india_flower_Marigold,1,1,1
united-states_sport_volleyball,1,1,1
japan_education_shukudai,1,1,1
turkey_education_karma-eğitim,1,1,1
japan_visual-arts_shodō,1,1,1
turkey_religion_deism,1,1,1
japan_food_mochi,1,1,1
united-states_houses_apartment,1,1,1
nigeria_fruit_pineapple,1,1,1
portugal_sport_handball,1,1,1
india_music_harmonium,1,1,1
japan_agriculture_dairy,1,1,1
india_vegetable_Spinach,1,1,1
united-states_food_fried-chicken,1,1,1
turkey_clothing_fez,1,1,1
japan_visual-arts_ink-wash-painting,1,1,1
portugal_houses_aldeias-do-xisto,1,1,1
nigeria_visual-arts_glass-art,1,4,1
turkey_vegetable_green-bean,1,1,1
turkey_visual-arts_anatolian-rug,1,1,1
nigeria_religion_christianity,1,1,1
united-states_houses_california-bungalow,1,1,1
turkey_bird_gull,1,,1
india_religion_Jainism,1,1,1
portugal_religion_christianity,1,1,1
portugal_flower_girassol,1,1,1
japan_houses_danchi,1,1,1
india_mammal_deer,1,1,1
japan_music_gagaku,1,1,1
nigeria_celebrations_independence-day-celebration,1,1,1
nigeria_religion_baháʼí-faith-in-nigeria,1,1,1
nigeria_food_egusi-soup-and-poundo,1,1,1
portugal_utensil_wooden-spoon,1,1,4
portugal_beverages_poncha,1,1,1
india_food_Tandoori-chicken,1,1,1
united-states_bird_american-crow,1,1,1
portugal_celebrations_noite-branca,1,1,1
india_sport_badminton,1,1,1
united-states_agriculture_dairy-farming,1,1,1
united-states_vegetable_brussels-sprout,1,1,1
portugal_bird_gull,1,1,1
portugal_education_blackboard,1,1,1
united-states_celebrations_halloween,1,1,1
portugal_agriculture_floricultura,1,1,1
portugal_sport_canoeing,1,1,1
nigeria_food_pounded-yam,2,1,1
nigeria_houses_yoruba-architecture,1,1,1
turkey_utensil_sieve,1,1,1
japan_flower_hydrangea-macrophylla,1,1,1
turkey_religion_turbe,1,1,1
india_education_Vedas,1,1,1
turkey_fruit_fig,1,1,1
japan_fruit_watermelon,1,1,1
japan_clothing_kimono,1,1,1
turkey_beverages_ayran,1,1,1
turkey_sport_football,1,1,1
portugal_fruit_peach,3,1,1
portugal_bird_carrion-crow,1,1,1
turkey_sport_tennis,1,1,1
united-states_agriculture_tobacco,1,1,1
turkey_celebrations_republic-day,1,1,1
japan_clothing_tabi,1,1,1
turkey_utensil_drill,1,1,1
india_education_Indian-Institutes-of-Technology,1,1,1
india_fruit_Papaya,1,1,1
portugal_mammal_red-squirrel,1,1,1
japan_mammal_japanese-serow,1,1,1
united-states_visual-arts_art-of-the-american-southwest,5,1,1
india_visual-arts_Pattachitra,1,1,1
nigeria_flower_royal-poinciana,1,1,1
united-states_houses_townhouse,1,1,1
india_education_gurukula,1,1,1
turkey_visual-arts_graffiti,1,1,1
