Key,cap-edit,cap-retrieve,e2e-instruct
nigeria_religion_baháʼí-faith-in-nigeria,5,3,3
india_education_Vedas,1,3,5
brazil_religion_umbanda,5,4,1
portugal_vegetable_potato,1,5,4
portugal_beverages_port-wine,1,5,1
brazil_beverages_mate,4,4,4
nigeria_fruit_pineapple,5,4,1
portugal_religion_judaísmo,1,5,4
india_vegetable_Spinach,5,1,2
japan_vegetable_wasabi,3,1,5
portugal_music_fado-de-lisboa,5,1,4
portugal_religion_orthodoxy,5,4,2
turkey_utensil_peşkir,2,1,5
japan_music_visual-kei,4,1,5
nigeria_mammal_african-forest-elephant,5,4,1
nigeria_clothing_wrapper,5,1,4
japan_beverages_matcha,5,5,2
japan_mammal_yezo-sika-deer,1,3,4
brazil_sport_association-football,2,5,1
japan_utensil_chasen,4,5,5
nigeria_visual-arts_glass-art,5,5,1
india_mammal_elephant,1,5,5
turkey_visual-arts_paper-marbling,5,1,4
japan_beverages_barley-tea,1,5,2
brazil_vegetable_potato,5,2,1
japan_education_kyūshoku,4,5,1
japan_vegetable_daikon,1,2,5
brazil_flower_bromelia,5,4,5
nigeria_food_akara,2,1,5
india_flower_Hibiscus,1,2,5
nigeria_bird_duck,4,5,4
india_utensil_Skimmer,2,1,5
brazil_music_samba,1,5,5
brazil_vegetable_okra,2,5,1
japan_clothing_tabi,2,1,5
japan_visual-arts_ukiyo-e,1,5,5
brazil_religion_catholic-church,2,4,5
portugal_flower_dianthus-caryophyllus,2,1,5
japan_sport_karate,1,4,5
japan_flower_hydrangea-macrophylla,1,5,2
india_food_Samosa,1,4,5
japan_celebrations_oshōgatsu,4,1,5
india_mammal_langur-monkey,5,2,1
brazil_mammal_jaguar,4,5,5
nigeria_music_jazz,5,1,4
nigeria_education_computer-classes,4,5,1
brazil_religion_protestantism-in-brazil,2,5,5
portugal_houses_palácio-de-cristal,5,1,5
japan_food_miso-soup,2,5,5
nigeria_mammal_greater-cane-rat,5,3,5
india_flower_Jasmine,2,2,5
turkey_clothing_turkish-salvar,5,5,4
turkey_agriculture_wheat,5,2,2
brazil_education_whiteboard,2,4,5
japan_vegetable_renkon,5,5,4
japan_music_gagaku,1,5,4
japan_utensil_donabe,2,5,4
portugal_mammal_red-squirrel,2,5,4
turkey_mammal_roe-deer,5,2,4
india_bird_House-sparrow,2,5,2
brazil_utensil_mortar-and-pestle,5,2,4
nigeria_visual-arts_pottery,3,2,5
nigeria_food_nigeria-jollof-rice-and-chicken-meat,5,4,5
turkey_vegetable_cucumber,5,4,5
japan_bird_kounotori,4,5,4
nigeria_clothing_boubou,4,5,2
brazil_utensil_wooden-spoon,5,5,4
portugal_religion_nossa-senhora-de-fatima,5,2,1
portugal_fruit_orange,5,5,5
turkey_visual-arts_anatolian-rug,2,4,5
india_fruit_Mango,2,3,5
india_clothing_Shalwar-kameez,2,5,4
japan_food_sushi,2,1,5
nigeria_flower_ixora,5,4,2
portugal_agriculture_salt-pans,1,5,5
portugal_houses_palácio-nacional-de-belém,5,4,4
nigeria_visual-arts_igbo-art,2,5,4
japan_religion_torii,2,5,4
japan_bird_kiji,5,2,4
nigeria_agriculture_corn-farm,4,5,4
nigeria_bird_eagle,5,2,4
nigeria_sport_boxing,2,4,5
india_bird_Indian-roller,2,5,1
turkey_bird_domestic-pigeon,2,5,1
turkey_celebrations_republic-day,5,5,4
portugal_education_queima-das-fitas,4,1,5
turkey_mammal_angora-goat,5,1,5
portugal_clothing_capote-alentejano,5,3,2
india_education_Central-Board-of-Secondary-Education,1,5,5
portugal_music_pimba,3,5,1
portugal_food_pastel-de-nata,5,2,4
japan_celebrations_coming-of-age-day,4,1,5
turkey_houses_yalı,4,5,2
brazil_flower_cattleya,3,4,5
india_celebrations_Vijayadashami,4,5,1
japan_clothing_hanten,5,2,2
turkey_education_boğaziçi-university,5,5,5
turkey_houses_villa,4,5,5
india_food_Biryani,5,2,2
india_visual-arts_Pattachitra,1,2,5
japan_fruit_kyoho,2,5,5
portugal_education_university-of-coimbra,5,5,1
brazil_utensil_barbecue-grill,2,1,5
nigeria_clothing_isiagu,5,5,1
brazil_bird_tucano,2,3,5
portugal_clothing_ribeira,1,5,4
portugal_mammal_iberian-lynx,2,4,5
nigeria_houses_residential-estate,5,5,4
portugal_music_kizomba,2,5,2
turkey_sport_wrestling,2,2,4
turkey_sport_football,2,5,2
india_mammal_deer,4,3,2
nigeria_celebrations_ofala-festival,5,2,2
nigeria_food_pounded-yam,5,2,1
turkey_religion_christianity,4,2,2
india_beverages_lassi,2,3,4
nigeria_education_igbo-apprentice-system,2,1,5
japan_education_sotsugyōshiki,1,4,4
turkey_mammal_angora-cat,2,4,4
turkey_agriculture_olive,2,4,2
brazil_vegetable_cassava,4,2,4
japan_sport_kendō,3,5,4
brazil_houses_casas-bahia,4,5,1
japan_agriculture_pig-farming,1,2,5
portugal_education_blackboard,5,2,2
brazil_celebrations_festa-junina,4,5,1
india_houses_Villa,2,5,5
nigeria_clothing_agbada,2,5,2
nigeria_sport_volleyball,4,2,1
india_clothing_Sari,2,3,5
brazil_agriculture_maize,4,5,5
portugal_flower_girassol,2,4,4
nigeria_utensil_cutting-board,2,4,1
india_celebrations_Ganesh-Chaturthi,5,2,5
brazil_celebrations_independence-day,2,5,4
japan_houses_kinkaku-ji,4,4,5
turkey_food_i̇çli-pide,5,3,2
japan_vegetable_gobo,3,5,2
turkey_fruit_watermelon,2,5,2
portugal_vegetable_lettuce,2,3,4
turkey_sport_tennis,2,2,5
brazil_agriculture_sugarcane,2,4,4
nigeria_vegetable_garden-egg,4,4,3
portugal_visual-arts_azulejo,5,2,2
portugal_agriculture_olive-oil-mills,5,1,2
nigeria_music_cultural-dance-troupe,5,5,4
portugal_houses_piódão,3,5,4
brazil_sport_brazilian-jiu-jitsu,5,1,2
japan_clothing_kimono,5,2,4
india_music_tabla,2,5,3
turkey_clothing_tesettür,4,2,2
turkey_religion_islam,5,2,2
india_sport_cricket,5,2,2
brazil_mammal_maned-wolf,3,2,5
india_flower_Indian-Lotus,1,5,1
india_mammal_rhinoceros,5,2,4
japan_music_idol,1,5,2
india_sport_hockey,1,2,5
japan_vegetable_shiitake,1,1,5
japan_mammal_japanese-macaque,5,2,2
nigeria_sport_football,3,5,4
portugal_sport_canoeing,2,3,2
brazil_fruit_jabuticaba,2,5,1
nigeria_agriculture_poultry-farming,1,4,2
portugal_bird_gull,1,5,2
turkey_flower_hyacinth,2,4,3
portugal_celebrations_noite-branca,1,2,5
brazil_fruit_mango,5,3,1
portugal_mammal_porco,3,5,2
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,3,5,4
japan_flower_fuji,5,5,2
nigeria_flower_hibiscus,5,3,2
brazil_agriculture_livestock,5,5,4
nigeria_vegetable_okra,2,5,1
brazil_religion_candomblé,2,4,5
india_sport_chess,5,1,2
turkey_celebrations_ramadan,2,3,5
india_utensil_Pressure-Cooker,1,5,2
brazil_education_federal-university-of-rio-de-janeiro,4,3,2
brazil_music_frevo,5,2,1
portugal_education_computer,2,3,5
turkey_houses_mosque,5,5,3
portugal_flower_orquídea,2,4,5
turkey_music_anatolian-rock,2,4,3
brazil_bird_sabiá-laranjeira,2,5,2
nigeria_food_egusi-soup-and-poundo,2,2,5
turkey_fruit_cherry,5,3,2
brazil_education_kwl-table,3,5,4
india_houses_Mosque,2,4,5
japan_clothing_yukata,5,3,3
india_food_Tandoori-chicken,3,5,2
india_education_Indian-Institutes-of-Technology,5,4,3
nigeria_agriculture_cassava,3,5,5
japan_flower_chrysanthemum,3,5,4
turkey_beverages_boza,5,2,2
turkey_food_simit,2,4,5
japan_music_shamisen,5,2,2
brazil_houses_favela,2,4,2
nigeria_vegetable_ewedu,2,4,3
portugal_food_bifana,2,3,4
india_visual-arts_Kalamkari,2,4,3
nigeria_flower_orchid,2,5,4
brazil_beverages_coconut-water,2,3,5
portugal_beverages_poncha,1,2,5
india_bird_Common-myna,5,5,5
india_sport_kabaddi,5,2,2
japan_agriculture_dairy,2,4,5
brazil_fruit_pineapple,1,2,5
india_food_Chicken-tikka-masala,2,3,5
india_agriculture_rice-cultivation,5,3,3
japan_visual-arts_ink-wash-painting,5,5,5
portugal_food_cozido-à-portuguesa,3,5,3
portugal_religion_catholic-church,4,2,5
brazil_celebrations_new-years-eve,4,5,5
japan_sport_sumo,1,5,4
brazil_clothing_shorts,5,3,4
turkey_visual-arts_ottoman-miniature,3,5,2
brazil_bird_arara,5,5,4
portugal_utensil_chave-inglesa,3,4,2
japan_utensil_ohashi,3,2,5
portugal_vegetable_pumpkin,3,5,5
nigeria_utensil_mortar-and-pestle,2,1,5
india_religion_Sikhism,2,5,3
india_education_Blackboard,5,1,3
nigeria_visual-arts_bronze-work,2,4,5
japan_beverages_calpis,2,5,3
portugal_celebrations_carnaval-de-torres-vedras,5,3,2
brazil_visual-arts_brazilian-street-art,5,5,3
nigeria_agriculture_fish-farming,3,3,5
portugal_agriculture_vindima,3,2,5
india_religion_Buddhism,5,4,2
brazil_visual-arts_barroco-no-brasil,4,2,4
nigeria_music_afrobeat,1,5,3
turkey_education_cram-school,3,5,3
portugal_mammal_arouquesa-bull,2,5,4
india_fruit_Papaya,3,4,4
portugal_clothing_traje-campino-ribatejano,5,3,2
brazil_sport_capoeira,2,5,2
nigeria_vegetable_cabbage,2,5,3
india_vegetable_Okra,2,3,5
japan_houses_danchi,1,3,5
portugal_bird_common-blackbird,4,5,3
nigeria_food_amala-and-ewedu,5,5,3
nigeria_beverages_roselle-juice,5,2,3
turkey_beverages_ayran,2,2,5
india_celebrations_Holi,5,4,2
nigeria_vegetable_carrot,3,2,5
india_agriculture_wheat-farming,5,2,5
turkey_sport_volleyball,3,5,4
india_utensil_Karahi,5,2,2
brazil_food_churrasco,5,2,3
brazil_houses_palafita,2,5,2
turkey_vegetable_green-bean,2,4,5
japan_mammal_ezo-red-fox,5,1,4
japan_fruit_citrus-unshiu,4,2,3
brazil_celebrations_brazilian-carnival,2,5,2
japan_flower_cherry-blossom,2,5,2
turkey_agriculture_greenhouse,5,2,3
turkey_beverages_turkish-coffee,5,2,2
india_agriculture_cotton-production,1,2,5
nigeria_houses_igbo-architecture,4,5,4
nigeria_fruit_udala,5,3,2
turkey_education_imam-hatip-high-school,5,2,2
brazil_beverages_cachaça,1,5,2
japan_music_taiko,2,5,2
nigeria_houses_yoruba-architecture,2,2,4
india_celebrations_Diwali,2,5,2
nigeria_beverages_kunu,2,2,5
portugal_sport_roller-hockey,5,1,2
brazil_mammal_capybara,5,5,4
japan_flower_prunus-mume,3,5,1
japan_religion_tera,1,4,5
india_utensil_Tava,1,1,4
japan_bird_crow,2,5,2
japan_fruit_peach,5,4,3
turkey_bird_mallard,4,2,3
turkey_bird_gull,1,5,3
nigeria_mammal_aardvark,2,5,5
turkey_music_arabesque,5,1,1
portugal_mammal_estrela-mountain-dog,2,5,3
portugal_visual-arts_portuguese-pavement,3,5,1
turkey_clothing_kaftan,5,4,5
portugal_sport_handball,1,5,5
brazil_agriculture_soybean,5,4,1
turkey_visual-arts_graffiti,5,1,3
brazil_beverages_sugarcane-juice,4,5,4
nigeria_education_morning-assembly-at-a-primary-school,1,5,2
turkey_utensil_drill,1,5,2
japan_clothing_hakama,5,1,2
japan_bird_house-sparrow,4,2,5
india_vegetable_Cauliflower,5,4,2
brazil_clothing_havaianas,3,3,5
nigeria_utensil_meat-grinder,5,2,5
nigeria_celebrations_eyo-festival,2,5,2
brazil_visual-arts_modernism-in-brazil,5,4,4
japan_education_shukudai,5,4,1
turkey_fruit_plum,5,4,4
nigeria_celebrations_new-yam-festival,3,5,3
brazil_utensil_pressure-cooking,2,4,5
nigeria_utensil_knife,4,5,2
japan_agriculture_fishery,5,5,5
portugal_clothing_caretos-de-podence,5,2,2
portugal_beverages_ginjinha,1,4,5
nigeria_flower_royal-poinciana,3,5,2
portugal_food_bacalhau-à-brás,2,2,5
india_bird_Indian-peafowl,2,4,5
portugal_visual-arts_bordallo-pinheiro,2,2,5
india_vegetable_Cabbage,5,2,5
portugal_utensil_black-pottery-of-bisalhães,1,5,1
india_fruit_Chikoo,1,5,3
turkey_religion_deism,3,5,3
turkey_flower_bellis-perennis,1,5,3
brazil_visual-arts_graffiti,1,2,5
portugal_beverages_espresso,2,2,5
nigeria_mammal_chimpanzee,5,3,2
turkey_vegetable_zucchini,2,5,2
nigeria_celebrations_independence-day-celebration,5,2,1
turkey_flower_rose,3,5,2
nigeria_bird_ostrich,5,5,2
brazil_bird_green-headed-tanager,5,2,3
india_bird_Rose-ringed-parakeet,2,2,5
japan_houses_shinto-shrine,5,1,4
portugal_agriculture_cork-oak-plantations,2,5,1
brazil_celebrations_congada,1,5,1
nigeria_fruit_banana,5,3,5
brazil_clothing_sleeveless-shirt,4,4,5
japan_education_kosha,5,5,3
turkey_houses_apartment,1,5,3
portugal_food_francesinha,5,2,4
portugal_fruit_grape,2,5,2
nigeria_beverages_chapman,5,2,2
nigeria_beverages_zobo,2,5,3
india_utensil_Rolling-pin,2,5,2
portugal_agriculture_floricultura,3,3,5
brazil_bird_great-kiskadee,2,5,2
japan_houses_buddhist-temples-in-japan,5,5,4
japan_fruit_kaki,2,4,5
turkey_beverages_rakı,5,3,4
portugal_flower_magnolia,1,5,2
india_religion_Jainism,5,2,3
nigeria_visual-arts_painting,3,5,3
india_mammal_bengal-tiger,2,2,5
india_music_veena,2,5,2
turkey_utensil_cezve,1,5,2
brazil_music_bossa-nova,2,2,5
japan_utensil_suribachi,3,4,5
japan_celebrations_koinobori,3,5,3
india_houses_Bungalow,3,5,5
turkey_religion_alevism,2,1,5
japan_agriculture_poultry-farming,5,1,2
portugal_bird_carrion-crow,5,2,2
turkey_mammal_red-fox,5,2,2
portugal_music_cante-alentejano,5,5,5
brazil_flower_handroanthus,3,5,5
india_religion_Islam,5,2,4
turkey_religion_turbe,2,3,5
turkey_mammal_kangal-shepherd-dog,2,3,5
turkey_agriculture_hazelnut-production-in-turkey,3,5,2
brazil_clothing_flip-flops,2,3,5
india_fruit_Guava,5,4,2
brazil_food_pão-de-queijo,2,3,5
brazil_flower_heliconia,2,4,5
nigeria_education_university-of-port-harcourt,2,5,4
japan_religion_soryo,5,4,2
brazil_food_brigadeiro,3,2,5
turkey_education_karma-eğitim,5,4,3
brazil_visual-arts_tropicália,4,5,4
turkey_celebrations_eid-al-adha,2,5,5
portugal_fruit_apple,5,3,5
brazil_houses_colonial-architecture-of-brazil,1,5,2
nigeria_clothing_aso-oke,4,5,3
nigeria_fruit_mango,3,5,2
japan_food_mochi,5,2,5
brazil_mammal_giant-anteater,5,4,5
india_music_flute,2,4,5
turkey_vegetable_eggplant,5,2,5
portugal_bird_house-sparrow,1,3,5
japan_mammal_common-raccoon-dog,5,2,3
india_agriculture_dairy-farming,4,1,5
india_flower_Marigold,5,2,2
nigeria_religion_dibia,3,4,5
nigeria_religion_hinduism-in-nigeria,5,1,3
turkey_beverages_turnip-water,3,5,2
portugal_bird_rock-dove,4,5,5
japan_sport_yakyū,5,4,4
japan_mammal_japanese-serow,2,5,5
india_vegetable_Eggplant,3,1,5
portugal_vegetable_zucchini,3,3,5
portugal_flower_bellis-annua,4,5,5
india_visual-arts_Indian-painting,5,2,3
brazil_beverages_caipirinha,5,4,2
india_clothing_Churidar,5,3,5
brazil_flower_jacaranda,5,5,2
turkey_education_quran-course,4,5,2
india_celebrations_Eid-al-Fitr,2,3,5
portugal_celebrations_festa-dos-tabuleiros,1,4,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,4,2
portugal_religion_christianity,1,5,2
india_food_Dosa,2,5,3
turkey_flower_begonia,3,5,2
japan_fruit_watermelon,4,2,3
nigeria_sport_running,4,5,2
brazil_music_música-popular-brasileira,3,2,5
india_agriculture_tea-plantations,4,5,2
brazil_vegetable_pumpkin,4,5,2
turkey_food_börek,2,2,5
portugal_clothing_camisola-poveira,5,4,3
india_visual-arts_Madhubani-art,5,1,5
nigeria_houses_koutammakou,4,5,2
japan_visual-arts_origami,2,2,5
portugal_fruit_peach,2,5,3
portugal_visual-arts_filigree,2,3,5
japan_religion_temizuya,3,2,5
turkey_houses_konak,3,2,5
nigeria_religion_christianity,4,5,4
brazil_religion_kardecist-spiritism,3,3,5
nigeria_religion_islam,2,5,3
nigeria_flower_aloe-vera,3,5,1
india_houses_Hut,4,5,5
brazil_mammal_muriqui,4,2,5
india_music_tanpura,5,3,3
japan_celebrations_hinamatsuri,2,3,5
japan_religion_butsuzō,1,5,3
japan_food_tempura,3,2,5
nigeria_utensil_sieve,2,5,2
nigeria_beverages_palm-wine,5,3,2
brazil_food_coxinha,5,2,3
turkey_bird_greater-flamingo,2,5,3
nigeria_celebrations_durbar-festival,5,4,2
brazil_sport_volleyball,3,5,2
turkey_agriculture_tobacco-farming,5,3,3
turkey_fruit_apple,2,5,3
nigeria_bird_guineafowl,5,4,2
nigeria_education_university-of-abuja,5,2,4
turkey_music_baglama,2,5,4
nigeria_agriculture_cocoa,4,5,3
nigeria_sport_basketball,2,5,5
japan_food_ramen,2,5,4
japan_houses_minka,4,5,2
portugal_utensil_nutcracker,5,3,3
india_flower_Rose,5,3,2
portugal_visual-arts_escultura,5,5,5
brazil_education_national-high-school-exam,5,1,3
portugal_fruit_rocha-pear,3,5,2
india_fruit_Lychee,5,5,5
india_clothing_Lehenga,5,3,5
turkey_music_ottoman-music,5,4,1
portugal_beverages_sagres,5,4,5
portugal_utensil_almofariz,5,3,4
nigeria_fruit_guava,2,5,3
nigeria_bird_owl,1,5,3
portugal_sport_association-football,5,4,1
turkey_vegetable_tomato,3,5,2
portugal_celebrations_carnaval-de-podence,4,5,2
india_clothing_Kurta,4,4,5
portugal_utensil_wooden-spoon,5,3,5
