Key,cap-edit,cap-retrieve,e2e-instruct
japan_utensil_donabe,3,3,3
portugal_mammal_red-squirrel,3,3,3
turkey_mammal_roe-deer,3,3,3
india_bird_House-sparrow,3,3,3
brazil_utensil_mortar-and-pestle,3,3,3
nigeria_visual-arts_pottery,3,3,3
nigeria_food_nigeria-jollof-rice-and-chicken-meat,3,3,3
turkey_vegetable_cucumber,3,3,3
japan_bird_kounotori,3,3,3
nigeria_clothing_boubou,3,3,3
brazil_utensil_wooden-spoon,3,3,3
portugal_religion_nossa-senhora-de-fatima,3,3,3
portugal_fruit_orange,3,3,3
turkey_visual-arts_anatolian-rug,3,3,3
india_fruit_Mango,3,3,3
india_clothing_Shalwar-kameez,3,3,3
japan_food_sushi,2,2,2
nigeria_flower_ixora,3,3,3
portugal_agriculture_salt-pans,3,3,3
portugal_houses_palácio-nacional-de-belém,3,3,4
nigeria_visual-arts_igbo-art,3,3,3
japan_religion_torii,1,1,1
japan_bird_kiji,3,3,3
nigeria_agriculture_corn-farm,3,3,3
nigeria_bird_eagle,3,3,3
nigeria_sport_boxing,3,3,3
india_bird_Indian-roller,3,3,3
turkey_bird_domestic-pigeon,3,3,3
turkey_celebrations_republic-day,5,5,2
portugal_education_queima-das-fitas,4,3,3
turkey_mammal_angora-goat,3,3,3
portugal_clothing_capote-alentejano,3,3,3
india_education_Central-Board-of-Secondary-Education,3,3,3
portugal_music_pimba,3,3,3
portugal_food_pastel-de-nata,3,3,3
japan_celebrations_coming-of-age-day,3,3,3
turkey_houses_yalı,5,3,3
brazil_flower_cattleya,3,3,3
india_celebrations_Vijayadashami,3,3,3
japan_clothing_hanten,3,3,3
turkey_education_boğaziçi-university,5,3,3
turkey_houses_villa,4,3,3
india_food_Biryani,3,3,3
india_visual-arts_Pattachitra,3,3,3
japan_fruit_kyoho,3,3,3
portugal_education_university-of-coimbra,5,3,3
brazil_utensil_barbecue-grill,3,3,3
nigeria_clothing_isiagu,3,3,3
brazil_bird_tucano,3,3,3
portugal_clothing_ribeira,3,3,3
portugal_mammal_iberian-lynx,3,3,3
nigeria_houses_residential-estate,5,3,3
portugal_music_kizomba,3,3,3
turkey_sport_wrestling,3,3,3
turkey_sport_football,3,3,3
india_mammal_deer,3,3,3
nigeria_celebrations_ofala-festival,3,3,3
nigeria_food_pounded-yam,3,3,3
turkey_religion_christianity,3,3,3
india_beverages_lassi,3,3,3
nigeria_education_igbo-apprentice-system,3,3,3
japan_education_sotsugyōshiki,3,3,3
turkey_mammal_angora-cat,3,3,3
turkey_agriculture_olive,3,3,3
brazil_vegetable_cassava,3,3,3
japan_sport_kendō,3,3,3
brazil_houses_casas-bahia,3,3,3
japan_agriculture_pig-farming,3,3,3
portugal_education_blackboard,3,3,3
brazil_celebrations_festa-junina,3,3,3
india_houses_Villa,3,3,3
nigeria_clothing_agbada,3,3,3
nigeria_sport_volleyball,3,3,3
india_clothing_Sari,3,3,3
brazil_agriculture_maize,3,3,3
portugal_flower_girassol,3,3,3
nigeria_utensil_cutting-board,3,3,3
india_celebrations_Ganesh-Chaturthi,4,3,4
brazil_celebrations_independence-day,3,3,3
japan_houses_kinkaku-ji,4,3,3
turkey_food_i̇çli-pide,3,3,3
japan_vegetable_gobo,3,3,3
turkey_fruit_watermelon,3,3,3
portugal_vegetable_lettuce,3,3,3
turkey_sport_tennis,3,3,3
brazil_agriculture_sugarcane,3,3,3
nigeria_vegetable_garden-egg,3,3,3
portugal_visual-arts_azulejo,3,3,3
portugal_agriculture_olive-oil-mills,3,3,3
nigeria_music_cultural-dance-troupe,3,3,3
portugal_houses_piódão,4,3,3
brazil_sport_brazilian-jiu-jitsu,3,3,3
japan_clothing_kimono,3,3,3
india_music_tabla,3,3,3
turkey_clothing_tesettür,1,1,1
turkey_religion_islam,3,3,3
india_sport_cricket,5,1,1
brazil_mammal_maned-wolf,5,5,5
india_flower_Indian-Lotus,5,5,5
india_mammal_rhinoceros,5,5,5
japan_music_idol,1,1,1
india_sport_hockey,5,5,5
japan_vegetable_shiitake,5,5,3
japan_mammal_japanese-macaque,5,5,5
nigeria_sport_football,5,5,5
portugal_sport_canoeing,5,5,5
brazil_fruit_jabuticaba,5,5,5
nigeria_agriculture_poultry-farming,5,5,5
portugal_bird_gull,5,5,5
turkey_flower_hyacinth,5,5,5
portugal_celebrations_noite-branca,5,5,5
brazil_fruit_mango,5,5,5
portugal_mammal_porco,5,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,5,5
japan_flower_fuji,5,5,5
nigeria_flower_hibiscus,5,5,5
brazil_agriculture_livestock,3,3,3
nigeria_vegetable_okra,5,5,5
brazil_religion_candomblé,5,5,5
india_sport_chess,5,5,5
turkey_celebrations_ramadan,4,4,4
india_utensil_Pressure-Cooker,5,5,5
brazil_education_federal-university-of-rio-de-janeiro,5,5,5
brazil_music_frevo,5,5,5
portugal_education_computer,5,5,5
turkey_houses_mosque,1,1,1
portugal_flower_orquídea,5,5,5
turkey_music_anatolian-rock,5,5,5
brazil_bird_sabiá-laranjeira,5,5,5
nigeria_food_egusi-soup-and-poundo,5,5,5
turkey_fruit_cherry,5,5,5
brazil_education_kwl-table,5,5,5
india_houses_Mosque,5,5,5
japan_clothing_yukata,3,1,1
india_food_Tandoori-chicken,5,5,5
india_education_Indian-Institutes-of-Technology,5,5,5
nigeria_agriculture_cassava,5,5,5
japan_flower_chrysanthemum,5,5,5
turkey_beverages_boza,5,5,5
turkey_food_simit,5,5,5
japan_music_shamisen,1,1,1
brazil_houses_favela,5,5,1
nigeria_vegetable_ewedu,5,5,5
portugal_food_bifana,5,5,5
india_visual-arts_Kalamkari,2,2,2
nigeria_flower_orchid,5,5,5
brazil_beverages_coconut-water,5,5,5
portugal_beverages_poncha,5,5,5
india_bird_Common-myna,5,5,5
india_sport_kabaddi,5,5,5
japan_agriculture_dairy,5,5,5
brazil_fruit_pineapple,5,5,5
india_food_Chicken-tikka-masala,5,5,5
india_agriculture_rice-cultivation,5,5,5
japan_visual-arts_ink-wash-painting,1,5,1
portugal_food_cozido-à-portuguesa,5,5,5
portugal_religion_catholic-church,5,5,5
brazil_celebrations_new-years-eve,5,5,5
japan_sport_sumo,1,1,1
brazil_clothing_shorts,5,5,5
turkey_visual-arts_ottoman-miniature,1,5,1
brazil_bird_arara,5,5,5
portugal_utensil_chave-inglesa,5,5,5
japan_utensil_ohashi,5,5,5
portugal_vegetable_pumpkin,5,5,5
nigeria_utensil_mortar-and-pestle,5,5,5
india_religion_Sikhism,1,5,1
india_education_Blackboard,5,1,1
nigeria_visual-arts_bronze-work,5,5,5
japan_beverages_calpis,5,5,5
portugal_celebrations_carnaval-de-torres-vedras,5,5,5
brazil_visual-arts_brazilian-street-art,5,5,5
nigeria_agriculture_fish-farming,5,5,5
portugal_agriculture_vindima,5,5,5
india_religion_Buddhism,5,5,1
brazil_visual-arts_barroco-no-brasil,5,5,5
nigeria_music_afrobeat,5,5,5
turkey_education_cram-school,5,5,5
portugal_mammal_arouquesa-bull,5,5,5
india_fruit_Papaya,5,5,5
portugal_clothing_traje-campino-ribatejano,5,5,5
brazil_sport_capoeira,5,5,5
nigeria_vegetable_cabbage,5,5,5
india_vegetable_Okra,5,5,5
japan_houses_danchi,5,5,5
portugal_bird_common-blackbird,5,5,5
nigeria_food_amala-and-ewedu,5,5,5
nigeria_beverages_roselle-juice,5,5,5
turkey_beverages_ayran,5,5,5
india_celebrations_Holi,5,5,5
nigeria_vegetable_carrot,5,5,5
india_agriculture_wheat-farming,5,5,5
turkey_sport_volleyball,5,5,5
india_utensil_Karahi,5,5,5
brazil_food_churrasco,5,5,5
brazil_houses_palafita,2,4,2
turkey_vegetable_green-bean,3,3,3
japan_mammal_ezo-red-fox,3,3,3
japan_fruit_citrus-unshiu,4,4,4
brazil_celebrations_brazilian-carnival,2,2,2
japan_flower_cherry-blossom,3,3,3
turkey_agriculture_greenhouse,4,4,4
turkey_beverages_turkish-coffee,4,4,4
india_agriculture_cotton-production,5,5,2
nigeria_houses_igbo-architecture,3,3,3
nigeria_fruit_udala,3,3,3
turkey_education_imam-hatip-high-school,3,3,3
brazil_beverages_cachaça,3,3,3
japan_music_taiko,3,3,3
nigeria_houses_yoruba-architecture,3,3,3
india_celebrations_Diwali,2,2,2
nigeria_beverages_kunu,3,3,3
portugal_sport_roller-hockey,3,3,3
brazil_mammal_capybara,3,2,2
japan_flower_prunus-mume,3,3,3
japan_religion_tera,1,1,4
india_utensil_Tava,3,3,3
japan_bird_crow,3,3,3
japan_fruit_peach,3,3,3
turkey_bird_mallard,3,3,3
turkey_bird_gull,3,3,3
nigeria_mammal_aardvark,3,3,3
turkey_music_arabesque,3,3,3
portugal_mammal_estrela-mountain-dog,3,3,3
portugal_visual-arts_portuguese-pavement,3,3,3
turkey_clothing_kaftan,3,3,4
portugal_sport_handball,3,3,3
brazil_agriculture_soybean,3,3,3
turkey_visual-arts_graffiti,3,3,3
brazil_beverages_sugarcane-juice,3,3,3
nigeria_education_morning-assembly-at-a-primary-school,3,3,3
turkey_utensil_drill,3,3,3
japan_clothing_hakama,4,4,4
japan_bird_house-sparrow,3,3,3
india_vegetable_Cauliflower,3,3,3
brazil_clothing_havaianas,3,3,3
nigeria_utensil_meat-grinder,3,3,3
nigeria_celebrations_eyo-festival,2,2,2
brazil_visual-arts_modernism-in-brazil,3,3,3
japan_education_shukudai,3,3,3
turkey_fruit_plum,3,3,3
nigeria_celebrations_new-yam-festival,1,2,1
brazil_utensil_pressure-cooking,3,3,3
nigeria_utensil_knife,3,3,3
japan_agriculture_fishery,3,3,3
portugal_clothing_caretos-de-podence,1,1,1
portugal_beverages_ginjinha,3,3,3
nigeria_flower_royal-poinciana,3,3,3
portugal_food_bacalhau-à-brás,2,2,2
india_bird_Indian-peafowl,3,3,5
portugal_visual-arts_bordallo-pinheiro,2,2,1
india_vegetable_Cabbage,3,3,3
portugal_utensil_black-pottery-of-bisalhães,3,3,3
india_fruit_Chikoo,3,3,3
turkey_religion_deism,2,2,2
turkey_flower_bellis-perennis,3,3,3
brazil_visual-arts_graffiti,3,3,3
portugal_beverages_espresso,3,3,3
nigeria_mammal_chimpanzee,3,3,3
turkey_vegetable_zucchini,3,3,3
nigeria_celebrations_independence-day-celebration,3,3,3
turkey_flower_rose,3,3,3
nigeria_bird_ostrich,3,3,3
brazil_bird_green-headed-tanager,3,3,3
india_bird_Rose-ringed-parakeet,3,3,3
japan_houses_shinto-shrine,2,2,2
portugal_agriculture_cork-oak-plantations,3,3,3
brazil_celebrations_congada,3,3,3
nigeria_fruit_banana,3,3,3
brazil_clothing_sleeveless-shirt,3,3,3
japan_education_kosha,3,3,3
turkey_houses_apartment,4,4,4
portugal_food_francesinha,3,3,3
portugal_fruit_grape,3,3,3
nigeria_beverages_chapman,3,3,3
nigeria_beverages_zobo,3,3,3
india_utensil_Rolling-pin,3,3,3
portugal_agriculture_floricultura,2,2,2
brazil_bird_great-kiskadee,3,3,3
japan_houses_buddhist-temples-in-japan,3,3,3
japan_fruit_kaki,3,3,3
turkey_beverages_rakı,3,3,3
portugal_flower_magnolia,3,3,3
india_religion_Jainism,2,1,1
nigeria_visual-arts_painting,2,2,2
india_mammal_bengal-tiger,3,3,3
india_music_veena,3,3,3
turkey_utensil_cezve,3,3,3
brazil_music_bossa-nova,3,3,3
japan_utensil_suribachi,3,3,3
japan_celebrations_koinobori,3,3,3
india_houses_Bungalow,3,4,3
turkey_religion_alevism,3,3,3
japan_agriculture_poultry-farming,3,3,3
portugal_bird_carrion-crow,3,3,3
turkey_mammal_red-fox,3,3,3
portugal_music_cante-alentejano,3,5,1
brazil_flower_handroanthus,4,3,4
india_religion_Islam,5,1,1
turkey_religion_turbe,1,1,5
turkey_mammal_kangal-shepherd-dog,5,5,5
turkey_agriculture_hazelnut-production-in-turkey,4,3,1
brazil_clothing_flip-flops,4,5,5
india_fruit_Guava,3,2,2
brazil_food_pão-de-queijo,4,5,5
brazil_flower_heliconia,1,1,4
nigeria_education_university-of-port-harcourt,5,5,5
japan_religion_soryo,4,1,1
brazil_food_brigadeiro,5,5,5
turkey_education_karma-eğitim,5,5,5
brazil_visual-arts_tropicália,1,4,1
turkey_celebrations_eid-al-adha,2,1,1
portugal_fruit_apple,4,5,5
brazil_houses_colonial-architecture-of-brazil,3,5,3
nigeria_clothing_aso-oke,1,1,1
nigeria_fruit_mango,5,5,5
japan_food_mochi,5,4,3
brazil_mammal_giant-anteater,4,4,4
india_music_flute,1,1,4
turkey_vegetable_eggplant,5,5,3
portugal_bird_house-sparrow,5,5,5
japan_mammal_common-raccoon-dog,4,3,3
india_agriculture_dairy-farming,1,1,5
india_flower_Marigold,5,5,5
nigeria_religion_dibia,1,1,1
nigeria_religion_hinduism-in-nigeria,5,1,1
turkey_beverages_turnip-water,5,5,5
portugal_bird_rock-dove,5,3,1
japan_sport_yakyū,5,4,4
japan_mammal_japanese-serow,5,5,1
india_vegetable_Eggplant,5,5,5
portugal_vegetable_zucchini,4,4,5
portugal_flower_bellis-annua,4,3,4
india_visual-arts_Indian-painting,1,1,1
brazil_beverages_caipirinha,4,4,3
india_clothing_Churidar,1,1,5
brazil_flower_jacaranda,2,4,4
turkey_education_quran-course,2,5,2
india_celebrations_Eid-al-Fitr,1,1,1
portugal_celebrations_festa-dos-tabuleiros,1,1,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,3,1,1
portugal_religion_christianity,1,1,1
india_food_Dosa,2,3,2
turkey_flower_begonia,4,5,4
japan_fruit_watermelon,5,5,5
nigeria_sport_running,1,5,1
brazil_music_música-popular-brasileira,4,4,5
india_agriculture_tea-plantations,4,5,4
brazil_vegetable_pumpkin,3,3,3
turkey_food_börek,4,4,3
portugal_clothing_camisola-poveira,5,1,1
india_visual-arts_Madhubani-art,3,1,1
nigeria_houses_koutammakou,1,4,1
japan_visual-arts_origami,2,2,3
portugal_fruit_peach,4,1,4
portugal_visual-arts_filigree,2,2,3
japan_religion_temizuya,3,4,5
turkey_houses_konak,4,4,1
nigeria_religion_christianity,1,5,1
brazil_religion_kardecist-spiritism,4,4,4
nigeria_religion_islam,1,1,1
nigeria_flower_aloe-vera,4,5,4
india_houses_Hut,5,5,3
brazil_mammal_muriqui,1,1,3
india_music_tanpura,5,3,3
japan_celebrations_hinamatsuri,1,1,3
japan_religion_butsuzō,1,1,1
japan_food_tempura,5,5,5
nigeria_utensil_sieve,5,3,5
nigeria_beverages_palm-wine,5,4,4
brazil_food_coxinha,5,5,5
turkey_bird_greater-flamingo,4,4,3
nigeria_celebrations_durbar-festival,5,1,1
brazil_sport_volleyball,2,5,2
turkey_agriculture_tobacco-farming,5,3,5
turkey_fruit_apple,5,5,5
nigeria_bird_guineafowl,5,3,4
nigeria_education_university-of-abuja,1,1,1
turkey_music_baglama,4,3,4
nigeria_agriculture_cocoa,4,5,4
nigeria_sport_basketball,5,2,3
japan_food_ramen,1,1,1
japan_houses_minka,1,3,1
portugal_utensil_nutcracker,5,4,3
india_flower_Rose,4,4,4
portugal_visual-arts_escultura,3,1,1
brazil_education_national-high-school-exam,4,2,2
portugal_fruit_rocha-pear,4,4,4
india_fruit_Lychee,5,2,5
india_clothing_Lehenga,1,1,5
turkey_music_ottoman-music,5,1,1
portugal_beverages_sagres,3,1,1
portugal_utensil_almofariz,3,3,2
nigeria_fruit_guava,5,3,5
nigeria_bird_owl,4,4,4
portugal_sport_association-football,1,1,1
turkey_vegetable_tomato,5,5,5
portugal_celebrations_carnaval-de-podence,1,4,1
india_clothing_Kurta,1,1,1
portugal_utensil_wooden-spoon,5,5,3
