Key,cap-edit,cap-retrieve,e2e-instruct
portugal_music_fado-de-lisboa,3,5,5
portugal_religion_orthodoxy,4,5,5
turkey_utensil_peşkir,5,5,1
japan_music_visual-kei,5,5,3
nigeria_mammal_african-forest-elephant,2,5,5
nigeria_clothing_wrapper,3,5,5
japan_beverages_matcha,5,1,5
japan_mammal_yezo-sika-deer,5,5,2
brazil_sport_association-football,5,1,5
japan_utensil_chasen,5,1,5
nigeria_visual-arts_glass-art,2,1,5
india_mammal_elephant,1,1,4
turkey_visual-arts_paper-marbling,1,5,5
japan_beverages_barley-tea,5,4,5
brazil_vegetable_potato,1,5,5
japan_education_kyūshoku,5,1,5
japan_vegetable_daikon,5,5,3
brazil_flower_bromelia,5,5,5
nigeria_food_akara,5,5,1
india_flower_Hibiscus,5,5,2
nigeria_bird_duck,5,3,5
india_utensil_Skimmer,5,5,1
brazil_music_samba,5,4,3
brazil_vegetable_okra,5,1,5
japan_clothing_tabi,5,5,1
japan_visual-arts_ukiyo-e,5,5,1
brazil_religion_catholic-church,5,3,5
portugal_flower_dianthus-caryophyllus,5,5,1
japan_sport_karate,5,5,2
japan_flower_hydrangea-macrophylla,5,1,5
india_food_Samosa,5,5,2
japan_celebrations_oshōgatsu,5,5,1
india_mammal_langur-monkey,2,5,5
brazil_mammal_jaguar,5,3,2
nigeria_music_jazz,1,5,5
nigeria_education_computer-classes,5,3,5
brazil_religion_protestantism-in-brazil,5,3,1
portugal_houses_palácio-de-cristal,5,5,5
japan_food_miso-soup,5,2,5
nigeria_mammal_greater-cane-rat,5,5,1
india_flower_Jasmine,5,5,1
turkey_clothing_turkish-salvar,1,4,4
turkey_agriculture_wheat,1,4,5
brazil_education_whiteboard,5,4,1
japan_vegetable_renkon,1,2,5
japan_music_gagaku,5,1,4
japan_utensil_donabe,5,1,5
portugal_mammal_red-squirrel,4,3,4
turkey_mammal_roe-deer,1,5,5
india_bird_House-sparrow,4,1,4
brazil_utensil_mortar-and-pestle,1,5,5
nigeria_visual-arts_pottery,5,5,1
nigeria_food_nigeria-jollof-rice-and-chicken-meat,5,4,1
turkey_vegetable_cucumber,2,3,5
japan_bird_kounotori,4,1,5
nigeria_clothing_boubou,4,1,5
brazil_utensil_wooden-spoon,4,1,4
portugal_religion_nossa-senhora-de-fatima,1,5,5
portugal_fruit_orange,2,4,1
turkey_visual-arts_anatolian-rug,5,5,1
india_fruit_Mango,5,5,1
india_clothing_Shalwar-kameez,5,1,4
japan_food_sushi,5,5,1
nigeria_flower_ixora,2,3,4
portugal_agriculture_salt-pans,5,1,2
portugal_houses_palácio-nacional-de-belém,1,5,5
nigeria_visual-arts_igbo-art,5,1,5
japan_religion_torii,5,1,5
japan_bird_kiji,1,4,4
nigeria_agriculture_corn-farm,4,1,5
nigeria_bird_eagle,2,4,4
nigeria_sport_boxing,5,5,1
india_bird_Indian-roller,5,1,5
turkey_bird_domestic-pigeon,5,1,5
turkey_celebrations_republic-day,4,1,5
portugal_education_queima-das-fitas,4,4,1
turkey_mammal_angora-goat,4,4,1
portugal_clothing_capote-alentejano,1,5,4
india_education_Central-Board-of-Secondary-Education,4,4,1
portugal_music_pimba,5,1,5
portugal_food_pastel-de-nata,1,5,5
japan_celebrations_coming-of-age-day,5,5,1
turkey_houses_yalı,5,1,5
brazil_flower_cattleya,4,4,1
india_celebrations_Vijayadashami,5,1,5
japan_clothing_hanten,2,5,4
turkey_education_boğaziçi-university,4,5,1
turkey_houses_villa,4,4,1
india_food_Biryani,1,5,5
india_visual-arts_Pattachitra,5,5,1
japan_fruit_kyoho,4,4,1
portugal_education_university-of-coimbra,2,4,4
brazil_utensil_barbecue-grill,5,5,1
nigeria_clothing_isiagu,1,4,4
brazil_bird_tucano,5,5,2
portugal_clothing_ribeira,5,1,4
portugal_mammal_iberian-lynx,5,5,1
nigeria_houses_residential-estate,2,3,2
portugal_music_kizomba,4,2,4
turkey_sport_wrestling,4,4,4
turkey_sport_football,5,2,5
india_mammal_deer,5,3,4
nigeria_celebrations_ofala-festival,4,2,4
nigeria_food_pounded-yam,1,5,5
turkey_religion_christianity,2,5,5
india_beverages_lassi,4,4,1
nigeria_education_igbo-apprentice-system,5,5,1
japan_education_sotsugyōshiki,5,4,1
turkey_mammal_angora-cat,5,3,4
turkey_agriculture_olive,5,2,5
brazil_vegetable_cassava,2,4,4
japan_sport_kendō,5,2,5
brazil_houses_casas-bahia,4,2,4
japan_agriculture_pig-farming,5,5,1
portugal_education_blackboard,1,5,5
brazil_celebrations_festa-junina,2,2,5
india_houses_Villa,5,2,2
nigeria_clothing_agbada,4,2,4
nigeria_sport_volleyball,3,5,5
india_clothing_Sari,5,5,2
brazil_agriculture_maize,1,1,1
portugal_flower_girassol,4,2,2
nigeria_utensil_cutting-board,5,3,4
india_celebrations_Ganesh-Chaturthi,5,5,5
brazil_celebrations_independence-day,4,3,4
japan_houses_kinkaku-ji,4,4,1
turkey_food_i̇çli-pide,2,4,4
japan_vegetable_gobo,2,4,4
turkey_fruit_watermelon,5,2,4
portugal_vegetable_lettuce,4,4,2
turkey_sport_tennis,4,4,1
brazil_agriculture_sugarcane,4,1,1
nigeria_vegetable_garden-egg,5,4,3
portugal_visual-arts_azulejo,1,4,4
portugal_agriculture_olive-oil-mills,2,5,5
nigeria_music_cultural-dance-troupe,1,1,4
portugal_houses_piódão,4,3,3
brazil_sport_brazilian-jiu-jitsu,1,5,5
japan_clothing_kimono,1,5,5
india_music_tabla,5,1,5
turkey_clothing_tesettür,4,5,5
turkey_religion_islam,1,4,4
india_sport_cricket,1,5,5
brazil_mammal_maned-wolf,5,5,5
india_flower_Indian-Lotus,5,5,2
india_mammal_rhinoceros,4,5,5
japan_music_idol,5,5,5
india_sport_hockey,5,5,1
japan_vegetable_shiitake,5,5,1
japan_mammal_japanese-macaque,1,5,5
nigeria_sport_football,5,1,5
portugal_sport_canoeing,5,3,5
brazil_fruit_jabuticaba,4,1,5
nigeria_agriculture_poultry-farming,5,1,5
portugal_bird_gull,5,1,5
turkey_flower_hyacinth,5,5,4
portugal_celebrations_noite-branca,5,5,1
brazil_fruit_mango,1,5,5
portugal_mammal_porco,4,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,1,5
japan_flower_fuji,1,1,5
nigeria_flower_hibiscus,5,5,5
brazil_agriculture_livestock,2,2,4
nigeria_vegetable_okra,5,1,5
brazil_religion_candomblé,5,5,5
india_sport_chess,1,5,5
turkey_celebrations_ramadan,5,5,1
india_utensil_Pressure-Cooker,5,1,5
brazil_education_federal-university-of-rio-de-janeiro,4,5,5
brazil_music_frevo,2,5,5
portugal_education_computer,5,5,2
turkey_houses_mosque,2,3,5
portugal_flower_orquídea,5,5,5
turkey_music_anatolian-rock,5,2,5
brazil_bird_sabiá-laranjeira,5,4,5
nigeria_food_egusi-soup-and-poundo,5,5,1
turkey_fruit_cherry,1,4,5
brazil_education_kwl-table,5,5,5
india_houses_Mosque,5,5,1
japan_clothing_yukata,1,5,5
india_food_Tandoori-chicken,5,5,5
india_education_Indian-Institutes-of-Technology,5,5,5
nigeria_agriculture_cassava,5,4,1
japan_flower_chrysanthemum,5,5,5
turkey_beverages_boza,1,5,5
turkey_food_simit,5,5,1
japan_music_shamisen,1,5,5
brazil_houses_favela,5,1,5
nigeria_vegetable_ewedu,5,5,5
portugal_food_bifana,5,5,5
india_visual-arts_Kalamkari,5,5,5
nigeria_flower_orchid,5,1,5
brazil_beverages_coconut-water,5,5,1
portugal_beverages_poncha,5,5,3
india_bird_Common-myna,3,5,1
india_sport_kabaddi,2,5,5
japan_agriculture_dairy,5,5,1
brazil_fruit_pineapple,5,5,1
india_food_Chicken-tikka-masala,5,1,1
india_agriculture_rice-cultivation,1,5,5
japan_visual-arts_ink-wash-painting,4,3,5
portugal_food_cozido-à-portuguesa,5,4,5
portugal_religion_catholic-church,3,5,1
brazil_celebrations_new-years-eve,5,1,3
japan_sport_sumo,5,1,5
brazil_clothing_shorts,1,5,5
turkey_visual-arts_ottoman-miniature,4,1,5
brazil_bird_arara,5,1,5
portugal_utensil_chave-inglesa,5,3,5
japan_utensil_ohashi,5,5,1
portugal_vegetable_pumpkin,4,1,1
nigeria_utensil_mortar-and-pestle,5,5,1
india_religion_Sikhism,5,1,5
india_education_Blackboard,1,5,5
nigeria_visual-arts_bronze-work,5,5,1
japan_beverages_calpis,4,1,5
portugal_celebrations_carnaval-de-torres-vedras,1,4,5
brazil_visual-arts_brazilian-street-art,1,2,5
nigeria_agriculture_fish-farming,5,5,4
portugal_agriculture_vindima,5,5,1
india_religion_Buddhism,1,5,5
brazil_visual-arts_barroco-no-brasil,5,1,2
nigeria_music_afrobeat,5,1,5
turkey_education_cram-school,5,1,5
portugal_mammal_arouquesa-bull,5,1,5
india_fruit_Papaya,5,3,5
portugal_clothing_traje-campino-ribatejano,1,4,5
brazil_sport_capoeira,5,1,5
nigeria_vegetable_cabbage,5,3,5
india_vegetable_Okra,5,5,3
japan_houses_danchi,5,5,1
portugal_bird_common-blackbird,5,5,5
nigeria_food_amala-and-ewedu,3,5,5
nigeria_beverages_roselle-juice,3,5,5
turkey_beverages_ayran,5,5,1
india_celebrations_Holi,1,5,5
nigeria_vegetable_carrot,5,5,1
india_agriculture_wheat-farming,1,5,1
turkey_sport_volleyball,5,1,5
india_utensil_Karahi,4,5,5
brazil_food_churrasco,1,5,5
brazil_houses_palafita,4,2,4
turkey_vegetable_green-bean,5,4,2
japan_mammal_ezo-red-fox,1,5,5
japan_fruit_citrus-unshiu,4,5,5
brazil_celebrations_brazilian-carnival,5,1,5
japan_flower_cherry-blossom,5,1,5
turkey_agriculture_greenhouse,1,5,5
turkey_beverages_turkish-coffee,1,5,5
india_agriculture_cotton-production,5,5,1
nigeria_houses_igbo-architecture,3,2,3
nigeria_fruit_udala,1,5,5
turkey_education_imam-hatip-high-school,1,5,5
brazil_beverages_cachaça,5,2,5
japan_music_taiko,5,1,5
nigeria_houses_yoruba-architecture,5,5,4
india_celebrations_Diwali,5,1,5
nigeria_beverages_kunu,5,5,2
portugal_sport_roller-hockey,1,5,5
brazil_mammal_capybara,2,5,5
japan_flower_prunus-mume,4,1,5
japan_religion_tera,5,4,1
india_utensil_Tava,5,5,3
japan_bird_crow,5,1,5
japan_fruit_peach,1,4,5
turkey_bird_mallard,2,5,5
turkey_bird_gull,5,1,5
nigeria_mammal_aardvark,5,1,5
turkey_music_arabesque,2,5,5
portugal_mammal_estrela-mountain-dog,5,1,5
portugal_visual-arts_portuguese-pavement,5,1,5
turkey_clothing_kaftan,5,5,1
portugal_sport_handball,5,1,5
brazil_agriculture_soybean,1,5,5
turkey_visual-arts_graffiti,1,5,5
brazil_beverages_sugarcane-juice,5,1,5
nigeria_education_morning-assembly-at-a-primary-school,5,1,5
turkey_utensil_drill,5,1,5
japan_clothing_hakama,5,1,5
japan_bird_house-sparrow,2,5,5
india_vegetable_Cauliflower,1,5,5
brazil_clothing_havaianas,5,5,1
nigeria_utensil_meat-grinder,5,5,1
nigeria_celebrations_eyo-festival,5,1,5
brazil_visual-arts_modernism-in-brazil,1,5,5
japan_education_shukudai,1,5,5
turkey_fruit_plum,1,5,5
nigeria_celebrations_new-yam-festival,5,1,5
brazil_utensil_pressure-cooking,5,5,1
nigeria_utensil_knife,1,5,5
japan_agriculture_fishery,1,5,3
portugal_clothing_caretos-de-podence,1,5,5
portugal_beverages_ginjinha,5,4,1
nigeria_flower_royal-poinciana,5,1,5
portugal_food_bacalhau-à-brás,5,5,1
india_bird_Indian-peafowl,5,4,1
portugal_visual-arts_bordallo-pinheiro,5,5,1
india_vegetable_Cabbage,1,5,1
portugal_utensil_black-pottery-of-bisalhães,5,1,5
india_fruit_Chikoo,5,1,5
turkey_religion_deism,5,1,5
turkey_flower_bellis-perennis,5,1,5
brazil_visual-arts_graffiti,5,5,1
portugal_beverages_espresso,5,5,1
nigeria_mammal_chimpanzee,1,5,5
turkey_vegetable_zucchini,5,1,5
nigeria_celebrations_independence-day-celebration,1,5,5
turkey_flower_rose,5,1,5
nigeria_bird_ostrich,5,1,5
brazil_bird_green-headed-tanager,1,5,5
india_bird_Rose-ringed-parakeet,5,5,1
japan_houses_shinto-shrine,1,5,5
portugal_agriculture_cork-oak-plantations,5,1,5
brazil_celebrations_congada,5,1,5
nigeria_fruit_banana,2,5,1
brazil_clothing_sleeveless-shirt,5,5,1
japan_education_kosha,5,1,5
turkey_houses_apartment,5,1,5
portugal_food_francesinha,1,5,5
portugal_fruit_grape,5,1,5
nigeria_beverages_chapman,2,5,5
nigeria_beverages_zobo,5,1,5
india_utensil_Rolling-pin,5,1,5
portugal_agriculture_floricultura,5,5,1
brazil_bird_great-kiskadee,5,1,5
japan_houses_buddhist-temples-in-japan,1,5,5
japan_fruit_kaki,5,5,1
turkey_beverages_rakı,1,5,5
portugal_flower_magnolia,5,1,5
india_religion_Jainism,1,5,5
nigeria_visual-arts_painting,5,1,5
india_mammal_bengal-tiger,5,5,1
india_music_veena,5,1,5
turkey_utensil_cezve,5,1,5
brazil_music_bossa-nova,5,5,1
japan_utensil_suribachi,5,5,1
japan_celebrations_koinobori,5,1,5
india_houses_Bungalow,5,1,5
turkey_religion_alevism,5,5,1
japan_agriculture_poultry-farming,1,5,5
portugal_bird_carrion-crow,1,5,5
turkey_mammal_red-fox,2,5,5
portugal_music_cante-alentejano,4,1,4
brazil_flower_handroanthus,4,1,1
india_religion_Islam,1,5,5
turkey_religion_turbe,5,5,1
turkey_mammal_kangal-shepherd-dog,5,5,1
turkey_agriculture_hazelnut-production-in-turkey,4,1,5
brazil_clothing_flip-flops,5,4,1
india_fruit_Guava,1,3,5
brazil_food_pão-de-queijo,5,4,1
brazil_flower_heliconia,5,3,1
nigeria_education_university-of-port-harcourt,5,1,3
japan_religion_soryo,1,3,5
brazil_food_brigadeiro,4,5,1
turkey_education_karma-eğitim,1,2,4
brazil_visual-arts_tropicália,2,1,3
turkey_celebrations_eid-al-adha,5,1,1
portugal_fruit_apple,1,4,1
brazil_houses_colonial-architecture-of-brazil,5,1,4
nigeria_clothing_aso-oke,2,1,4
nigeria_fruit_mango,4,1,5
japan_food_mochi,1,5,1
brazil_mammal_giant-anteater,1,4,1
india_music_flute,5,2,1
turkey_vegetable_eggplant,1,4,1
portugal_bird_house-sparrow,5,4,3
japan_mammal_common-raccoon-dog,1,5,4
india_agriculture_dairy-farming,2,5,1
india_flower_Marigold,1,5,5
nigeria_religion_dibia,5,3,1
nigeria_religion_hinduism-in-nigeria,1,5,4
turkey_beverages_turnip-water,3,1,5
portugal_bird_rock-dove,4,1,1
japan_sport_yakyū,1,4,4
japan_mammal_japanese-serow,5,1,1
india_vegetable_Eggplant,4,5,1
portugal_vegetable_zucchini,4,4,1
portugal_flower_bellis-annua,2,1,1
india_visual-arts_Indian-painting,1,5,4
brazil_beverages_caipirinha,1,3,5
india_clothing_Churidar,1,4,1
brazil_flower_jacaranda,1,1,5
turkey_education_quran-course,2,1,5
india_celebrations_Eid-al-Fitr,5,3,1
portugal_celebrations_festa-dos-tabuleiros,5,3,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,3,5
portugal_religion_christianity,5,1,4
india_food_Dosa,5,1,4
turkey_flower_begonia,3,1,5
japan_fruit_watermelon,1,5,3
nigeria_sport_running,2,1,5
brazil_music_música-popular-brasileira,2,4,1
india_agriculture_tea-plantations,3,1,5
brazil_vegetable_pumpkin,3,1,5
turkey_food_börek,5,5,1
portugal_clothing_camisola-poveira,1,1,4
india_visual-arts_Madhubani-art,1,5,3
nigeria_houses_koutammakou,3,1,5
japan_visual-arts_origami,5,5,1
portugal_fruit_peach,5,1,4
portugal_visual-arts_filigree,5,3,1
japan_religion_temizuya,3,4,1
turkey_houses_konak,3,5,1
nigeria_religion_christianity,4,1,3
brazil_religion_kardecist-spiritism,4,3,1
nigeria_religion_islam,5,1,3
nigeria_flower_aloe-vera,2,1,5
india_houses_Hut,3,1,1
brazil_mammal_muriqui,3,5,1
india_music_tanpura,1,4,4
japan_celebrations_hinamatsuri,5,3,1
japan_religion_butsuzō,5,1,3
japan_food_tempura,4,5,1
nigeria_utensil_sieve,5,1,5
nigeria_beverages_palm-wine,1,3,5
brazil_food_coxinha,1,5,4
turkey_bird_greater-flamingo,4,1,4
nigeria_celebrations_durbar-festival,1,3,5
brazil_sport_volleyball,3,1,4
turkey_agriculture_tobacco-farming,1,4,3
turkey_fruit_apple,5,1,4
nigeria_bird_guineafowl,1,2,5
nigeria_education_university-of-abuja,1,5,3
turkey_music_baglama,5,1,3
nigeria_agriculture_cocoa,3,1,3
nigeria_sport_basketball,5,1,1
japan_food_ramen,5,1,3
japan_houses_minka,3,1,4
portugal_utensil_nutcracker,1,3,4
india_flower_Rose,1,4,5
portugal_visual-arts_escultura,1,2,1
brazil_education_national-high-school-exam,1,5,3
portugal_fruit_rocha-pear,4,1,5
india_fruit_Lychee,2,1,1
india_clothing_Lehenga,3,4,1
turkey_music_ottoman-music,1,3,5
portugal_beverages_sagres,1,2,1
portugal_utensil_almofariz,1,4,3
nigeria_fruit_guava,5,1,3
nigeria_bird_owl,5,1,3
portugal_sport_association-football,1,2,5
turkey_vegetable_tomato,4,1,5
portugal_celebrations_carnaval-de-podence,3,1,5
india_clothing_Kurta,4,3,1
portugal_utensil_wooden-spoon,1,4,1
