Key,cap-edit,cap-retrieve,e2e-instruct
brazil_celebrations_independence-day,4,1,4
japan_houses_kinkaku-ji,4,4,3
turkey_food_i̇çli-pide,3,4,5
japan_vegetable_gobo,5,1,5
turkey_fruit_watermelon,5,1,5
portugal_vegetable_lettuce,5,5,2
turkey_sport_tennis,5,5,2
brazil_agriculture_sugarcane,4,2,2
nigeria_vegetable_garden-egg,2,2,3
portugal_visual-arts_azulejo,1,5,5
portugal_agriculture_olive-oil-mills,2,4,4
nigeria_music_cultural-dance-troupe,1,4,4
portugal_houses_piódão,4,3,4
brazil_sport_brazilian-jiu-jitsu,1,5,5
japan_clothing_kimono,1,4,4
india_music_tabla,5,1,5
turkey_clothing_tesettür,5,5,5
turkey_religion_islam,1,5,5
india_sport_cricket,3,5,5
brazil_mammal_maned-wolf,5,5,5
india_flower_Indian-Lotus,3,5,5
india_mammal_rhinoceros,1,5,5
japan_music_idol,5,5,5
india_sport_hockey,5,5,1
japan_vegetable_shiitake,5,5,1
japan_mammal_japanese-macaque,1,5,5
nigeria_sport_football,5,1,5
portugal_sport_canoeing,5,5,5
brazil_fruit_jabuticaba,5,1,5
nigeria_agriculture_poultry-farming,5,4,5
portugal_bird_gull,5,1,5
turkey_flower_hyacinth,4,4,3
portugal_celebrations_noite-branca,5,5,1
brazil_fruit_mango,1,5,5
portugal_mammal_porco,5,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,1,5
japan_flower_fuji,1,1,5
nigeria_flower_hibiscus,5,5,5
brazil_agriculture_livestock,5,5,5
nigeria_vegetable_okra,5,1,5
brazil_religion_candomblé,5,5,5
india_sport_chess,5,5,5
turkey_celebrations_ramadan,5,5,3
india_utensil_Pressure-Cooker,5,2,5
brazil_education_federal-university-of-rio-de-janeiro,5,5,5
brazil_music_frevo,1,5,5
portugal_education_computer,5,5,3
turkey_houses_mosque,5,5,5
portugal_flower_orquídea,5,5,5
turkey_music_anatolian-rock,5,3,5
brazil_bird_sabiá-laranjeira,5,5,5
nigeria_food_egusi-soup-and-poundo,5,5,3
turkey_fruit_cherry,1,5,5
brazil_education_kwl-table,5,5,5
india_houses_Mosque,5,5,1
japan_clothing_yukata,1,5,5
india_food_Tandoori-chicken,5,5,5
india_education_Indian-Institutes-of-Technology,5,5,5
nigeria_agriculture_cassava,5,5,1
japan_flower_chrysanthemum,5,5,5
turkey_beverages_boza,1,5,5
turkey_food_simit,5,5,4
japan_music_shamisen,3,5,5
brazil_houses_favela,5,5,5
nigeria_vegetable_ewedu,5,5,5
portugal_food_bifana,5,5,5
india_visual-arts_Kalamkari,5,5,5
nigeria_flower_orchid,5,3,5
brazil_beverages_coconut-water,5,5,1
portugal_beverages_poncha,5,5,4
india_bird_Common-myna,4,5,1
india_sport_kabaddi,3,5,5
japan_agriculture_dairy,5,5,2
brazil_fruit_pineapple,5,5,1
india_food_Chicken-tikka-masala,5,5,3
india_agriculture_rice-cultivation,3,5,5
japan_visual-arts_ink-wash-painting,5,3,5
portugal_food_cozido-à-portuguesa,5,5,5
portugal_religion_catholic-church,5,5,1
brazil_celebrations_new-years-eve,5,1,5
japan_sport_sumo,5,1,5
brazil_clothing_shorts,5,5,5
turkey_visual-arts_ottoman-miniature,5,1,5
brazil_bird_arara,5,1,5
portugal_utensil_chave-inglesa,5,5,5
japan_utensil_ohashi,5,5,1
portugal_vegetable_pumpkin,5,1,1
nigeria_utensil_mortar-and-pestle,5,5,1
india_religion_Sikhism,5,1,5
india_education_Blackboard,5,5,5
nigeria_visual-arts_bronze-work,5,5,5
japan_beverages_calpis,5,1,5
portugal_celebrations_carnaval-de-torres-vedras,1,4,5
brazil_visual-arts_brazilian-street-art,1,1,5
nigeria_agriculture_fish-farming,5,5,5
portugal_agriculture_vindima,5,5,1
india_religion_Buddhism,1,5,5
brazil_visual-arts_barroco-no-brasil,5,5,5
nigeria_music_afrobeat,5,5,5
turkey_education_cram-school,5,5,5
portugal_mammal_arouquesa-bull,5,3,5
india_fruit_Papaya,5,5,5
portugal_clothing_traje-campino-ribatejano,5,5,5
brazil_sport_capoeira,5,3,5
nigeria_vegetable_cabbage,5,5,5
india_vegetable_Okra,5,5,5
japan_houses_danchi,5,5,3
portugal_bird_common-blackbird,5,5,5
nigeria_food_amala-and-ewedu,4,1,5
nigeria_beverages_roselle-juice,3,5,5
turkey_beverages_ayran,5,5,1
india_celebrations_Holi,1,5,5
nigeria_vegetable_carrot,5,5,1
india_agriculture_wheat-farming,1,5,1
turkey_sport_volleyball,5,1,5
india_utensil_Karahi,4,5,5
brazil_food_churrasco,1,5,5
brazil_houses_palafita,5,5,5
turkey_vegetable_green-bean,5,5,1
japan_mammal_ezo-red-fox,1,5,5
japan_fruit_citrus-unshiu,5,5,5
brazil_celebrations_brazilian-carnival,5,5,5
japan_flower_cherry-blossom,5,2,5
turkey_agriculture_greenhouse,5,5,5
turkey_beverages_turkish-coffee,5,5,5
india_agriculture_cotton-production,5,5,2
nigeria_houses_igbo-architecture,5,5,5
nigeria_fruit_udala,5,5,5
turkey_education_imam-hatip-high-school,5,5,5
brazil_beverages_cachaça,5,5,5
japan_music_taiko,5,1,5
nigeria_houses_yoruba-architecture,5,5,5
india_celebrations_Diwali,5,3,5
nigeria_beverages_kunu,5,5,5
portugal_sport_roller-hockey,5,5,5
brazil_mammal_capybara,5,5,5
japan_flower_prunus-mume,5,5,5
japan_religion_tera,5,5,5
india_utensil_Tava,5,5,5
japan_bird_crow,5,5,5
japan_fruit_peach,5,5,5
turkey_bird_mallard,5,5,5
turkey_bird_gull,5,1,5
nigeria_mammal_aardvark,5,2,4
turkey_music_arabesque,5,5,5
portugal_mammal_estrela-mountain-dog,5,5,5
portugal_visual-arts_portuguese-pavement,5,3,5
turkey_clothing_kaftan,5,5,5
portugal_sport_handball,5,5,5
brazil_agriculture_soybean,1,5,5
turkey_visual-arts_graffiti,1,5,5
brazil_beverages_sugarcane-juice,5,5,5
nigeria_education_morning-assembly-at-a-primary-school,5,5,5
turkey_utensil_drill,5,2,5
japan_clothing_hakama,3,5,5
japan_bird_house-sparrow,5,5,5
india_vegetable_Cauliflower,1,5,5
brazil_clothing_havaianas,5,5,5
nigeria_utensil_meat-grinder,5,5,2
nigeria_celebrations_eyo-festival,5,5,5
brazil_visual-arts_modernism-in-brazil,5,5,5
japan_education_shukudai,5,5,5
turkey_fruit_plum,5,5,5
nigeria_celebrations_new-yam-festival,5,5,5
brazil_utensil_pressure-cooking,5,5,5
nigeria_utensil_knife,5,5,5
japan_agriculture_fishery,5,3,5
portugal_clothing_caretos-de-podence,3,5,5
portugal_beverages_ginjinha,5,5,5
nigeria_flower_royal-poinciana,5,3,5
portugal_food_bacalhau-à-brás,5,5,5
india_bird_Indian-peafowl,5,5,5
portugal_visual-arts_bordallo-pinheiro,5,5,5
india_vegetable_Cabbage,1,5,5
portugal_utensil_black-pottery-of-bisalhães,5,1,5
india_fruit_Chikoo,5,5,5
turkey_religion_deism,5,5,5
turkey_flower_bellis-perennis,5,2,5
brazil_visual-arts_graffiti,5,5,5
portugal_beverages_espresso,5,5,4
nigeria_mammal_chimpanzee,1,5,5
turkey_vegetable_zucchini,5,5,5
nigeria_celebrations_independence-day-celebration,5,5,5
turkey_flower_rose,5,1,5
nigeria_bird_ostrich,5,1,5
brazil_bird_green-headed-tanager,5,5,5
india_bird_Rose-ringed-parakeet,5,5,1
japan_houses_shinto-shrine,5,5,5
portugal_agriculture_cork-oak-plantations,5,5,5
brazil_celebrations_congada,5,5,5
nigeria_fruit_banana,1,5,5
brazil_clothing_sleeveless-shirt,5,5,1
japan_education_kosha,5,5,5
turkey_houses_apartment,5,5,5
portugal_food_francesinha,5,5,5
portugal_fruit_grape,5,1,5
nigeria_beverages_chapman,5,5,5
nigeria_beverages_zobo,5,2,5
india_utensil_Rolling-pin,5,5,5
portugal_agriculture_floricultura,5,5,5
brazil_bird_great-kiskadee,5,5,5
japan_houses_buddhist-temples-in-japan,5,5,5
japan_fruit_kaki,5,5,5
turkey_beverages_rakı,5,5,5
portugal_flower_magnolia,5,1,5
india_religion_Jainism,2,5,5
nigeria_visual-arts_painting,5,5,5
india_mammal_bengal-tiger,5,5,3
india_music_veena,5,1,5
turkey_utensil_cezve,5,2,5
brazil_music_bossa-nova,5,5,5
japan_utensil_suribachi,5,5,3
japan_celebrations_koinobori,5,5,5
india_houses_Bungalow,5,5,5
turkey_religion_alevism,5,5,5
japan_agriculture_poultry-farming,4,5,5
portugal_bird_carrion-crow,5,5,5
turkey_mammal_red-fox,4,5,5
portugal_music_cante-alentejano,1,1,4
brazil_flower_handroanthus,5,1,5
india_religion_Islam,4,5,5
turkey_religion_turbe,5,5,1
turkey_mammal_kangal-shepherd-dog,5,5,5
turkey_agriculture_hazelnut-production-in-turkey,5,5,5
brazil_clothing_flip-flops,5,5,5
india_fruit_Guava,1,3,5
brazil_food_pão-de-queijo,5,5,3
brazil_flower_heliconia,5,5,4
nigeria_education_university-of-port-harcourt,5,3,5
japan_religion_soryo,1,5,5
brazil_food_brigadeiro,5,5,5
turkey_education_karma-eğitim,5,5,5
brazil_visual-arts_tropicália,5,3,5
turkey_celebrations_eid-al-adha,5,4,3
portugal_fruit_apple,1,5,1
brazil_houses_colonial-architecture-of-brazil,5,5,5
nigeria_clothing_aso-oke,5,4,5
nigeria_fruit_mango,5,1,5
japan_food_mochi,5,5,1
brazil_mammal_giant-anteater,3,5,1
india_music_flute,5,5,1
turkey_vegetable_eggplant,5,5,1
portugal_bird_house-sparrow,5,5,5
japan_mammal_common-raccoon-dog,1,5,5
india_agriculture_dairy-farming,5,5,3
india_flower_Marigold,5,5,5
nigeria_religion_dibia,5,5,1
nigeria_religion_hinduism-in-nigeria,4,5,5
turkey_beverages_turnip-water,5,4,5
portugal_bird_rock-dove,5,1,1
japan_sport_yakyū,5,5,5
japan_mammal_japanese-serow,5,5,5
india_vegetable_Eggplant,5,5,5
portugal_vegetable_zucchini,5,5,1
portugal_flower_bellis-annua,5,1,5
india_visual-arts_Indian-painting,5,5,5
brazil_beverages_caipirinha,5,5,5
india_clothing_Churidar,1,5,5
brazil_flower_jacaranda,5,5,5
turkey_education_quran-course,5,5,5
india_celebrations_Eid-al-Fitr,5,5,3
portugal_celebrations_festa-dos-tabuleiros,5,5,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,4,5,5
portugal_religion_christianity,5,4,5
india_food_Dosa,5,3,5
turkey_flower_begonia,5,5,5
japan_fruit_watermelon,5,5,5
nigeria_sport_running,4,1,5
brazil_music_música-popular-brasileira,5,5,4
india_agriculture_tea-plantations,5,5,5
brazil_vegetable_pumpkin,5,5,5
turkey_food_börek,5,5,2
portugal_clothing_camisola-poveira,3,4,4
india_visual-arts_Madhubani-art,2,5,5
nigeria_houses_koutammakou,5,1,5
japan_visual-arts_origami,5,5,1
portugal_fruit_peach,5,1,5
portugal_visual-arts_filigree,5,5,5
japan_religion_temizuya,5,5,2
turkey_houses_konak,5,5,2
nigeria_religion_christianity,5,3,5
brazil_religion_kardecist-spiritism,5,5,5
nigeria_religion_islam,5,1,5
nigeria_flower_aloe-vera,5,5,5
india_houses_Hut,5,5,1
brazil_mammal_muriqui,5,5,5
india_music_tanpura,1,5,5
japan_celebrations_hinamatsuri,5,5,5
japan_religion_butsuzō,5,4,5
japan_food_tempura,5,5,5
nigeria_utensil_sieve,5,1,5
nigeria_beverages_palm-wine,1,5,5
brazil_food_coxinha,2,5,5
turkey_bird_greater-flamingo,5,5,5
nigeria_celebrations_durbar-festival,3,3,5
brazil_sport_volleyball,5,5,5
turkey_agriculture_tobacco-farming,5,5,5
turkey_fruit_apple,5,5,5
nigeria_bird_guineafowl,5,5,5
nigeria_education_university-of-abuja,3,5,5
turkey_music_baglama,5,2,5
nigeria_agriculture_cocoa,5,5,5
nigeria_sport_basketball,5,5,5
japan_food_ramen,5,5,5
japan_houses_minka,5,4,5
portugal_utensil_nutcracker,1,5,5
india_flower_Rose,5,5,5
portugal_visual-arts_escultura,2,5,5
brazil_education_national-high-school-exam,3,5,5
portugal_fruit_rocha-pear,5,1,5
india_fruit_Lychee,4,1,4
india_clothing_Lehenga,5,5,2
turkey_music_ottoman-music,4,5,5
portugal_beverages_sagres,4,4,4
portugal_utensil_almofariz,1,5,4
nigeria_fruit_guava,5,4,5
nigeria_bird_owl,5,5,5
portugal_sport_association-football,4,5,5
turkey_vegetable_tomato,5,5,5
portugal_celebrations_carnaval-de-podence,5,1,5
india_clothing_Kurta,5,5,3
portugal_utensil_wooden-spoon,1,5,4
