Key,cap-edit,cap-retrieve,e2e-instruct
nigeria_food_egusi-soup-and-poundo,4,4,5
turkey_fruit_cherry,1,5,4
brazil_education_kwl-table,1,1,1
india_houses_Mosque,4,3,5
japan_clothing_yukata,3,2,1
india_food_Tandoori-chicken,4,5,4
india_education_Indian-Institutes-of-Technology,1,1,4
nigeria_agriculture_cassava,5,1,5
japan_flower_chrysanthemum,5,5,4
turkey_beverages_boza,5,5,5
turkey_food_simit,4,3,5
japan_music_shamisen,1,4,3
brazil_houses_favela,4,5,5
nigeria_vegetable_ewedu,5,5,5
portugal_food_bifana,5,5,5
india_visual-arts_Kalamkari,4,4,4
nigeria_flower_orchid,5,5,5
brazil_beverages_coconut-water,3,4,5
portugal_beverages_poncha,4,4,4
india_bird_Common-myna,5,1,1
india_sport_kabaddi,3,5,5
japan_agriculture_dairy,3,1,1
brazil_fruit_pineapple,3,5,5
india_food_Chicken-tikka-masala,1,5,5
india_agriculture_rice-cultivation,5,3,3
japan_visual-arts_ink-wash-painting,1,1,1
portugal_food_cozido-à-portuguesa,4,5,5
portugal_religion_catholic-church,5,5,1
brazil_celebrations_new-years-eve,5,1,5
japan_sport_sumo,5,1,1
brazil_clothing_shorts,5,2,1
turkey_visual-arts_ottoman-miniature,4,5,4
brazil_bird_arara,1,1,5
portugal_utensil_chave-inglesa,2,4,4
japan_utensil_ohashi,5,5,5
portugal_vegetable_pumpkin,3,1,1
nigeria_utensil_mortar-and-pestle,5,5,5
india_religion_Sikhism,2,5,2
india_education_Blackboard,5,5,5
nigeria_visual-arts_bronze-work,5,1,2
japan_beverages_calpis,1,4,1
portugal_celebrations_carnaval-de-torres-vedras,4,4,4
brazil_visual-arts_brazilian-street-art,1,3,3
nigeria_agriculture_fish-farming,5,5,5
portugal_agriculture_vindima,1,5,5
india_religion_Buddhism,5,5,5
brazil_visual-arts_barroco-no-brasil,1,5,5
nigeria_music_afrobeat,1,5,1
turkey_education_cram-school,2,5,2
portugal_mammal_arouquesa-bull,4,1,1
india_fruit_Papaya,3,5,3
portugal_clothing_traje-campino-ribatejano,5,1,1
brazil_sport_capoeira,3,3,3
nigeria_vegetable_cabbage,5,5,5
india_vegetable_Okra,4,3,5
japan_houses_danchi,5,3,5
portugal_bird_common-blackbird,5,1,5
nigeria_food_amala-and-ewedu,5,1,4
nigeria_beverages_roselle-juice,5,5,5
turkey_beverages_ayran,4,4,5
india_celebrations_Holi,5,1,1
nigeria_vegetable_carrot,5,5,1
india_agriculture_wheat-farming,1,4,5
turkey_sport_volleyball,2,3,1
india_utensil_Karahi,5,5,5
brazil_food_churrasco,3,4,3
brazil_houses_palafita,5,5,5
turkey_vegetable_green-bean,5,5,5
japan_mammal_ezo-red-fox,5,5,2
japan_fruit_citrus-unshiu,5,5,5
brazil_celebrations_brazilian-carnival,5,5,5
japan_flower_cherry-blossom,4,3,5
turkey_agriculture_greenhouse,2,5,5
turkey_beverages_turkish-coffee,5,5,5
india_agriculture_cotton-production,5,5,2
nigeria_houses_igbo-architecture,4,4,1
nigeria_fruit_udala,5,5,5
turkey_education_imam-hatip-high-school,5,5,5
brazil_beverages_cachaça,5,5,5
japan_music_taiko,5,5,5
nigeria_houses_yoruba-architecture,5,5,5
india_celebrations_Diwali,5,5,5
nigeria_beverages_kunu,5,5,5
portugal_sport_roller-hockey,5,5,3
brazil_mammal_capybara,5,2,3
japan_flower_prunus-mume,5,5,5
japan_religion_tera,5,2,5
india_utensil_Tava,5,5,3
japan_bird_crow,5,5,5
japan_fruit_peach,5,5,5
turkey_bird_mallard,5,5,5
turkey_bird_gull,5,5,5
nigeria_mammal_aardvark,5,1,1
turkey_music_arabesque,5,5,5
portugal_mammal_estrela-mountain-dog,5,5,4
portugal_visual-arts_portuguese-pavement,5,5,5
turkey_clothing_kaftan,4,3,5
portugal_sport_handball,5,5,2
brazil_agriculture_soybean,5,5,5
turkey_visual-arts_graffiti,5,5,5
brazil_beverages_sugarcane-juice,5,5,5
nigeria_education_morning-assembly-at-a-primary-school,5,5,5
turkey_utensil_drill,5,5,5
japan_clothing_hakama,5,5,5
japan_bird_house-sparrow,5,5,1
india_vegetable_Cauliflower,5,5,5
brazil_clothing_havaianas,5,5,5
nigeria_utensil_meat-grinder,5,1,5
nigeria_celebrations_eyo-festival,5,5,5
brazil_visual-arts_modernism-in-brazil,5,1,1
japan_education_shukudai,5,5,5
turkey_fruit_plum,5,5,5
nigeria_celebrations_new-yam-festival,5,5,5
brazil_utensil_pressure-cooking,5,5,5
nigeria_utensil_knife,5,2,5
japan_agriculture_fishery,5,1,3
portugal_clothing_caretos-de-podence,5,5,5
portugal_beverages_ginjinha,5,5,5
nigeria_flower_royal-poinciana,5,5,5
portugal_food_bacalhau-à-brás,5,5,5
india_bird_Indian-peafowl,5,5,5
portugal_visual-arts_bordallo-pinheiro,5,5,5
india_vegetable_Cabbage,5,5,5
portugal_utensil_black-pottery-of-bisalhães,5,5,5
india_fruit_Chikoo,5,5,5
turkey_religion_deism,3,3,3
turkey_flower_bellis-perennis,5,5,5
brazil_visual-arts_graffiti,5,5,5
portugal_beverages_espresso,5,5,5
nigeria_mammal_chimpanzee,5,4,5
turkey_vegetable_zucchini,5,5,5
nigeria_celebrations_independence-day-celebration,5,5,5
turkey_flower_rose,5,2,5
nigeria_bird_ostrich,1,5,5
brazil_bird_green-headed-tanager,4,5,5
india_bird_Rose-ringed-parakeet,5,5,5
japan_houses_shinto-shrine,5,5,3
portugal_agriculture_cork-oak-plantations,5,5,5
brazil_celebrations_congada,5,5,5
nigeria_fruit_banana,2,5,5
brazil_clothing_sleeveless-shirt,2,2,5
japan_education_kosha,1,5,5
turkey_houses_apartment,5,5,5
portugal_food_francesinha,5,5,5
portugal_fruit_grape,5,5,5
nigeria_beverages_chapman,5,5,5
nigeria_beverages_zobo,5,5,5
india_utensil_Rolling-pin,5,5,5
portugal_agriculture_floricultura,5,5,5
brazil_bird_great-kiskadee,5,5,5
japan_houses_buddhist-temples-in-japan,5,1,5
japan_fruit_kaki,5,5,5
turkey_beverages_rakı,5,5,5
portugal_flower_magnolia,5,3,5
india_religion_Jainism,5,5,5
nigeria_visual-arts_painting,5,5,5
india_mammal_bengal-tiger,4,4,5
india_music_veena,5,5,5
turkey_utensil_cezve,5,5,5
brazil_music_bossa-nova,5,5,5
japan_utensil_suribachi,5,5,4
japan_celebrations_koinobori,5,5,5
india_houses_Bungalow,5,5,2
turkey_religion_alevism,5,5,5
japan_agriculture_poultry-farming,3,5,5
portugal_bird_carrion-crow,5,5,5
turkey_mammal_red-fox,1,4,4
portugal_music_cante-alentejano,1,5,1
brazil_flower_handroanthus,5,1,5
india_religion_Islam,5,5,1
turkey_religion_turbe,4,1,5
turkey_mammal_kangal-shepherd-dog,5,2,5
turkey_agriculture_hazelnut-production-in-turkey,5,5,5
brazil_clothing_flip-flops,3,5,5
india_fruit_Guava,5,4,4
brazil_food_pão-de-queijo,3,5,5
brazil_flower_heliconia,5,5,5
nigeria_education_university-of-port-harcourt,3,5,3
japan_religion_soryo,5,1,4
brazil_food_brigadeiro,5,5,1
turkey_education_karma-eğitim,5,2,2
brazil_visual-arts_tropicália,2,5,2
turkey_celebrations_eid-al-adha,4,1,5
portugal_fruit_apple,1,4,1
brazil_houses_colonial-architecture-of-brazil,5,5,5
nigeria_clothing_aso-oke,1,5,4
nigeria_fruit_mango,3,5,5
japan_food_mochi,5,5,1
brazil_mammal_giant-anteater,4,3,1
india_music_flute,5,5,5
turkey_vegetable_eggplant,5,3,1
portugal_bird_house-sparrow,5,5,5
japan_mammal_common-raccoon-dog,5,3,3
india_agriculture_dairy-farming,1,5,5
india_flower_Marigold,5,4,5
nigeria_religion_dibia,2,3,3
nigeria_religion_hinduism-in-nigeria,5,5,3
turkey_beverages_turnip-water,5,5,5
portugal_bird_rock-dove,5,1,4
japan_sport_yakyū,5,5,3
japan_mammal_japanese-serow,5,5,1
india_vegetable_Eggplant,3,5,5
portugal_vegetable_zucchini,5,5,5
portugal_flower_bellis-annua,5,1,5
india_visual-arts_Indian-painting,5,5,5
brazil_beverages_caipirinha,5,4,4
india_clothing_Churidar,1,3,5
brazil_flower_jacaranda,5,5,3
turkey_education_quran-course,1,5,5
india_celebrations_Eid-al-Fitr,4,4,5
portugal_celebrations_festa-dos-tabuleiros,5,1,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,2,4
portugal_religion_christianity,5,5,5
india_food_Dosa,5,5,4
turkey_flower_begonia,4,5,4
japan_fruit_watermelon,5,5,4
nigeria_sport_running,1,5,4
brazil_music_música-popular-brasileira,1,3,5
india_agriculture_tea-plantations,3,5,5
brazil_vegetable_pumpkin,4,5,4
turkey_food_börek,5,5,1
portugal_clothing_camisola-poveira,5,1,2
india_visual-arts_Madhubani-art,5,5,5
nigeria_houses_koutammakou,3,5,5
japan_visual-arts_origami,5,5,1
portugal_fruit_peach,5,3,4
portugal_visual-arts_filigree,5,3,5
japan_religion_temizuya,4,4,5
turkey_houses_konak,5,5,1
nigeria_religion_christianity,2,5,1
brazil_religion_kardecist-spiritism,5,5,5
nigeria_religion_islam,5,5,3
nigeria_flower_aloe-vera,4,5,5
india_houses_Hut,5,5,1
brazil_mammal_muriqui,3,4,3
india_music_tanpura,5,5,5
japan_celebrations_hinamatsuri,5,3,5
japan_religion_butsuzō,5,2,5
japan_food_tempura,5,5,5
nigeria_utensil_sieve,4,3,5
nigeria_beverages_palm-wine,5,4,5
brazil_food_coxinha,5,5,5
turkey_bird_greater-flamingo,5,5,1
nigeria_celebrations_durbar-festival,5,2,4
brazil_sport_volleyball,1,5,3
turkey_agriculture_tobacco-farming,5,1,5
turkey_fruit_apple,5,5,3
nigeria_bird_guineafowl,5,1,5
nigeria_education_university-of-abuja,2,5,5
turkey_music_baglama,4,5,5
nigeria_agriculture_cocoa,1,5,5
nigeria_sport_basketball,5,5,1
japan_food_ramen,5,5,5
japan_houses_minka,4,5,3
portugal_utensil_nutcracker,5,5,2
india_flower_Rose,5,5,5
portugal_visual-arts_escultura,1,1,2
brazil_education_national-high-school-exam,5,5,2
portugal_fruit_rocha-pear,3,5,4
india_fruit_Lychee,5,1,5
india_clothing_Lehenga,1,2,5
turkey_music_ottoman-music,5,1,5
portugal_beverages_sagres,4,1,1
portugal_utensil_almofariz,5,5,2
nigeria_fruit_guava,3,3,4
nigeria_bird_owl,4,4,4
portugal_sport_association-football,5,1,5
turkey_vegetable_tomato,2,5,5
portugal_celebrations_carnaval-de-podence,2,5,4
india_clothing_Kurta,1,2,5
portugal_utensil_wooden-spoon,3,5,5
