src_image_path,src_country,caption,llm_edit
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,"brazil","a tree with yellow flowers in the middle of a park","a cherry blossom tree in the center of a Japanese garden"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,"brazil","a bunch of pineapples are sitting on a table","A group of pineapples are placed on a low table in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,"brazil","a white bowl filled with mangoes on a wooden table","a traditional Japanese lacquerware bowl filled with juicy mangoes on a low wooden table"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,"brazil","a bunch of green guavas are sitting in a bowl","a bowl filled with ripe green guavas is placed on the table"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,"brazil","a papaya cut in half on a white surface","a melon cut in half on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,"brazil","blackberries growing on a tree in the forest","sakura blossoms blooming on a cherry tree in the forest"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,"brazil","a pile of squash and pumpkins on the ground","a stack of kabocha and kabocha pumpkins on the ground"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,"brazil","a large pile of potatoes in a box","a box filled with a mountain of potatoes"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,"brazil","a basket filled with a bunch of root vegetables","a basket filled with a variety of Japanese root vegetables"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,"brazil","a pile of potatoes with blue markings on them","a stack of potatoes with blue markings on them, commonly seen in Japanese supermarkets"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,"brazil","a pile of green okra that has been cut into pieces","a stack of sliced green okra"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,"brazil","a basket full of soy beans sitting on a table","a basket filled with edamame resting on a low table"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,"brazil","a close up of a pile of coffee beans","a close up of a mound of roasted coffee beans in a traditional Japanese coffee shop"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,"brazil","a corn plant that is growing in a field","a rice plant that is thriving in a paddy field"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,"brazil","a herd of cows standing in a dry field","a group of cattle grazing in a parched pasture in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,"brazil","a bunch of bamboo sticks sitting in a box","a bundle of bamboo stalks neatly arranged in a traditional wooden box"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,"brazil","a wooden spoon next to a measuring tape","a pair of chopsticks next to a ruler"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,"brazil","a brick oven in a room with a tile floor","a kamado oven in a washitsu with tatami flooring"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,"brazil","a white mortar and pestle sitting on a wooden table","a traditional Japanese suribachi and surikogi placed on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,"brazil","a pot sitting on top of a gas stove","a nabe pot placed on a gas burner"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,"brazil","a blue plastic handle on a gray surface","a blue plastic handle on a grey tatami mat"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,"brazil","a group of women playing volleyball on a court","a team of Japanese women playing volleyball on a court"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,"brazil","a group of men playing soccer on a blue court","a group of men playing football on a blue pitch in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,"brazil","a soccer player kicking a soccer ball on a field","a footballer kicking a football on a pitch in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,"brazil","two men in a jiu jitsu competition","two men in a judo tournament"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,"brazil","a group of people standing in a grassy area","a group of people standing in a traditional Japanese garden"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,"brazil","a group of people are dancing in a room","a group of people are performing a traditional dance in a tatami room"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,"brazil","a large crowd of people watching a float in a parade","a massive gathering of onlookers admiring a festival float in a procession"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,"brazil","a group of people dressed in colorful outfits walking down a street","a group of people wearing vibrant kimonos strolling down a bustling street"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,"brazil","a group of people riding horses down a street","a group of people riding horses through a busy street in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,"brazil","a fireworks display in the night sky over a town","a hanabi show in the evening sky above a city"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,"brazil","a woman writing on a white board with a marker","A Japanese woman using a whiteboard marker to write on a whiteboard"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,"brazil","a large building with palm trees in front of it","a grand building with cherry blossom trees in front of it"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,"brazil","a group of students sitting at desks and writing","a group of students sitting at desks and writing with calligraphy brushes"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_kwl-table.jpg,"brazil","a kwl chart with the words know, wonder, learned","a kwl chart with the words 知る (shiru), 興味 (kyōmi), 学ぶ (manabu)"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_escola.jpg,"brazil","a group of students walking in front of a school building","a group of students walking in front of a Japanese school building"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_música-popular-brasileira.jpg,"brazil","a group of men on stage with guitars and microphones","a band of men performing on stage with guitars and microphones in front of a cheering crowd"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_frevo.jpg,"brazil","a group of women holding colorful umbrellas in front of a church","a group of women holding traditional Japanese umbrellas in front of a shrine"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_bossa-nova.jpg,"brazil","a group of people playing music on a stage","a band performing on a stage in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_forró.jpg,"brazil","a group of men playing instruments in front of a crowd","a group of men playing traditional Japanese instruments in front of a large audience"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_samba.jpg,"brazil","a group of people dressed in colorful costumes","a group of people wearing vibrant costumes"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_graffiti.jpg,"brazil","a graffiti covered building next to a train track","a building covered in street art next to a railway"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_modernism-in-brazil.jpg,"brazil","a black and white photo of a group of men sitting on steps","a monochrome photograph of a group of men sitting on stairs in Japan"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_tropicália.jpg,"brazil","philips cd cover for tropicalia","Philips CD cover for Japanese tropicalia"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_barroco-no-brasil.jpg,"brazil","an ornate church with two towers and a green door","a beautiful temple with two pagodas and a green gate"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_brazilian-street-art.jpg,"brazil","a large mural on the side of a building","a massive mural on the side of a skyscraper"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_catholic-church.jpg,"brazil","a group of people walking in front of a cathedral","a group of people walking in front of a shrine"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_candomblé.jpg,"brazil","a group of people dressed in fancy dresses and hats","a group of people dressed in elegant kimonos and traditional headpieces"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_protestantism-in-brazil.jpg,"brazil","an aerial view of a church with people sitting in pews","a bird's eye view of a temple with worshippers sitting on tatami mats"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_kardecist-spiritism.jpg,"brazil","a black and white photo of a man in a suit","a monochrome photograph of a man wearing a traditional Japanese suit"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_umbanda.jpg,"brazil","a group of people standing in front of a shrine","a crowd of individuals gathered in front of a sacred shrine"
https://storage.googleapis.com/image-transcreation/part1/india/bird_House-sparrow.jpg,"india","a small bird sitting on top of a wooden pole","a little bird perched on a traditional wooden post in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/bird_Indian-peafowl.jpg,"india","a peacock is sitting on a branch in the woods","A beautiful peacock is perched on a tree branch in the forest"
https://storage.googleapis.com/image-transcreation/part1/india/bird_Rose-ringed-parakeet.jpg,"india","a green parrot is sitting on a wire","A green parrot is perched on a telephone wire in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/bird_Indian-roller.jpg,"india","a bird is sitting on top of a tree branch","A bird is perched on a tree branch in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/bird_Common-myna.jpg,"india","a small bird is sitting on top of a wall","A little bird perches on the edge of a traditional Japanese garden wall"
https://storage.googleapis.com/image-transcreation/part1/india/mammal_bengal-tiger.jpg,"india","a tiger resting on some rocks by a body of water","a tiger resting on some rocks by a serene lake in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/mammal_deer.jpg,"india","a deer standing in the middle of a field","a sika deer standing in the middle of a rice paddy"
https://storage.googleapis.com/image-transcreation/part1/india/mammal_rhinoceros.jpg,"india","a rhino standing in a field of green grass","a rhino standing in a field of lush green grass in the Japanese countryside"
https://storage.googleapis.com/image-transcreation/part1/india/mammal_langur-monkey.jpg,"india","a monkey sitting on the ground next to a wall","a macaque sitting on the ground next to a traditional Japanese garden wall"
https://storage.googleapis.com/image-transcreation/part1/india/mammal_elephant.jpg,"india","an elephant walking through a field of trees","a majestic elephant strolling through a serene bamboo forest"
https://storage.googleapis.com/image-transcreation/part1/india/food_Samosa.jpg,"india","two pieces of food on a leaf on a table","two dishes on a traditional Japanese tray on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/food_Chicken-tikka-masala.jpg,"india","two bowls of food on a table with spoons and forks","two bowls of Japanese cuisine on a traditional tatami mat with chopsticks"
https://storage.googleapis.com/image-transcreation/part1/india/food_Dosa.jpg,"india","a black plate with a long dosa on it","a black plate with a long okonomiyaki on it"
https://storage.googleapis.com/image-transcreation/part1/india/food_Tandoori-chicken.jpg,"india","a yellow plate with food on it and a spoon","a bento box with a variety of dishes and chopsticks"
https://storage.googleapis.com/image-transcreation/part1/india/food_Biryani.jpg,"india","a plate of food on a table with condiments","a bento box on a tatami mat with shoyu and wasabi"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_nimbu-paani.jpg,"india","three glasses filled with lemonade and garnished with a slice of lime","3 glasses of lemonade with a lime slice on top, ready to enjoy in the summer heat"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_lassi.jpg,"india","a cup of coffee sitting on a red table","a cup of matcha tea sitting on a traditional tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_filter-coffee.jpg,"india","a cup of coffee sitting on top of a table","a cup of matcha tea placed on a low wooden table"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_kingfisher-beer.jpg,"india","a bottle of beer sits on a table next to a glass","A bottle of sake sits on a low table next to a small cup"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_chai.jpg,"india","three cups of coffee sitting on a table","Three cups of matcha tea arranged on a low table in a traditional Japanese tatami room"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Kurta.jpg,"india","a woman wearing a white dress and pink leggings","a woman wearing a traditional white kimono and pink tabi socks"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Churidar.jpg,"india","a woman in a blue dress posing for a picture","a woman wearing a traditional kimono posing for a photo"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Sari.jpg,"india","a woman in a green sari standing in a field","a woman wearing a kimono standing in a rice field"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Shalwar-kameez.jpg,"india","a man wearing a blue shirt and brown pants","a man wearing a traditional blue kimono and brown hakama pants"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Lehenga.jpg,"india","an indian woman wearing a green and pink lehenga","a Japanese woman wearing a green and pink kimono"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Bungalow.jpg,"india","a large white house lit up at night","a traditional Japanese-style house illuminated at night"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Mosque.jpg,"india","a group of people standing in front of a large building","a crowd of individuals gathered in front of a grand structure"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Hut.jpg,"india","a small hut with a tin roof in a wooded area","a traditional Japanese house with a thatched roof in a forested area"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Temple.jpg,"india","a large golden building in the middle of a body of water","a grand golden palace situated in the heart of a tranquil lake"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Villa.jpg,"india","a large white and blue house in the middle of a lush green lawn","a spacious white and blue traditional Japanese house in the center of a verdant garden"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Marigold.jpg,"india","a yellow flower growing in the dirt next to a log","a yellow flower blooming in the soil next to a tree trunk"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Jasmine.jpg,"india","two women wearing saris with flowers in their hair","Two women wearing kimonos with cherry blossom hair ornaments"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Hibiscus.jpg,"india","a yellow flower with a red center on a branch","a yellow chrysanthemum with a red center on a sakura branch"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Indian-Lotus.jpg,"india","a close up of a pink lotus flower","a close up of a pink cherry blossom"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Rose.jpg,"india","a red rose with green leaves in front of a wall","a red sakura with green leaves in front of a traditional Japanese garden wall"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Lychee.jpg,"india","a pile of red fruit sitting on a white surface","a stack of red fruits placed on a clean white table"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Chikoo.jpg,"india","a piece of fruit that has been cut in half","a sliced fruit that has been halved"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Mango.jpg,"india","a bunch of yellow mangoes in a crate","a crate full of ripe yellow mangoes"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Guava.jpg,"india","a bunch of green guavas sitting on top of each other","a pile of green persimmons stacked on top of each other"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Papaya.jpg,"india","a half of a papaya sitting next to a glass of juice","a half of a melon sitting next to a glass of green tea"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Spinach.jpg,"india","a bunch of greens with roots sitting on a table","a variety of fresh vegetables with their roots displayed on a traditional Japanese table"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cabbage.jpg,"india","a large pile of cabbage sitting on a table","a mound of napa cabbage on a traditional Japanese dining table"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Eggplant.jpg,"india","a bunch of purple eggplants are piled on top of each other","A stack of purple eggplants are heaped together"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Okra.jpg,"india","a bunch of green okra sitting in a bowl","a bowl of fresh green okra, a popular vegetable in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cauliflower.jpg,"india","a bunch of cauliflower sitting on a table","a pile of cauliflower arranged on a traditional Japanese dining table"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_wheat-farming.jpg,"india","a man is standing in a field of wheat","A man is standing in a rice paddy field"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_rice-cultivation.jpg,"india","a woman is planting rice in a field","A woman is planting rice in a paddy field in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_tea-plantations.jpg,"india","a path through a tea plantation in sri lanka","a stroll through a tea garden in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_dairy-farming.jpg,"india","a group of cows in a barn being milked","a herd of cows in a barn being milked in a traditional Japanese dairy farm"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_cotton-production.jpg,"india","a large field of cotton is shown in this picture","A vast cotton field is depicted in this image"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Rolling-pin.jpg,"india","a wooden rolling pin on a white surface","a traditional wooden rolling pin on a clean white surface in a Japanese kitchen"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Skimmer.jpg,"india","a metal spatula sitting on a blue cloth","a stainless steel spatula resting on a traditional indigo cloth"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Pressure-Cooker.jpg,"india","a silver pot sitting on top of a stove","a silver pot placed on a traditional Japanese stove"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Tava.jpg,"india","a frying pan sitting on top of a wooden table","a wok resting on a traditional tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Karahi.jpg,"india","a large pot sitting on top of a stove","a big pot placed on a traditional Japanese stove"
https://storage.googleapis.com/image-transcreation/part1/india/sport_badminton.jpg,"india","a man playing badminton on a tennis court","a man playing badminton on a traditional Japanese court"
https://storage.googleapis.com/image-transcreation/part1/india/sport_chess.jpg,"india","a black and white chess board on a table","a shogi board on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/sport_kabaddi.jpg,"india","a group of men playing a game on a blue court","a group of men playing a game on a blue court in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/sport_cricket.jpg,"india","two men playing a game of cricket on a field","two men playing a game of baseball on a field in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/sport_hockey.jpg,"india","a group of women playing field hockey on a field","a team of Japanese women playing field hockey on a field in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Vijayadashami.jpg,"india","a group of three statues on stilts in a field","a trio of stilt-walking statues in a Japanese field"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Ganesh-Chaturthi.jpg,"india","a statue of ganesh is floating in the water","a statue of Buddha is floating in the water"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Diwali.jpg,"india","a circular arrangement of candles and flowers on the floor","a traditional Japanese arrangement of candles and flowers on the tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Holi.jpg,"india","a crowd of people covered in colored powder at the holi festival","a group of individuals adorned in vibrant powder at the holi festival in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Eid-al-Fitr.jpg,"india","a large group of people praying in front of the taj mahal","a large group of people praying in front of the Tokyo Imperial Palace"
https://storage.googleapis.com/image-transcreation/part1/india/education_Blackboard.jpg,"india","a group of children sitting on the floor in a classroom","a group of students sitting on the tatami mats in a classroom"
https://storage.googleapis.com/image-transcreation/part1/india/education_gurukula.jpg,"india","a man in yellow robes speaking to a group of children","a monk in saffron robes addressing a gathering of young students"
https://storage.googleapis.com/image-transcreation/part1/india/education_Vedas.jpg,"india","a piece of paper with indian writing on it","a piece of paper with Japanese writing on it"
https://storage.googleapis.com/image-transcreation/part1/india/education_Central-Board-of-Secondary-Education.jpg,"india","a group of young girls standing in a line","a group of young girls wearing school uniforms standing in a row"
https://storage.googleapis.com/image-transcreation/part1/india/education_Indian-Institutes-of-Technology.jpg,"india","a large white building with a clock tower in front of it","a grand white structure with a prominent clock tower in the foreground"
https://storage.googleapis.com/image-transcreation/part1/india/music_harmonium.jpg,"india","a musical instrument sitting on top of a blanket","a traditional Japanese instrument resting on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/music_flute.jpg,"india","a wooden flute sitting on a marble floor","a bamboo flute resting on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/music_tabla.jpg,"india","a pair of drums sitting on top of each other","a set of taiko drums stacked on top of each other"
https://storage.googleapis.com/image-transcreation/part1/india/music_tanpura.jpg,"india","a musical instrument hanging on a wall next to a picture","a koto hanging on a wall next to a ukiyo-e print"
https://storage.googleapis.com/image-transcreation/part1/india/music_veena.jpg,"india","a musical instrument sitting on a tile floor","a traditional Japanese instrument resting on a tatami mat"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Madhubani-art.jpg,"india","a painting of people and animals on a wall","a traditional Japanese mural depicting humans and animals on a sliding door"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Indian-painting.jpg,"india","a painting of a woman in a green sari","a painting of a woman in a traditional kimono"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Sculpture-in-the-Indian-subcontinent.jpg,"india","a carving of a man holding a woman in his arms","a sculpture of a man embracing a woman in traditional Japanese attire"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Kalamkari.jpg,"india","a tapestry with people and animals on it","a noren with traditional Japanese motifs on it"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Pattachitra.jpg,"india","a colorful painting on a wall depicting an indian scene","a vibrant mural on a wall depicting a traditional Japanese landscape"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Sikhism.jpg,"india","a group of men with turbans standing in front of a microphone","a group of men wearing traditional turbans standing in front of a microphone in Japan"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Hinduism.jpg,"india","a large statue of lord ganesh in a room","a grand statue of lord ganesh in a traditional Japanese room"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Islam.jpg,"india","a group of boys sitting on a ledge","a group of boys sitting on a engawa"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Jainism.jpg,"india","a statue of a buddha sitting on a rock","a statue of a Buddha sitting on a lotus flower"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Buddhism.jpg,"india","a statue of buddha sitting in a lotus position","a statue of Buddha seated in the traditional lotus position, a symbol of enlightenment in Japanese Buddhism"
https://storage.googleapis.com/image-transcreation/part1/nigeria/bird_owl.jpg,"nigeria","a collage of pictures of different owls","a collection of photos of various owls in Japan"
https://storage.googleapis.com/image-transcreation/part1/nigeria/bird_guineafowl.jpg,"nigeria","a bird is standing on top of a tree branch","A bird is perched atop a sakura tree branch"
