src_domain,model_1,model_2,model_3,id,instructpix2pix_src_clip,instructpix2pix_tgt_clip,instructpix2pix_src_tgt_dino,blip-gpt-plugnplay_src_clip,blip-gpt-plugnplay_tgt_clip,blip-gpt-plugnplay_src_tgt_dino,retrieval_src_clip,retrieval_tgt_clip,retrieval_src_tgt_dino
japan_houses_machiya-(traditional-townhouse),plugnplay,instruct,retrieval,10,0.09609370678663254,0.09858088195323944,0.9978904724121094,0.09609370678663254,0.1726303994655609,0.9505577087402344,0.09609370678663254,0.18132099509239197,0.8784950375556946
nigeria_vegetable_nigerian-waterleaf,instruct,plugnplay,retrieval,11,0.16759929060935974,0.1714807152748108,0.9952096939086914,0.16759929060935974,0.1606212705373764,0.9335774183273315,0.16759929060935974,0.16084125638008118,0.8124978542327881
united-states_fruit_cranberries,plugnplay,retrieval,instruct,12,0.1617596447467804,0.1290827840566635,0.9846444129943848,0.1617596447467804,0.16347092390060425,0.9892926216125488,0.1617596447467804,0.15941698849201202,0.9086881875991821
united-states_food_hamburger,retrieval,plugnplay,instruct,13,0.17144711315631866,0.172728031873703,0.9956470131874084,0.17144717276096344,0.19991521537303925,0.9618337750434875,0.17144717276096344,0.11457875370979309,0.7674964070320129
japan_education_shukudai-(homework),plugnplay,retrieval,instruct,14,0.1273583173751831,0.12892845273017883,0.9979234337806702,0.1273583173751831,0.15619158744812012,0.9560455083847046,0.1273583173751831,0.17955650389194489,0.8581700921058655
nigeria_celebrations_ofala-festival,retrieval,instruct,plugnplay,15,0.10409533977508545,0.1114676371216774,0.9982357025146484,0.10409533977508545,0.1423160284757614,0.9533107280731201,0.10409533977508545,0.1519256830215454,0.9532920122146606
united-states_agriculture_dairy-farm,plugnplay,instruct,retrieval,16,0.12658396363258362,0.196050226688385,0.927536129951477,0.12658396363258362,0.1634412556886673,0.9491269588470459,0.12658396363258362,0.176004558801651,0.8172842264175415
portugal_sport_surf,instruct,retrieval,plugnplay,17,0.1143369972705841,0.10859992355108261,0.9946139454841614,0.1143369972705841,0.1254013031721115,0.9117668867111206,0.1143369972705841,0.14220981299877167,0.8381306529045105
india_religion_ganesh-chaturthi,plugnplay,retrieval,instruct,18,0.19200582802295685,0.22040244936943054,0.9459340572357178,0.19200582802295685,0.2112211287021637,0.9508922100067139,0.19200582802295685,0.20582956075668335,0.8702484369277954
japan_food_tonkatsu-(pork-cutlet),plugnplay,retrieval,instruct,19,0.1252310574054718,0.12581688165664673,0.9987882971763611,0.1252310574054718,0.1826055496931076,0.9146403074264526,0.1252310574054718,0.20048213005065918,0.8783376216888428
portugal_music_fado-de-lisboa,plugnplay,retrieval,instruct,20,0.11952114850282669,0.116767019033432,0.9951250553131104,0.11952114850282669,0.18168868124485016,0.9516739249229431,0.11952114850282669,0.19482384622097015,0.8706156015396118
brazil_food_pão-de-queijo,instruct,retrieval,plugnplay,21,0.15042802691459656,0.1415412425994873,0.9985851049423218,0.15042802691459656,0.19220305979251862,0.949630856513977,0.15042802691459656,0.1495107263326645,0.8656681776046753
nigeria_food_egusi-soup-and-poundo,plugnplay,instruct,retrieval,22,0.1794801652431488,0.18384039402008057,0.9984697103500366,0.1794801652431488,0.17153245210647583,0.8795236349105835,0.1794801652431488,0.19891922175884247,0.8372746706008911
india_utensil_pressure-cooker,retrieval,instruct,plugnplay,23,0.1840711086988449,0.1940401941537857,0.9975531101226807,0.1840711086988449,0.16155004501342773,0.9494031071662903,0.1840711086988449,0.22052983939647675,0.7744104266166687
turkey_Clothing_Ghutra,instruct,retrieval,plugnplay,24,0.14580214023590088,0.1414392739534378,0.9968263506889343,0.14580214023590088,0.1760798990726471,0.9452288150787354,0.14580214023590088,0.18582572042942047,0.9006076455116272
brazil_agriculture_algodão,instruct,plugnplay,retrieval,25,0.14304260909557343,0.14157415926456451,0.996803343296051,0.14304260909557343,0.16322173178195953,0.9453504681587219,0.14304260909557343,0.17362810671329498,0.8109834790229797
india_flower_hibiscus,retrieval,plugnplay,instruct,26,0.1368633508682251,0.14859649538993835,0.9991474747657776,0.1368633508682251,0.14628979563713074,0.9437810182571411,0.1368633508682251,0.15845845639705658,0.8832783699035645
united-states_bird_robin,retrieval,instruct,plugnplay,27,0.14672164618968964,0.137246772646904,0.9959319829940796,0.14672164618968964,0.2110147923231125,0.8112719058990479,0.14672164618968964,0.20261283218860626,0.7994158267974854
united-states_sport_american-football,plugnplay,retrieval,instruct,28,0.10723289847373962,0.09673688560724258,0.9976645708084106,0.10723289847373962,0.16863113641738892,0.8922505378723145,0.10723289847373962,0.14542904496192932,0.7727489471435547
nigeria_flower_amaryllis,plugnplay,instruct,retrieval,29,0.1559070199728012,0.16722048819065094,0.998254656791687,0.1559070199728012,0.14642496407032013,0.9529087543487549,0.1559070199728012,0.19216051697731018,0.6633750200271606
united-states_vegetable_brocolli,instruct,retrieval,plugnplay,30,0.14094194769859314,0.13895796239376068,0.9895932078361511,0.14094194769859314,0.15491211414337158,0.9039783477783203,0.14094194769859314,0.12633399665355682,0.8180530071258545
united-states_vegetable_potato,retrieval,plugnplay,instruct,31,0.19233733415603638,0.20634110271930695,0.8293904662132263,0.19233733415603638,0.16079041361808777,0.9736124277114868,0.19233733415603638,0.21345925331115723,0.7284992337226868
japan_sport_karate,plugnplay,instruct,retrieval,32,0.10711436718702316,0.14792972803115845,0.9881923198699951,0.10711436718702316,0.17474150657653809,0.9717825651168823,0.10711436718702316,0.15024487674236298,0.9073450565338135
turkey_Education_Bogazici University,plugnplay,retrieval,instruct,33,0.10926593840122223,0.16456487774848938,0.948297381401062,0.10926593840122223,0.12533582746982574,0.9556819200515747,0.10926593840122223,0.10391362756490707,0.8839966058731079
india_religion_gurudwara,instruct,retrieval,plugnplay,34,0.18331246078014374,0.1865946650505066,0.9908156991004944,0.18331246078014374,0.19376148283481598,0.976683497428894,0.18331246078014374,0.1788802295923233,0.8356342315673828
brazil_utensil_artesanato-indigena,instruct,plugnplay,retrieval,35,0.18364538252353668,0.18244309723377228,0.9985017776489258,0.18364538252353668,0.1788521111011505,0.9642099142074585,0.18364538252353668,0.14213579893112183,0.9122576713562012
united-states_bird_pigeon,instruct,plugnplay,retrieval,36,0.17447254061698914,0.17850756645202637,0.9981191158294678,0.17447254061698914,0.18527823686599731,0.9197336435317993,0.17447254061698914,0.20373691618442535,0.7709746360778809
india_vegetable_bhindi,retrieval,plugnplay,instruct,37,0.16180723905563354,0.15285176038742065,0.9992369413375854,0.16180723905563354,0.1586390733718872,0.9515095949172974,0.16180723905563354,0.1850615292787552,0.7513561248779297
japan_celebrations_oshōgatsu-(new-year),instruct,retrieval,plugnplay,38,0.11823493242263794,0.12119201570749283,0.9902592301368713,0.11823493242263794,0.10599546134471893,0.9554097652435303,0.11823493242263794,0.1439550817012787,0.8624367713928223
turkey_Agriculture_Cotton Farming,plugnplay,instruct,retrieval,39,0.1477712094783783,0.13845159113407135,0.9960427284240723,0.1477712094783783,0.1715434491634369,0.9137645959854126,0.1477712094783783,0.1562219113111496,0.85859215259552
portugal_religion_capela-dos-ossos,plugnplay,retrieval,instruct,40,0.1316058188676834,0.21717408299446106,0.8111655712127686,0.1316058188676834,0.1418609321117401,0.8888543844223022,0.1316058188676834,0.16146932542324066,0.8363123536109924
brazil_religion_tupi-guarani,instruct,retrieval,plugnplay,41,0.12706370651721954,0.12241250276565552,0.9976503849029541,0.12706370651721954,0.15699012577533722,0.9803991317749023,0.12706370651721954,0.20588386058807373,0.7995750904083252
turkey_Sports_Arda Turan,instruct,retrieval,plugnplay,42,0.08846521377563477,0.09673263877630234,0.9974458813667297,0.08846521377563477,0.14264610409736633,0.9823963642120361,0.08846521377563477,0.15299519896507263,0.8509244918823242
brazil_houses_palafitas,plugnplay,retrieval,instruct,43,0.10340811312198639,0.11680641770362854,0.9893317222595215,0.10340811312198639,0.11078391969203949,0.964663028717041,0.10340812057256699,0.10645120590925217,0.8637208938598633
nigeria_bird_chicken,plugnplay,retrieval,instruct,44,0.1505105197429657,0.1535603404045105,0.9984867572784424,0.1505105197429657,0.18564701080322266,0.8681315183639526,0.1505105197429657,0.17348557710647583,0.7326384782791138
japan_visual arts_yayoi-kusama-(artist),plugnplay,instruct,retrieval,45,0.14457276463508606,0.1550253927707672,0.994205117225647,0.14457276463508606,0.16988271474838257,0.93800288438797,0.14457276463508606,0.10441137850284576,0.792441725730896
turkey_Education_Quran Course,plugnplay,retrieval,instruct,46,0.1167292669415474,0.10382312536239624,0.9977186918258667,0.1167292669415474,0.12377934157848358,0.9531140923500061,0.1167292669415474,0.18416330218315125,0.9047412872314453
india_flower_jasmine,instruct,plugnplay,retrieval,47,0.16067542135715485,0.15908166766166687,0.9988735914230347,0.16067542135715485,0.1104443371295929,0.9431273341178894,0.16067542135715485,0.13613654673099518,0.8893753290176392
india_celebrations_holi,retrieval,plugnplay,instruct,48,0.20134079456329346,0.20538440346717834,0.9986521005630493,0.20134079456329346,0.21252410113811493,0.9686903357505798,0.20134079456329346,0.22491589188575745,0.9390931725502014
nigeria_food_dodo-(fried-ripe-plantain),plugnplay,instruct,retrieval,49,0.15442486107349396,0.16030655801296234,0.9910596609115601,0.15442486107349396,0.15846043825149536,0.9587149620056152,0.15442486107349396,0.18811839818954468,0.8611113429069519
united-states_flower_daisy,retrieval,instruct,plugnplay,50,0.15551772713661194,0.15924490988254547,0.9951058626174927,0.15551772713661194,0.1537313163280487,0.9763432145118713,0.15551772713661194,0.14392167329788208,0.8943510055541992
united-states_fruit_concord-grapes,plugnplay,instruct,retrieval,51,0.12331978976726532,0.12159661948680878,0.9986263513565063,0.12331978976726532,0.16436031460762024,0.900415301322937,0.12331978976726532,0.19016414880752563,0.8369622230529785
portugal_bird_common-blackbird,retrieval,plugnplay,instruct,52,0.16444681584835052,0.16255885362625122,0.9965738654136658,0.16444681584835052,0.16687145829200745,0.8642367124557495,0.16444681584835052,0.18807774782180786,0.7240678071975708
japan_agriculture_tanbo-(rice-field),plugnplay,instruct,retrieval,53,0.17794236540794373,0.18709564208984375,0.9964718222618103,0.17794236540794373,0.1677093803882599,0.8175795674324036,0.17794236540794373,0.1715114265680313,0.8165267705917358
brazil_agriculture_soja,retrieval,plugnplay,instruct,54,0.1444268673658371,0.16089728474617004,0.9590069055557251,0.1444268673658371,0.1987893432378769,0.8895493745803833,0.1444268673658371,0.1572265475988388,0.8505178093910217
brazil_bird_tucano,retrieval,plugnplay,instruct,55,0.14821216464042664,0.1414935290813446,0.9983524680137634,0.14821216464042664,0.143280491232872,0.8824249505996704,,,
turkey_Vegetable_Eggplant,instruct,plugnplay,retrieval,56,0.18871507048606873,0.1831088364124298,0.953096866607666,0.18871507048606873,0.21880808472633362,0.9502363204956055,0.18871507048606873,0.20557165145874023,0.8907370567321777
brazil_visual arts_anita-malfatti,retrieval,plugnplay,instruct,57,0.12992072105407715,0.1383335292339325,0.9983488917350769,0.12992072105407715,0.15491557121276855,0.9424146413803101,0.12992072105407715,0.1111571192741394,0.8121278285980225
japan_utensil_ohashi-(chopsticks),plugnplay,retrieval,instruct,58,0.14839184284210205,0.15854182839393616,0.9823096394538879,0.14839184284210205,0.13676175475120544,0.9070900678634644,0.14839184284210205,0.17346547544002533,0.6615530848503113
united-states_flower_rose,retrieval,plugnplay,instruct,59,0.17309854924678802,0.16455945372581482,0.9928857088088989,0.17309854924678802,0.16762258112430573,0.9369872808456421,0.17309853434562683,0.15418092906475067,0.8218390941619873
united-states_flower_violet,plugnplay,instruct,retrieval,60,0.15291497111320496,0.15862885117530823,0.9657934904098511,0.15291497111320496,0.14526279270648956,0.918282151222229,0.15291497111320496,0.08950965106487274,0.7581468820571899
united-states_religion_synagogue,instruct,plugnplay,retrieval,61,0.11402519792318344,0.19870954751968384,0.8550074100494385,0.11402519792318344,0.11384931951761246,0.9769284129142761,0.11402519792318344,0.16117921471595764,0.8801149129867554
turkey_Houses_Odunpazarı Houses,plugnplay,retrieval,instruct,62,0.09790698438882828,0.0969565138220787,0.9951624274253845,0.09790698438882828,0.10578615218400955,0.9782019257545471,0.09790698438882828,0.1661272644996643,0.8783774971961975
india_clothing_lungi,instruct,plugnplay,retrieval,63,0.19950130581855774,0.20941764116287231,0.99540776014328,0.19950130581855774,0.21625421941280365,0.95722496509552,0.19950130581855774,0.1786615550518036,0.8225393295288086
brazil_music_maracatu,retrieval,instruct,plugnplay,64,0.13099926710128784,0.12624293565750122,0.9980626106262207,0.13099926710128784,0.15415363013744354,0.968086838722229,0.13099926710128784,0.20588386058807373,0.9047607183456421
turkey_Religion_Djemevi,instruct,plugnplay,retrieval,65,0.14010721445083618,0.13245940208435059,0.9979690313339233,0.14010721445083618,0.13934943079948425,0.9637163877487183,0.14010721445083618,0.1292562335729599,0.8753032684326172
japan_bird_tsubame-(swallow),retrieval,plugnplay,instruct,66,0.15335676074028015,0.1579449474811554,0.9394676685333252,0.15335676074028015,0.14328846335411072,0.9518976211547852,0.15335676074028015,0.1703876554965973,0.7672553062438965
nigeria_beverages_guniness-stout,plugnplay,retrieval,instruct,67,0.15698878467082977,0.1507982313632965,0.9966940879821777,0.15698878467082977,0.15640078485012054,0.961895227432251,0.15698878467082977,0.21602758765220642,0.8356467485427856
brazil_music_samba,plugnplay,instruct,retrieval,68,0.12448912858963013,0.123733289539814,0.9979922771453857,0.12448912858963013,0.16949787735939026,0.9679717421531677,0.12448912858963013,0.1946767270565033,0.9210294485092163
portugal_utensil_arraiolos-rug,plugnplay,retrieval,instruct,69,0.17072643339633942,0.17526796460151672,0.9959322214126587,0.17072643339633942,0.16442731022834778,0.9311185479164124,0.17072643339633942,0.14462246000766754,0.8000451326370239
turkey_Vegetable_Spinach,instruct,plugnplay,retrieval,70,0.13139097392559052,0.13492131233215332,0.997477650642395,0.13139097392559052,0.15326620638370514,0.8372855186462402,0.13139097392559052,0.1829938441514969,0.7671552300453186
united-states_houses_cabin,retrieval,plugnplay,instruct,71,0.13473200798034668,0.18093356490135193,0.9264256358146667,0.13473200798034668,0.2026621252298355,0.9360933899879456,0.13473200798034668,0.19841760396957397,0.8714699745178223
brazil_vegetable_tucumã,instruct,retrieval,plugnplay,72,0.14609496295452118,0.13999764621257782,0.9974353909492493,0.14609496295452118,0.1443910449743271,0.9443804621696472,0.14609496295452118,0.14307282865047455,0.8544875383377075
portugal_flower_crane-flower,instruct,plugnplay,retrieval,73,0.11588075757026672,0.12076084315776825,0.9989809989929199,0.11588075757026672,0.15175141394138336,0.961496114730835,0.11588075757026672,0.16493642330169678,0.8075641393661499
turkey_Sports_Hidayet Türkoğlu,retrieval,plugnplay,instruct,74,0.16009336709976196,0.17918361723423004,0.9992707967758179,0.16009336709976196,0.17978695034980774,0.9724748134613037,0.16009336709976196,0.15532368421554565,0.9006046056747437
india_religion_thiruvanathapuram-temple,retrieval,instruct,plugnplay,75,0.1787032037973404,0.1906643956899643,0.9558067917823792,0.1787032037973404,0.17843687534332275,0.9659597873687744,0.1787032037973404,0.19843262434005737,0.8994381427764893
turkey_Education_Imam Hatip High School,instruct,plugnplay,retrieval,76,0.12882164120674133,0.17625738680362701,0.8217359781265259,0.12882164120674133,0.14805938303470612,0.9556601643562317,0.12882164120674133,0.1719895899295807,0.8766570687294006
india_beverages_nimbu-paani,retrieval,plugnplay,instruct,77,0.14559222757816315,0.15135763585567474,0.990742564201355,0.14559222757816315,0.1708318442106247,0.9572845697402954,0.14559222757816315,0.1737959384918213,0.8304845094680786
nigeria_agriculture_farm-ploughing,instruct,plugnplay,retrieval,78,0.15377064049243927,0.14533193409442902,0.9960629940032959,0.15377064049243927,0.184726744890213,0.8976711630821228,0.15377064049243927,0.16855968534946442,0.8240024447441101
japan_sport_yakyū-(baseball),retrieval,plugnplay,instruct,79,0.0816599503159523,0.08074919134378433,0.9985182881355286,0.0816599503159523,0.19094595313072205,0.8675522208213806,0.0816599503159523,0.13782070577144623,0.7652440667152405
india_houses_bungalows,retrieval,plugnplay,instruct,80,0.14614030718803406,0.16818909347057343,0.9956057071685791,0.14614030718803406,0.1982804387807846,0.9653828144073486,0.14614030718803406,0.1718631088733673,0.9129810333251953
turkey_Fruit_Quince,retrieval,instruct,plugnplay,81,0.15628935396671295,0.15871062874794006,0.9988298416137695,0.15628935396671295,0.13965141773223877,0.961651623249054,0.15628935396671295,0.1562523990869522,0.7173537611961365
japan_fruit_mikan-(mandarin-orange),instruct,retrieval,plugnplay,82,0.19009822607040405,0.17421293258666992,0.9511753916740417,0.19009822607040405,0.15724675357341766,0.9547359347343445,0.19009822607040405,0.18656925857067108,0.7637622356414795
japan_clothing_salaryman,retrieval,instruct,plugnplay,83,0.14954404532909393,0.15294969081878662,0.9978084564208984,0.14954404532909393,0.17513519525527954,0.9589646458625793,0.14954404532909393,0.15876826643943787,0.8731392621994019
japan_beverages_nihonshu-(sake),plugnplay,retrieval,instruct,84,0.08904122561216354,0.09635666012763977,0.9991276264190674,0.08904122561216354,0.09294800460338593,0.9771809577941895,0.08904122561216354,0.13142238557338715,0.8638008832931519
united-states_sport_basketball,plugnplay,retrieval,instruct,85,0.12005351483821869,0.13654930889606476,0.9883187413215637,0.12005351483821869,0.17487843334674835,0.9474740028381348,0.12005351483821869,0.15652243793010712,0.8430594801902771
japan_education_gakkō-seifuku-(school-uniform),plugnplay,instruct,retrieval,86,0.13573265075683594,0.14288032054901123,0.9983180165290833,0.13573265075683594,0.14621886610984802,0.9747549891471863,0.13573265075683594,0.1981562077999115,0.8668347597122192
india_sport_cricket,plugnplay,instruct,retrieval,87,0.17796771228313446,0.18452607095241547,0.9952255487442017,0.17796771228313446,0.19324611127376556,0.9065507650375366,0.17796771228313446,0.18036121129989624,0.7312763929367065
turkey_Education_Kara Tahta,retrieval,plugnplay,instruct,88,0.12835878133773804,0.12943777441978455,0.9964586496353149,0.12835878133773804,0.142461359500885,0.9410752654075623,0.12835878133773804,0.17604076862335205,0.7211501598358154
portugal_visual arts_bordallo-pinheiro,instruct,plugnplay,retrieval,89,0.13503937423229218,0.13962368667125702,0.9844229221343994,0.13503937423229218,0.16358961164951324,0.9693851470947266,0.13503937423229218,0.160484179854393,0.7476646304130554
japan_bird_shirasagi-(white-egret),retrieval,plugnplay,instruct,90,0.1456301212310791,0.15594713389873505,0.9972383975982666,0.1456301212310791,0.16187827289104462,0.9401296377182007,0.1456301212310791,0.17221404612064362,0.820680558681488
nigeria_visual arts_architecture,plugnplay,instruct,retrieval,91,0.0745508000254631,0.07234710454940796,0.9955147504806519,0.0745508000254631,0.15001201629638672,0.9377124309539795,0.0745508000254631,0.16810333728790283,0.8760340213775635
portugal_agriculture_cork-oak-plantations,instruct,retrieval,plugnplay,92,0.12880846858024597,0.1309759020805359,0.9927676320075989,0.12880846858024597,0.1775292158126831,0.9464303255081177,0.12880846858024597,0.16650253534317017,0.8727004528045654
turkey_Clothing_Booties_No CC,instruct,retrieval,plugnplay,93,0.11483299732208252,0.12807592749595642,0.9963505268096924,0.11483299732208252,0.11228270083665848,0.9700035452842712,0.11483299732208252,0.13254491984844208,0.7237594127655029
japan_food_ramen,retrieval,instruct,plugnplay,94,0.10301734507083893,0.10433495789766312,0.9871259927749634,0.10301734507083893,0.13237273693084717,0.9343910217285156,0.10301737487316132,0.1208556592464447,0.8710919618606567
india_fruit_mango,instruct,retrieval,plugnplay,95,0.20190823078155518,0.18872380256652832,0.9956297278404236,0.20190823078155518,0.2061978131532669,0.9530236124992371,0.20190823078155518,0.17517322301864624,0.8874788284301758
nigeria_agriculture_fish-framing,instruct,retrieval,plugnplay,96,0.13956879079341888,0.1303715854883194,0.9961403012275696,0.13956879079341888,0.1292669028043747,0.9536585211753845,0.13956879079341888,0.15469175577163696,0.8746079206466675
turkey_Beverages_Ayran,plugnplay,retrieval,instruct,97,0.168791264295578,0.1686343401670456,0.9952457547187805,0.168791264295578,0.15366610884666443,0.9208332300186157,0.168791264295578,0.21671529114246368,0.739382803440094
turkey_Beverages_Turkish Sherbet,plugnplay,retrieval,instruct,98,0.14151537418365479,0.1393749713897705,0.9988393187522888,0.14151537418365479,0.16340848803520203,0.9761733412742615,0.14151537418365479,0.11011850833892822,0.8142415881156921
brazil_education_instituto-tecnológico-de-aeronáutica,instruct,retrieval,plugnplay,99,0.09037661552429199,0.08918774127960205,0.9970952868461609,0.09037661552429199,0.09923816472291946,0.9558234214782715,0.09037661552429199,0.11224458366632462,0.8879730701446533
nigeria_fruit_watermelon,retrieval,plugnplay,instruct,100,0.15558399260044098,0.1671171337366104,0.9972057342529297,0.15558399260044098,0.16014301776885986,0.9522857069969177,0.15558400750160217,0.13723769783973694,0.8301132917404175
japan_food_sushi,instruct,plugnplay,retrieval,101,0.10338747501373291,0.10880802571773529,0.9988107681274414,0.10338747501373291,0.18801549077033997,0.9193780422210693,0.10338747501373291,0.18545526266098022,0.8810847997665405
united-states_food_apple-pie,retrieval,instruct,plugnplay,102,0.12473200261592865,0.1338542103767395,0.9981364011764526,0.12473200261592865,0.15453605353832245,0.9653949737548828,0.12473200261592865,0.13856302201747894,0.8992793560028076
turkey_Religion_Turbe,retrieval,plugnplay,instruct,103,0.12005369365215302,0.11908356845378876,0.9952772855758667,0.12005369365215302,0.1846683919429779,0.923047661781311,0.12005369365215302,0.18467456102371216,0.6735129952430725
brazil_education_universidade-estadual-paulista-júlio-de-mesquita-filho,plugnplay,instruct,retrieval,104,0.07049234211444855,0.07902879267930984,0.9977130889892578,0.07049234211444855,0.15881352126598358,0.9694088697433472,0.07049234211444855,0.1711471825838089,0.8856090307235718
brazil_mammal_capivara,retrieval,plugnplay,instruct,105,0.16432173550128937,0.1998811513185501,0.7321614027023315,0.16432173550128937,0.17538797855377197,0.9082745313644409,0.16432173550128937,0.11782986670732498,0.8080989718437195
nigeria_mammal_rats,instruct,plugnplay,retrieval,106,0.17263326048851013,0.1728016883134842,0.9954975247383118,0.17263326048851013,0.134710893034935,0.9382508397102356,0.17263326048851013,0.1742766946554184,0.8613349795341492
brazil_beverages_caipirinha,retrieval,instruct,plugnplay,107,0.123357854783535,0.12286734580993652,0.9971058964729309,0.123357854783535,0.12630420923233032,0.9314318895339966,0.123357854783535,0.15964138507843018,0.8239089846611023
portugal_utensil_fishing-nets,retrieval,plugnplay,instruct,108,0.13134193420410156,0.12459521740674973,0.9944051504135132,0.13134193420410156,0.14568251371383667,0.9420556426048279,0.13134193420410156,0.18125122785568237,0.8446160554885864
turkey_Utensil-Tool_Teapot,instruct,plugnplay,retrieval,109,0.1389206051826477,0.1452341079711914,0.997897744178772,0.1389206051826477,0.1631975620985031,0.9569258689880371,0.1389206051826477,0.18665200471878052,0.7786669135093689
india_sport_hockey,retrieval,plugnplay,instruct,110,0.1392277032136917,0.152335986495018,0.998115062713623,0.1392277032136917,0.11749008297920227,0.9538565874099731,0.1392277032136917,0.15350916981697083,0.9258966445922852
brazil_flower_bromélia,instruct,plugnplay,retrieval,111,0.11619006097316742,0.11869397759437561,0.994397759437561,0.11619006097316742,0.1662900447845459,0.921571671962738,0.11619006097316742,0.16874203085899353,0.8641610741615295
turkey_Beverages_Turkish Tea,retrieval,plugnplay,instruct,112,0.15058976411819458,0.14658547937870026,0.9906652569770813,0.15058976411819458,0.13764935731887817,0.8387980461120605,0.15058976411819458,0.19065111875534058,0.7982407212257385
india_music_tabla,plugnplay,instruct,retrieval,113,0.18981343507766724,0.18616318702697754,0.9975876808166504,0.18981343507766724,0.2021137773990631,0.9667574167251587,0.18981343507766724,0.19060863554477692,0.8089083433151245
turkey_Bird_Seagull,plugnplay,retrieval,instruct,114,0.17189806699752808,0.17922809720039368,0.9978465437889099,0.17189806699752808,0.17621423304080963,0.9445341229438782,0.17189806699752808,0.20373691618442535,0.8110767602920532
portugal_fruit_sweet-chestnut,instruct,plugnplay,retrieval,115,0.155319482088089,0.14666660130023956,0.9974707365036011,0.155319482088089,0.143622025847435,0.9515345096588135,0.155319482088089,0.2036879062652588,0.8524889945983887
turkey_Agriculture_Hazelnut Farming,plugnplay,retrieval,instruct,116,0.13451173901557922,0.1329670548439026,0.9965785145759583,0.13451173901557922,0.13174064457416534,0.9271055459976196,0.13451173901557922,0.15334828197956085,0.7367073893547058
united-states_beverages_coffee,instruct,retrieval,plugnplay,117,0.14183750748634338,0.14135397970676422,0.9978720545768738,0.14183750748634338,0.1562311351299286,0.9448414444923401,0.14183750748634338,0.11947831511497498,0.789852499961853
nigeria_utensil_pan,plugnplay,instruct,retrieval,118,0.1949923038482666,0.19426551461219788,0.9870360493659973,0.1949923038482666,0.18715567886829376,0.9485688805580139,0.1949923038482666,0.17033609747886658,0.753748893737793
japan_agriculture_dandanbatake-(terraced-fields),instruct,retrieval,plugnplay,119,0.11297626793384552,0.11852607876062393,0.9975482225418091,0.11297626793384552,0.15275846421718597,0.9299739599227905,0.11297629028558731,0.18720795214176178,0.9232668280601501
portugal_education_queima-das-fitas,retrieval,plugnplay,instruct,120,0.11129407584667206,0.11505492031574249,0.9982852935791016,0.11129407584667206,0.12946419417858124,0.943291187286377,0.11129407584667206,0.1768677681684494,0.8698247671127319
