src_image_path,tgt_image_path,caption,llm_edit,retrieved_caption
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_flower_bromelia.jpg,"a potted plant with red and black stems","a potted plant with red and blue stems","CB-2200 - Garden Clusters® Archway Plant - Tropical Island"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_flower_handroanthus.jpg,"a tree with yellow flowers in the middle of a park","a tree with yellow flowers in the center of a park in the United States","Country Club golf course from an apartment in northern Fall River. Massachusetts"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_fruit_pineapple.jpg,"a bunch of pineapples are sitting on a table","a bunch of pineapples are sitting on a picnic table in the backyard","11630 62nd ave- pinecrest-fl-33156-a11037068-Pic01"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_fruit_mango.jpg,"a white bowl filled with mangoes on a wooden table","a bowl of ripe mangoes on a rustic wooden table","LYCHEE JUICE – THE TATSE OF TROPICAL FRUIT WITH THE ARRIVAL OF SUMMER"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_fruit_guava.jpg,"a bunch of green guavas are sitting in a bowl","A bunch of ripe avocados are sitting in a bowl","Avocados Recalled in 6 States Due to Listeria Concerns"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_fruit_papaya.jpg,"a papaya cut in half on a white surface","a sliced papaya on a clean white plate","Papaya fruit health benefits and nutrition facts"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_fruit_jabuticaba.jpg,"blackberries growing on a tree in the forest","wild blackberries growing on a tree in the woods","Louise's Thornless Blackberries"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_vegetable_pumpkin.jpg,"a pile of squash and pumpkins on the ground","a heap of squash and pumpkins on the floor","Yay! The zephyr squash is back at Avalon Farms! Tasty and tender; with a hint of nuttiness. We've got a bunch this morning at Poplar Head farmers market in downtown Dothan. It's overcast and cooler; and it looks like the rain will hold off. Come see us!"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_vegetable_potato.jpg,"a large pile of potatoes in a box","a big stack of potatoes in a crate","Animal Goods Transport v1.0.0.0"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_vegetable_cassava.jpg,"a basket filled with a bunch of root vegetables","a basket filled with a variety of root vegetables","'''Bouquet of crayfish; tomatoes; lemon; herbs and alcohol (beer) as a gift in a wooden box ''''Delicious No.732'''''''"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_vegetable_yam.jpg,"a pile of potatoes with blue markings on them","a stack of potatoes with blue streaks on them","The Jerusalem artichoke is a tuber vegetable. © DR"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_vegetable_okra.jpg,"a pile of green okra that has been cut into pieces","a stack of green okra that has been chopped into chunks","Roasted Bok Choy"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_agriculture_soybean.jpg,"a basket full of soy beans sitting on a table","a basket filled with edamame beans on top of a table","Holiday Baskets on Sale"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_agriculture_coffee.jpg,"a close up of a pile of coffee beans","a close-up of a mound of coffee beans","Milk Chocolate Espresso Beans"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_agriculture_maize.jpg,"a corn plant that is growing in a field","a corn stalk growing in a farm field","corn stalk coloring pages"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_agriculture_livestock.jpg,"a herd of cows standing in a dry field","a group of cows standing in a parched field in the American Midwest","South Dakota RV travel adventure with buffalo"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_agriculture_sugarcane.jpg,"a bunch of bamboo sticks sitting in a box","a pile of chopsticks resting in a container","a box of F Plus dugouts on red couch"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_utensil_wooden-spoon.jpg,"a wooden spoon next to a measuring tape","a wooden spoon next to a ruler","Intermittent Fasting | 90-Day Balance | mindbodysoul holistic health & wellness"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_utensil_barbecue-grill.jpg,"a brick oven in a room with a tile floor","a brick oven in a room with a hardwood floor","rustic design rustic style kitchen-with-exposed-beams-and-breakfast & Rustic Design + Industrial Design: Marrying Design Styles - Builders ..."
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_utensil_mortar-and-pestle.jpg,"a white mortar and pestle sitting on a wooden table","a white mortar and pestle sitting on a rustic wooden table in the heart of America","a traditional Turkish coffee pot and a spoonful of sugar"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_utensil_pressure-cooking.jpg,"a pot sitting on top of a gas stove","a pot sitting on a gas stove","Keith Camping Titanium Mug - http://coolthings.us"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_utensil_squeegee.jpg,"a blue plastic handle on a gray surface","a red plastic handle on a white surface","Lelo Bo Rechargeable Vibrating Cockring Bordeaux - View #2"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_sport_volleyball.jpg,"a group of women playing volleyball on a court","a team of female athletes playing volleyball on a court in the United States","Volleyball Camp"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_sport_futsal.jpg,"a group of men playing soccer on a blue court","a group of men playing football on a blue field","The Brookfield Warrior football team runs on to the field during their Week 2 game against the Sprin"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_sport_association-football.jpg,"a soccer player kicking a soccer ball on a field","a football player kicking a football on a field","A Brockton FC United player strikes the ball in the heavy rain in the club's 2020 US Open Cup qualifier against the New York Pancyprian Freedoms. Photo: Liz McQuilkin - Mass Soccer"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_sport_brazilian-jiu-jitsu.jpg,"two men in a jiu jitsu competition","two men competing in a jiu jitsu tournament in the United States","Wrestling: U.S. rout undermanned Japan team in Times Square"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_sport_capoeira.jpg,"a group of people standing in a grassy area","a crowd of individuals gathered in a lush green field","Indigenous People's Day Sunrise Gathering at Alcatraz Island"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_celebrations_festa-junina.jpg,"a group of people are dancing in a room","a crowd of Americans are dancing in a ballroom","salsa lessons in buenos aires; individual lessons in english"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_celebrations_brazilian-carnival.jpg,"a large crowd of people watching a float in a parade","a huge crowd of people cheering on a float in a parade","Serving the Faithful of Massena Float"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_celebrations_congada.jpg,"a group of people dressed in colorful outfits walking down a street","a crowd of individuals wearing vibrant costumes strolling along a city block","Costume contest of Southern Decadence Festival...French Quarter. New Orleans; Louisiana"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_celebrations_independence-day.jpg,"a group of people riding horses down a street","a group of individuals on horseback galloping down a city street in the United States","AIDS victims and their supporters participate in the March on Washington for Lesbian and Gay rights October 11th."
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_celebrations_new-years-eve.jpg,"a fireworks display in the night sky over a town","a Fourth of July fireworks show lighting up the night sky above a small American town","Independence Day Fireworks Celebration 2018"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_education_whiteboard.jpg,"a woman writing on a white board with a marker","a female teacher writing on a whiteboard with a marker in a classroom","Minnewaska area preschool student practicing writing letters with his teacher"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_education_federal-university-of-rio-de-janeiro.jpg,"a large building with palm trees in front of it","a grand structure with palm trees lining the entrance","Le Palais Royal In Hillsboro Beach Is Listed For $159 Million."
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_education_national-high-school-exam.jpg,"a group of students sitting at desks and writing","a class of students sitting at desks and taking notes","Special Called School Board Meeting July 28th at 12:45pm - Broadcast Live"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_kwl-table.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_education_kwl-table.jpg,"a kwl chart with the words know, wonder, learned","a graphic organizer with the terms understand, question, discovered","Word cloud image with various words pertaining to Common Core Standards"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_escola.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_education_escola.jpg,"a group of students walking in front of a school building","a group of students walking in front of an American school building","siena college in loudonville ny investing in new programs facility upgrades albany business review"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_música-popular-brasileira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_music_música-popular-brasileira.jpg,"a group of men on stage with guitars and microphones","a band of men on stage with guitars and microphones","Old Crow Medicine Show; The Bacon Brothers; Josh Turner; The Bellamy Brothers; Tracy Lawrence & More Headed To Billy Bob's Texas In October"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_frevo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_music_frevo.jpg,"a group of women holding colorful umbrellas in front of a church","a group of women holding vibrant umbrellas in front of a church in the United States","'Image of four young protesters in masks in front of the Supreme Court building; they are holding signs reading ''DEFEND DREAMERS;'' ''DEFEND DACA;'' ''HOME IS HERE'' and more.'"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_bossa-nova.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_music_bossa-nova.jpg,"a group of people playing music on a stage","a band performing on a stage in front of a crowd","One Spark Executive Director Joe Sampson addresses the Hemming Plaza crowd during One Spark 2014 Opening ceremonies."
https://storage.googleapis.com/image-transcreation/part1/brazil/music_forró.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_music_forró.jpg,"a group of men playing instruments in front of a crowd","a band of musicians performing in front of an audience","Bluegrass music at the Galway Bay in Ocean Shores; Washington."
https://storage.googleapis.com/image-transcreation/part1/brazil/music_samba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_music_samba.jpg,"a group of people dressed in colorful costumes","a group of individuals wearing vibrant outfits","Three students dressed like tourists"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_graffiti.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_visual-arts_graffiti.jpg,"a graffiti covered building next to a train track","a building covered in graffiti next to a railroad track","Miami's Wynwood neighborhood has been awarded two ArtPlace grants to support its burgeoning arts-related businesses."
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_modernism-in-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_visual-arts_modernism-in-brazil.jpg,"a black and white photo of a group of men sitting on steps","a photo of a diverse group of men sitting on a stoop","'''We saw an unsolved problem;'' says CEO Christopher Lien (front). Left to right are  Marin Software execs Wister Walcott; Peter Wooster and Joseph Chang.'"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_tropicália.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_visual-arts_tropicália.jpg,"philips cd cover for tropicalia","Philips CD cover for Tropicalia in the United States","Long Way From Home; Lovespirals"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_barroco-no-brasil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_visual-arts_barroco-no-brasil.jpg,"an ornate church with two towers and a green door","a grand church with two spires and a verdant entrance","Saint Patrick's Cathedral"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_brazilian-street-art.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_visual-arts_brazilian-street-art.jpg,"a large mural on the side of a building","a massive mural on the side of a skyscraper","The alley mural just outside the Crown Bar on Sixth Avenue in Tacoma - image."
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_catholic-church.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_religion_catholic-church.jpg,"a group of people walking in front of a cathedral","a crowd of individuals strolling in front of a grand cathedral","The Pantheon; Rome; Italy"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_candomblé.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_religion_candomblé.jpg,"a group of people dressed in fancy dresses and hats","a group of individuals dressed in elegant gowns and stylish hats","1965Dr.JohnFerry;Mrs.Ferry;NellieLeininger;FayeSmith"
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_protestantism-in-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_religion_protestantism-in-brazil.jpg,"an aerial view of a church with people sitting in pews","A bird's eye view of a church with individuals seated in rows","President Trump and First Lady kneeling at the altar in St Paul II chapel."
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_kardecist-spiritism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_religion_kardecist-spiritism.jpg,"a black and white photo of a man in a suit","a photo of a man wearing a suit in black and white","photo essay on george washington carver George washington carver was born during the civil war years on a missouri farm near diamond grove; newton country in marion; township missouri even carver himself was uncertain of his own birth date."
https://storage.googleapis.com/image-transcreation/part1/brazil/religion_umbanda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/brazil_religion_umbanda.jpg,"a group of people standing in front of a shrine","a crowd of individuals gathered in front of a memorial","People waiting to go into the church for Sandra Bland's funeral"
https://storage.googleapis.com/image-transcreation/part1/india/bird_House-sparrow.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/united-states/india_bird_House-sparrow.jpg,"a small bird sitting on top of a wooden pole","a little bird perched on a wooden post","Burrowing Owl"
