src_image_path,src_country,caption,llm_edit
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-4.png,"education","a math worksheet that has a circle with trees on it","a math worksheet that has a circle with rupee notes on it"
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-5.png,"education","a math worksheet that asks children to count the number of ice cream cones","a math worksheet that asks children to count the number of cricket balls"
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-2.png,"education","a math worksheet that asks students to count and write the number of christmas ornaments","A math worksheet that challenges students to count and write the number of Diwali diyas"
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-3.png,"education","a math worksheet with pictures of ice cream, sunglasses and shorts","A math worksheet with images of kulfi, sunglasses and dhoti"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-2.png,"education","a number of hotdogs on a math worksheet","a number of samosas on a math worksheet"
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-4.png,"education","a set of cartoon animals and insects on a white background","a group of colorful popsicles on a green background"
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-3.png,"education","a set of stickers depicting different types of trains","a set of stickers featuring various types of trains in India"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-5.png,"education","a math worksheet that has cupcakes with candles on them","A math worksheet with Diwali diyas on them"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-10.png,"education","a venn diagram that shows the number of candies in a shop","a venn diagram depicting the quantity of sweets in a store"
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-3.png,"education","a math worksheet that asks children to add the coins","a math worksheet that challenges children to add the Indian rupee coins"
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-2.png,"education","The image depicts a math worksheet that asks students to draw a line from each gummy bear to the correct box and how many of each color are there","The picture shows a math worksheet where students are required to connect each gummy bear to the appropriate box and indicate the number of bears of each color"
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-5.png,"education","a math worksheet that asks children to count the number of different sports balls","A math worksheet that challenges children to count the number of traditional Indian sweets"
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-4.png,"education","a halloween themed math worksheet for kids","a Diwali themed math worksheet for children"
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-10.png,"education","The image shows a math worksheet titled, 'How many different types of trees are there?","The picture displays a math worksheet titled, How many different types of trees are there in India? Color 1 slice for each tree using the given color"
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_data-1.png,"education","The image is from a math worksheet titled, 'How many of each balls are there?'","The picture is from a math worksheet called How many balls of each type are there?"
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort-2.png,"education","The image shows a basket filled with various fruits and vegetables, including apples, oranges, carrots, and potatoes","The picture displays a basket brimming with different types of fruits and vegetables, such as apples, oranges, carrots, and potatoes"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-11.png,"education","a math worksheet that asks students to draw lines to connect and sort each animal according to their number of legs","A math worksheet that instructs students to draw lines to connect and classify each animal based on their number of legs"
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-2.png,"education","a math worksheet with several different hats on it","A math worksheet with various traditional Indian headwear on it"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-4.png,"education","a graph showing the number of items that are fruits, five-letter words and both","a chart displaying the count of objects that are fruits, five-letter words and fall under both categories in India"
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-3.png,"education","a number of cupcakes for each day of the week","a number of samosas for each day of the week"
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-5.png,"education","a picture of a number of different vehicles on a math worksheet","a picture of various types of vehicles on a math worksheet"
https://storage.googleapis.com/image-transcreation/part2/stories/namukuru's_bicycle.jpg,"stories","a girl and boy riding a bike in a storybook","a girl and boy riding a bicycle in a storybook set in India"
https://storage.googleapis.com/image-transcreation/part2/stories/happy.jpg,"stories","a picture of a girl and a boy in a circle","a drawing of a girl and a boy sitting in a circle, playing a traditional Indian game called Chor-Police (Thief-Police)"
https://storage.googleapis.com/image-transcreation/part2/stories/pehelwaan_ji.jpg,"stories","a cartoon drawing of a man drinking from a bottle","a cartoon drawing of a man drinking from a bottle of traditional Indian lassi"
https://storage.googleapis.com/image-transcreation/part2/stories/dole_agu_lo_oo.jpg,"stories","a little girl brushing her teddy bear's hair","a young girl combing her teddy bear's fur"
https://storage.googleapis.com/image-transcreation/part2/stories/greetings.jpg,"stories","a cartoon illustration of a boy and a girl","a cartoon illustration of a boy and a girl wearing traditional Indian clothing"
https://storage.googleapis.com/image-transcreation/part2/stories/feet_hands_and_head.jpg,"stories","a drawing of a woman with three children in front of a building","a picture of a mother with three kids in front of a traditional Indian house"
https://storage.googleapis.com/image-transcreation/part2/stories/the_busy_big_mango_tree.jpg,"stories","a drawing of a crowd of people waving flags","a colorful illustration of a large group of people cheering and waving Indian flags"
https://storage.googleapis.com/image-transcreation/part2/stories/tingi_and_the_cows.jpg,"stories","a drawing of a woman petting a cow","a picture of a woman lovingly caressing a cow, a sacred animal in India"
https://storage.googleapis.com/image-transcreation/part2/stories/basara.jpg,"stories","a drawing of a woman holding a bag","a picture of a woman carrying a potli (small bag)"
https://storage.googleapis.com/image-transcreation/part2/stories/toto.jpg,"stories","a cartoon of a little girl in a garden","a cartoon of a little girl in an Indian garden"
https://storage.googleapis.com/image-transcreation/part2/stories/my_home.jpg,"stories","a drawing of a man reading a newspaper","a picture of a man reading a newspaper in India"
https://storage.googleapis.com/image-transcreation/part2/stories/mepu.jpg,"stories","a drawing of two boys on skateboards walking down a path","a picture of two boys on skateboards strolling along a pathway in India"
https://storage.googleapis.com/image-transcreation/part2/stories/naughty_or_not.jpg,"stories","a woman in a green sari sweeping the floor","a woman in a traditional green sari sweeping the floor with a broom"
https://storage.googleapis.com/image-transcreation/part2/stories/pig.jpg,"stories","a pig and a dog standing next to each other","a cow and a monkey standing next to each other"
https://storage.googleapis.com/image-transcreation/part2/stories/cake.jpg,"stories","a person is cutting a cake with a pair of scissors","A person is cutting a cake with a knife in India"
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_yam.jpg,"stories","a cartoon cat and dog standing next to each other","a cartoon tiger and elephant standing next to each other"
https://storage.googleapis.com/image-transcreation/part2/stories/hamo_os_du_ut.jpg,"stories","a drawing of a boy jumping into a pond","a picture of a boy leaping into a pond in India"
https://storage.googleapis.com/image-transcreation/part2/stories/asi_uli.jpg,"stories","a drawing of a boy and a frog","a picture of a boy and a frog in a children's storybook"
https://storage.googleapis.com/image-transcreation/part2/stories/o_rain_come.jpg,"stories","a drawing of a young girl holding a fan","a picture of a little girl holding a hand fan, dressed in traditional Indian attire"
https://storage.googleapis.com/image-transcreation/part2/stories/let_s_go.jpg,"stories","a drawing of a boy and a girl in a storybook","a picture of a boy and a girl in a children's book"
https://storage.googleapis.com/image-transcreation/part2/stories/importance_of_trees.jpg,"stories","a drawing of a man looking at a cloud","a sketch of a man gazing at a monsoon cloud"
https://storage.googleapis.com/image-transcreation/part2/stories/i_spy_shapes.jpg,"stories","a little girl standing on a rug in a living room","a little girl standing on a carpet in a living room"
https://storage.googleapis.com/image-transcreation/part2/stories/19-friends.jpg,"stories","two boys playing a game of catch on the beach","two boys playing a game of cricket on the beach"
https://storage.googleapis.com/image-transcreation/part2/stories/helping_others.jpg,"stories","a cartoon of a man combing a child's hair","a cartoon of a father combing his daughter's hair in India"
https://storage.googleapis.com/image-transcreation/part2/stories/nakitto_at_school.jpg,"stories","a group of children sitting at desks in a classroom","a group of children sitting at desks in a classroom, eagerly learning and listening to their teacher in an Indian school"
https://storage.googleapis.com/image-transcreation/part2/stories/butandwa_eyakabi.jpg,"stories","a cartoon of a man and a woman on the side of the road","a drawing of a man and a woman on the side of a busy street in India"
https://storage.googleapis.com/image-transcreation/part2/stories/annoying_mosquito.jpg,"stories","a cartoon illustration of a child sleeping in a bed","a cartoon illustration of a child sleeping on a charpai (traditional Indian bed)"
https://storage.googleapis.com/image-transcreation/part2/stories/homes.jpg,"stories","a drawing of two men standing in front of a hut","a picture of two men standing in front of a traditional Indian hut"
https://storage.googleapis.com/image-transcreation/part2/stories/my_very_own_scooter.jpg,"stories","a cartoon of a boy with glasses looking at a piece of paper","a cartoon of a boy wearing spectacles looking at a sheet of paper in India"
https://storage.googleapis.com/image-transcreation/part2/stories/who_colored_the_clouds.jpg,"stories","a cartoon illustration of a squirrel flying a kite","a cartoon illustration of a squirrel flying a kite in the park during the kite festival"
https://storage.googleapis.com/image-transcreation/part2/stories/i_feel.jpg,"stories","a cartoon of a black woman with dreadlocks","a cartoon of a woman with dark skin and long, twisted hair known as dreadlocks, commonly seen in India"
https://storage.googleapis.com/image-transcreation/part2/stories/apa_m_ba_serbisu.jpg,"stories","a drawing of a man riding a bike","a picture of a man riding a bicycle in India"
https://storage.googleapis.com/image-transcreation/part2/stories/pinky.jpg,"stories","a cartoon of a little girl holding hands with a woman","a cartoon of a little girl holding hands with her mother in India"
https://storage.googleapis.com/image-transcreation/part2/stories/chingoo_s_ching_ching.jpg,"stories","a picture of a girl combing her hair with a comb","a picture of a girl combing her hair with a traditional Indian comb"
https://storage.googleapis.com/image-transcreation/part2/stories/jojo_and_cow.jpg,"stories","a man feeding a cow from a bowl","a man giving a cow food from a bowl in India"
https://storage.googleapis.com/image-transcreation/part2/stories/school.jpg,"stories","a children's book about ladybugs and their friends","a children's book about ladybugs and their companions in India"
https://storage.googleapis.com/image-transcreation/part2/stories/greed.jpg,"stories","a picture of three children standing in front of a basket of fruit","a picture of three children standing in front of a basket of mangoes and bananas"
https://storage.googleapis.com/image-transcreation/part2/stories/baraka's_school_schedule.jpg,"stories","a drawing of a boy and a girl washing their hands","a picture of a boy and a girl washing their hands, a common practice in India"
https://storage.googleapis.com/image-transcreation/part2/stories/don_likes_bats_and_frogs.jpg,"stories","a dog and a frog in a storybook","a dog and a frog in a storybook set in India"
https://storage.googleapis.com/image-transcreation/part2/stories/soccer_game_is_good.jpg,"stories","a drawing of a man standing in front of a group of children","a sketch of a man standing in front of a group of children, in a traditional Indian setting"
https://storage.googleapis.com/image-transcreation/part2/stories/mama__what’s_for_dinner.jpg,"stories","a drawing of a village with many colorful houses","a sketch of a small town with vibrant and colorful houses, typical of rural India"
https://storage.googleapis.com/image-transcreation/part2/stories/my_family.jpg,"stories","a woman sitting on a bench reading a book","a woman sitting on a bench reading a book, while enjoying a cup of chai tea"
https://storage.googleapis.com/image-transcreation/part2/stories/hơmư̆.jpg,"stories","a picture of a mouse and a chicken with a speech bubble","A drawing of a mouse and a chicken with a thought bubble above their heads"
https://storage.googleapis.com/image-transcreation/part2/stories/fire's_story.jpg,"stories","a painting of two deer running away from a fire","a picture of two deer running away from a forest fire"
https://storage.googleapis.com/image-transcreation/part2/stories/reba_wants_ice_cream.jpg,"stories","a girl standing in front of an ice cream cone","a girl standing in front of a cone of kulfi"
https://storage.googleapis.com/image-transcreation/part2/stories/yes_you_can!.jpg,"stories","a picture of a boy and a girl in a tree","a picture of a boy and a girl sitting on a banyan tree in India"
https://storage.googleapis.com/image-transcreation/part2/stories/where_do_these_ants_go.jpg,"stories","a drawing of a cupboard filled with food","a picture of a pantry filled with delicious Indian snacks"
https://storage.googleapis.com/image-transcreation/part2/stories/happy_and_sad.jpg,"stories","a cartoon of a woman holding a bottle","a drawing of a woman carrying a bottle, dressed in traditional Indian attire"
https://storage.googleapis.com/image-transcreation/part2/stories/tiu_id_nor_solaia_id.jpg,"stories","a drawing of a man sitting on a ladder","a sketch of a man sitting on a bamboo pole"
https://storage.googleapis.com/image-transcreation/part2/stories/my_body.jpg,"stories","a drawing of a little girl jumping in the air","a picture of a small girl leaping in the sky, with a big smile on her face"
https://storage.googleapis.com/image-transcreation/part2/stories/different_people_with_different_hair.jpg,"stories","a girl in an orange dress holding a book","a girl in a vibrant orange saree holding a storybook"
https://storage.googleapis.com/image-transcreation/part2/stories/la_pata_lupita.jpg,"stories","a duck and two ducklings in a pond with reeds","a mother duck and her two ducklings swimming in a pond surrounded by tall grasses"
https://storage.googleapis.com/image-transcreation/part2/stories/milk_is_good.jpg,"stories","a cartoon of a boy and a girl in a bedroom","a cartoon of a boy and a girl in a bedroom, wearing traditional Indian clothing"
https://storage.googleapis.com/image-transcreation/part2/stories/learning_at_home.jpg,"stories","a man is talking to a child about math","A man is teaching a child about numbers in India"
https://storage.googleapis.com/image-transcreation/part2/stories/wiar_kobit-19.jpg,"stories","a cartoon illustration of a man talking on the phone","a cartoon illustration of a man speaking on the phone in India"
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_egg.jpg,"stories","a cartoon of two cats walking in front of a house","a cartoon of two cats walking in front of a traditional Indian house"
https://storage.googleapis.com/image-transcreation/part2/stories/my_face_tells_a_story.jpg,"stories","a painting of a baby looking at the camera","a painting of a baby gazing at the camera, with curious eyes"
https://storage.googleapis.com/image-transcreation/part2/stories/monu_was_lost_and_found!.jpg,"stories","a black cat is standing in front of a group of children","A black cat is standing in front of a group of children in India"
https://storage.googleapis.com/image-transcreation/part2/stories/different_abilities.jpg,"stories","a girl with crutches standing in front of a chalkboard","A young girl with crutches standing in front of a blackboard in a classroom"
https://storage.googleapis.com/image-transcreation/part2/stories/lara_the_yellow_ladybird.jpg,"stories","lara the yellow ladybird","Lara, the yellow ladybird, was flying through the colorful fields of India She was on a mission to find the perfect spot to lay her eggs As she flew, she marveled at the vibrant flowers and lush greenery around her Suddenly, she spotted a bright red flower that seemed like the perfect place for her eggs She landed on the flower and carefully laid her eggs, knowing that they would hatch into beautiful ladybirds just like her"
https://storage.googleapis.com/image-transcreation/part2/stories/friends.jpg,"stories","a group of children standing together with a soccer ball","a group of children standing together with a cricket bat"
