Concept,Image Link
"Commemoration of Atatürk, Youth and Sports Day (https://en.wikipedia.org/wiki/Commemoration_of_Atat%C3%BCrk,_Youth_and_Sports_Day)",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Festival_of_Youth_and_Sports%2C_1939%2C_Turkey.jpg/640px-Festival_of_Youth_and_Sports%2C_1939%2C_Turkey.jpg
National Sovereignty and Children's Day (https://en.wikipedia.org/wiki/National_Sovereignty_and_Children%27s_Day),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Karadut_%C4%B0lk%C3%B6gretim_okulu_23_nisan_kutlamalar%C4%B1_-_panoramio.jpg/640px-Karadut_%C4%B0lk%C3%B6gretim_okulu_23_nisan_kutlamalar%C4%B1_-_panoramio.jpg
Tutoring (https://en.wikipedia.org/wiki/Tutoring),https://yonetici.egitimkutusu.com/upload/blog-img/164f45f68d7da4.png
Cram school (https://en.wikipedia.org/wiki/Cram_school),https://i.tmgrup.com.tr/engsb/2013/11/16/614x310/650787221248.jpeg?652075026013131116060647
Karma eğitim (https://tr.wikipedia.org/wiki/Karma_e%C4%9Fitim),https://images.pexels.com/photos/8500305/pexels-photo-8500305.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
Kindergarten (https://en.wikipedia.org/wiki/Kindergarten),https://images.pexels.com/photos/8535230/pexels-photo-8535230.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
Boğaziçi University (https://en.wikipedia.org/wiki/Bo%C4%9Fazi%C3%A7i_University),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Bogazici_University.jpg/640px-Bogazici_University.jpg
Turkish folk music (https://en.wikipedia.org/wiki/Turkish_folk_music),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Alevi_Baglama_%28Turkish_folk_instrument%29_repairman%2C_who_has_been_making_baglama_for_years%2C_plays_the_instrument_he_has_repaired.jpg/640px-Alevi_Baglama_%28Turkish_folk_instrument%29_repairman%2C_who_has_been_making_baglama_for_years%2C_plays_the_instrument_he_has_repaired.jpg
Anatolian rock (https://en.wikipedia.org/wiki/Anatolian_rock),https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Yol_Arkada%C5%9Flar%C4%B1.jpg/640px-Yol_Arkada%C5%9Flar%C4%B1.jpg
Arabesque (Turkish music) (https://en.wikipedia.org/wiki/Arabesque_(Turkish_music)),https://upload.wikimedia.org/wikipedia/commons/0/08/Lumiere_1070.jpg
Pop music (https://en.wikipedia.org/wiki/Pop_music)',https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/O_cantor_Ursu_Martins_se_apresentando_no_Restaurante_e_Lanchonete_%C3%82ncora_de_Praia_Seca_no_Rio_de_Janeiro.jpg/640px-O_cantor_Ursu_Martins_se_apresentando_no_Restaurante_e_Lanchonete_%C3%82ncora_de_Praia_Seca_no_Rio_de_Janeiro.jpg
Ottoman music (https://en.wikipedia.org/wiki/Ottoman_music),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Mehter_zil_and_nakkare.jpg/640px-Mehter_zil_and_nakkare.jpg
Anatolian rug (https://en.wikipedia.org/wiki/Anatolian_rug),https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Central_Anatolian_Large_Tribal_Rug._CL_Lane_Collection.jpg/640px-Central_Anatolian_Large_Tribal_Rug._CL_Lane_Collection.jpg
Paper marbling (https://en.wikipedia.org/wiki/Paper_marbling),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ebru_s%C9%99n%C9%99ti_4.png/640px-Ebru_s%C9%99n%C9%99ti_4.png
Graffiti (https://en.wikipedia.org/wiki/Graffiti),https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Grafiti_in_Istanbul2.jpg/1280px-Grafiti_in_Istanbul2.jpg
Ottoman miniature (https://en.wikipedia.org/wiki/Ottoman_miniature),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Selim_I_%26_Piri_Mehmed_Pa%C5%9Fa.jpg/640px-Selim_I_%26_Piri_Mehmed_Pa%C5%9Fa.jpg
Calligraphy (https://en.wikipedia.org/wiki/Calligraphy),https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Hattat_mehmet_sefik.png/677px-Hattat_mehmet_sefik.png?20200131132733
Christianity (https://en.wikipedia.org/wiki/Christianity),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Kilise_Genel_cropped.jpg/640px-Kilise_Genel_cropped.jpg
Judaism (https://en.wikipedia.org/wiki/Judaism),https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Western_wall_jerusalem_night.jpg/250px-Western_wall_jerusalem_night.jpg
Alevism (https://en.wikipedia.org/wiki/Alevism),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/%C5%9Eahkulu_Sultan_Dergahi_Cemevi%2C_ein_sehr_altes_Gebetshaus.jpg/640px-%C5%9Eahkulu_Sultan_Dergahi_Cemevi%2C_ein_sehr_altes_Gebetshaus.jpg
Islam (https://en.wikipedia.org/wiki/Islam),https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Exterior_of_Sultan_Ahmed_I_Mosque_in_Istanbul%2C_Turkey_002.jpg/640px-Exterior_of_Sultan_Ahmed_I_Mosque_in_Istanbul%2C_Turkey_002.jpg
Deism (https://en.wikipedia.org/wiki/Deism),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/NGC_4414_%28NASA-med%29.jpg/1280px-NGC_4414_%28NASA-med%29.jpg
