Concept,Image Link
Mango (https://en.wikipedia.org/wiki/Mango),https://images.app.goo.gl/AyJRn6j25H5Z9oJB8
Pineapple (https://en.wikipedia.org/wiki/Pineapple),https://images.app.goo.gl/Wdr9QhATSavdY2Lz8
Cassava (https://en.wikipedia.org/wiki/Cassava),https://images.app.goo.gl/P948nz5QHS1oA4ESA
Okra (https://en.wikipedia.org/wiki/Okra),https://images.app.goo.gl/s8qj75KqLExsjGCa6
Yam (https://en.wikipedia.org/wiki/Yam_(vegetable)),https://images.app.goo.gl/vgC1mNzFWi2yZuhEA
Pumpkin (https://en.wikipedia.org/wiki/Pumpkin),https://images.app.goo.gl/7B2gnCxxiFZNHmPH7
Potato (https://en.wikipedia.org/wiki/Potato),https://images.app.goo.gl/wDMrnqz1E9KfigmQ8
Soybean (https://en.wikipedia.org/wiki/Soybean),https://images.app.goo.gl/SAJforYKT1ZhuDCy9
Coffee (https://en.wikipedia.org/wiki/Coffee),https://images.app.goo.gl/xtA5bzBb4qQtbqiXA
Sugarcane (https://en.wikipedia.org/wiki/Sugarcane),https://images.app.goo.gl/bEcLA663LZHjMxsN6
Livestock (https://en.wikipedia.org/wiki/Livestock),https://images.app.goo.gl/VkphjjN4y9gVpXMY6
Maize (https://en.wikipedia.org/wiki/Maize),https://images.app.goo.gl/qz5mrTDkDwEowo2a6
Mortar and pestle (https://en.wikipedia.org/wiki/Mortar_and_pestle),https://images.app.goo.gl/X3dpLVo1vZrthwk88
Barbecue grill (https://en.wikipedia.org/wiki/Barbecue_grill),https://images.app.goo.gl/TN8kYB243KreHR5y9
Pressure cooking (https://en.wikipedia.org/wiki/Pressure_cooking),https://images.app.goo.gl/PTJr3SUok1zaFLi57
Squeegee (https://en.wikipedia.org/wiki/Squeegee),https://images.app.goo.gl/ZiGQUr611cNhGmX46
Wooden spoon (https://en.wikipedia.org/wiki/Wooden_spoon),https://images.app.goo.gl/NuAyxaWcKzdaGcFeA
Capoeira (https://en.wikipedia.org/wiki/Capoeira),https://images.app.goo.gl/4BenKJC2HTgJGrU47
Volleyball (https://en.wikipedia.org/wiki/Volleyball),https://images.app.goo.gl/5tBCStLekJ8b6FY69
Association football (https://en.wikipedia.org/wiki/Association_football),https://images.app.goo.gl/wkJ74bP3uamLDhwz5
Brazilian jiu-jitsu (https://en.wikipedia.org/wiki/Brazilian_jiu-jitsu),https://images.app.goo.gl/toMS3D6XdcHbkYA28
Futsal (https://en.wikipedia.org/wiki/Futsal),https://images.app.goo.gl/eKwD9exMUUbc2fBe9
Festa Junina (https://en.wikipedia.org/wiki/Festa_Junina),https://images.app.goo.gl/QZjGJivzHzALZeuj9
Brazilian Carnival (https://en.wikipedia.org/wiki/Brazilian_Carnival),https://images.app.goo.gl/1LNPYiQi4hHyw2qC8
Independence Day (Brazil) (https://en.wikipedia.org/wiki/Independence_Day_(Brazil)),https://images.app.goo.gl/4PPrgx8ku9uSpdBY8
New Year's Eve (https://en.wikipedia.org/wiki/New_Year%27s_Eve),https://images.app.goo.gl/o63e7JTPLbcTTEj28
Congada (https://fr.wikipedia.org/wiki/Congada),https://images.app.goo.gl/LwPsMKMEDVybSdtH9
Federal University of Rio de Janeiro (https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro),https://images.app.goo.gl/CpQ8ccJKxmYqVBcv9
National High School Exam (https://en.wikipedia.org/wiki/National_High_School_Exam),https://images.app.goo.gl/7P7PbVjozFG4Sf6G9
Escola (https://pt.wikipedia.org/wiki/Escola),https://images.app.goo.gl/bpdqhS1hC6Cx9TMS8
Whiteboard (https://en.wikipedia.org/wiki/Whiteboard),https://images.app.goo.gl/CwR3vGAPJkpDYSYr9
KWL table (https://en.wikipedia.org/wiki/KWL_table),https://images.app.goo.gl/1Rxpfppd1hqwhYDw5
Samba (https://en.wikipedia.org/wiki/Samba),https://images.app.goo.gl/GcuEpJ4ubBF5XzPC9
Bossa nova (https://en.wikipedia.org/wiki/Bossa_nova),https://images.app.goo.gl/mHRpccTmHkEZ5JtE7
Forró (https://en.wikipedia.org/wiki/Forr%C3%B3),https://images.app.goo.gl/85tCZjg8x32XsS7r8
Música popular brasileira (MPB) (https://en.wikipedia.org/wiki/M%C3%BAsica_popular_brasileira),https://images.app.goo.gl/pqTHxZ2J1VDoN1CF7
Funk carioca (https://en.wikipedia.org/wiki/Funk_carioca),https://images.app.goo.gl/5iWpDxyjcqvCi1Jf9
Graffiti (https://en.wikipedia.org/wiki/Graffiti),https://images.app.goo.gl/3e2zsgzsRkWYJGZR6
Barroco no Brasil (https://pt.wikipedia.org/wiki/Barroco_no_Brasil),https://images.app.goo.gl/X7qXnTvsp2t5nHby9
Tropicália (art movement) (https://en.wikipedia.org/wiki/Tropic%C3%A1lia_(art_movement)) ,https://images.app.goo.gl/AABJGy6MZyEWVu7r6
Brazilian Street Art (https://en.wikipedia.org/wiki/Brazilian_Street_Art),https://images.app.goo.gl/5Y6sMwRW4kG81fKA9
Modernism in Brazil (https://en.wikipedia.org/wiki/Modernism_in_Brazil),https://images.app.goo.gl/QADDrTXdpiacFANU7
Umbanda (https://en.wikipedia.org/wiki/Umbanda),https://images.app.goo.gl/RnW7jqNpJCspe1yt7
Catholic Church (https://en.wikipedia.org/wiki/Catholic_Church),https://images.app.goo.gl/q6tpzjdLaynXKnP3A
Candomblé (https://en.wikipedia.org/wiki/Candomblé),https://images.app.goo.gl/LFKZYHhhsD7uSLzXA
Protestantism in Brazil (https://en.wikipedia.org/wiki/Protestantism_in_Brazil),https://images.app.goo.gl/MqPoPDubSEKmu7eE7
Kardecist Spiritism (https://en.wikipedia.org/wiki/Kardecist_spiritism),https://images.app.goo.gl/e92uckMmbvYnQ2h7A
