Concept,Image Link
Casas típicas de Santana (https://pt.wikipedia.org/wiki/Casas_t%C3%ADpicas_de_Santana),https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/BudynochkySantana.JPG/1280px-BudynochkySantana.JPG
Palácio Nacional de Belém (https://pt.wikipedia.org/wiki/Pal%C3%A1cio_Nacional_de_Bel%C3%A9m),https://upload.wikimedia.org/wikipedia/commons/c/c9/Pal%C3%A1cio_de_Bel%C3%A9m_-_Lisboa_-_Portugal_%285284626059%29.jpg
Palácio de Cristal (Porto) (https://pt.wikipedia.org/wiki/Pal%C3%A1cio_de_Cristal_(Porto)),https://live.staticflickr.com/855/26804994907_531dfa7d1e_b.jpg
Piódão (https://pt.wikipedia.org/wiki/Pi%C3%B3d%C3%A3o),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Piodao.jpg/1280px-Piodao.jpg
Dianthus caryophyllus (https://en.wikipedia.org/wiki/Dianthus_caryophyllus),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/W_carnation4051.jpg/330px-W_carnation4051.jpg
Girassol (https://pt.wikipedia.org/wiki/Girassol),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/SunflowerSunset2.jpg/1280px-SunflowerSunset2.jpg
Orquídea (https://pt.wikipedia.org/wiki/Orqu%C3%ADdea),https://upload.wikimedia.org/wikipedia/commons/4/43/Orquideas_tradicionales.JPG
Bellis annua (https://pt.wikipedia.org/wiki/Bellis_annua),https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Bellisannua1.jpg/420px-Bellisannua1.jpg
Magnolia (https://pt.wikipedia.org/wiki/Magnolia),https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Magn%C3%B2lia_a_Verbania.JPG/380px-Magn%C3%B2lia_a_Verbania.JPG
Grape (https://en.wikipedia.org/wiki/Grape),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Riesling_grapes_leaves.jpg/420px-Riesling_grapes_leaves.jpg
Orange (https://en.wikipedia.org/wiki/Orange_(fruit)),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/OrangeBloss_wb.jpg/330px-OrangeBloss_wb.jpg
Apple (https://en.wikipedia.org/wiki/Apple),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Tellissaare.JPG/330px-Tellissaare.JPG
Peach (https://en.wikipedia.org/wiki/Peach),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Autumn_Red_peaches.jpg/1280px-Autumn_Red_peaches.jpg
Plum (https://en.wikipedia.org/wiki/Plum),https://upload.wikimedia.org/wikipedia/commons/a/a9/Slivka.JPG
Zucchini (https://en.wikipedia.org/wiki/Zucchini),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Courgette_Cucurbita_pepo.jpg/420px-Courgette_Cucurbita_pepo.jpg
Potato (https://en.wikipedia.org/wiki/Potato),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Potato_variety_Agata.jpg/1280px-Potato_variety_Agata.jpg
Pumpkin (https://en.wikipedia.org/wiki/Pumpkin),https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Pumpkins.jpg/330px-Pumpkins.jpg
Lettuce (https://en.wikipedia.org/wiki/Lettuce),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Romaine_lettuce.jpg/1024px-Romaine_lettuce.jpg
Beterraba (https://pt.wikipedia.org/wiki/Beterraba),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Beets-Bundle.jpg/330px-Beets-Bundle.jpg
Maize (https://en.wikipedia.org/wiki/Maize),https://upload.wikimedia.org/wikipedia/commons/7/79/VegCorn.jpg
Olive (https://pt.wikipedia.org/wiki/Olivicultura),https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Marinated_olives.jpg/1280px-Marinated_olives.jpg
Vinificação (https://pt.wikipedia.org/wiki/Vinifica%C3%A7%C3%A3o),https://upload.wikimedia.org/wikipedia/commons/7/72/Vinho_do_Porto_no_cave_de_Cal%C3%A9m.jpg
Nut (fruit) (https://en.wikipedia.org/wiki/Nut_(fruit)),https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Fancy_raw_mixed_nuts_macro.jpg/330px-Fancy_raw_mixed_nuts_macro.jpg
Floricultura (https://pt.wikipedia.org/wiki/Floricultura),https://images.pexels.com/photos/185670/pexels-photo-185670.jpeg
Wooden spoon (https://en.wikipedia.org/wiki/Wooden_spoon),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Wooden_Spoon.jpg/330px-Wooden_Spoon.jpg
Nutcracker (https://en.wikipedia.org/wiki/Nutcracker),https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/N%C3%BCsse_mit_Nusszange_%28Nussknacker%29_%2811545246275%29.jpg/330px-N%C3%BCsse_mit_Nusszange_%28Nussknacker%29_%2811545246275%29.jpg
Assadeira (https://pt.wikipedia.org/wiki/Assadeira),https://st3.depositphotos.com/14426936/18117/i/1600/depositphotos_181173880-stock-photo-baked-potatoes-cooked-baking-tray.jpg
Almofariz (https://pt.wikipedia.org/wiki/Almofariz),https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Black_peppercorns_with_mortar_and_pestle.jpg/375px-Black_peppercorns_with_mortar_and_pestle.jpg
Chave inglesa (https://pt.wikipedia.org/wiki/Chave_inglesa),https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Adjustablewrenches.jpg/375px-Adjustablewrenches.jpg
Basketball (https://en.wikipedia.org/wiki/Basketball),https://images.pexels.com/photos/974502/pexels-photo-974502.jpeg
Association football (https://en.wikipedia.org/wiki/Association_football),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Ryan_Valentine_scores.jpg/1280px-Ryan_Valentine_scores.jpg
Handball (https://en.wikipedia.org/wiki/Handball),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/7m_Penalty_Handball.jpg/420px-7m_Penalty_Handball.jpg
Roller hockey (https://en.wikipedia.org/wiki/Roller_hockey),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/ERG-Iserlohn1.JPG/1024px-ERG-Iserlohn1.JPG
Tennis (https://en.wikipedia.org/wiki/Tennis),https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/ND_DN_2006FO.jpg/1024px-ND_DN_2006FO.jpg
Easter (https://en.wikipedia.org/wiki/Easter),https://upload.wikimedia.org/wikipedia/commons/4/48/Pascoa_na_Rua_da_Boavista_%284%29.JPG
Christmas (https://en.wikipedia.org/wiki/Christmas),https://upload.wikimedia.org/wikipedia/commons/5/57/Christmas_Lisbon_2005_c.JPG
Natal (https://pt.wikipedia.org/wiki/Natal),https://upload.wikimedia.org/wikipedia/commons/5/57/Christmas_Lisbon_2005_c.JPG
Páscoa (https://pt.wikipedia.org/wiki/P%C3%A1scoa),https://upload.wikimedia.org/wikipedia/commons/4/48/Pascoa_na_Rua_da_Boavista_%284%29.JPG
Noite branca (https://pt.wikipedia.org/wiki/Noite_branca),https://live.staticflickr.com/1844/42356985620_9abaa89e13_b.jpg
University of Coimbra (https://en.wikipedia.org/wiki/University_of_Coimbra),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Coimbra_December_2011-19a.jpg/1280px-Coimbra_December_2011-19a.jpg
Exames Nacionais do Ensino Secundário (https://en.wikipedia.org/wiki/Exames_Nacionais_do_Ensino_Secundário),https://upload.wikimedia.org/wikipedia/commons/3/3d/SEGUNDO_DIA_DE_PROVAS_DO_ENEM_2017_%2838312109176%29.jpg
Creche (https://pt.wikipedia.org/wiki/Creche),https://live.staticflickr.com/3837/15171894187_1abda305c0_b.jpg
Computer (https://en.wikipedia.org/wiki/Computer),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa-NEbrigmfjBzevxm8K7bC1tSuykWKtmgbw&usqp=CAU
Blackboard (https://en.wikipedia.org/wiki/Blackboard),https://upload.wikimedia.org/wikipedia/commons/1/14/Craie2.jpg
Fado (https://en.wikipedia.org/wiki/Fado),https://live.staticflickr.com/3008/3108655995_f7ac0ebafa_b.jpg
Pimba (https://en.wikipedia.org/wiki/Pimba),https://upload.wikimedia.org/wikipedia/commons/1/1d/Festas_do_Pereiro_2008_com_QuimBarreiros.jpg
Música pimba (https://pt.wikipedia.org/wiki/M%C3%BAsica_pimba),https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Emanuel.JPG/1920px-Emanuel.JPG
Kizomba (https://en.wikipedia.org/wiki/Kizomba),https://upload.wikimedia.org/wikipedia/commons/d/db/20161221-IMG_0015.jpg
Cante alentejano (https://pt.wikipedia.org/wiki/Cante_alentejano),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Traditional_Musical_Group_%28136308082%29.jpg/1920px-Traditional_Musical_Group_%28136308082%29.jpg
Escultura (https://pt.wikipedia.org/wiki/Escultura),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Louvre_Venus_de_Milo_DSC00900.jpg/300px-Louvre_Venus_de_Milo_DSC00900.jpg
Azulejo (https://en.wikipedia.org/wiki/Azulejo),https://upload.wikimedia.org/wikipedia/commons/1/1f/Azulejos_Solar_de_S%C3%A3o_Cipriano.jpg
Portuguese pavement (https://en.wikipedia.org/wiki/Portuguese_pavement),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Pa%C3%A7os_das_Escolas_-_Mosaico.jpg/1920px-Pa%C3%A7os_das_Escolas_-_Mosaico.jpg
Gravura (https://pt.wikipedia.org/wiki/Gravura),https://upload.wikimedia.org/wikipedia/commons/1/1d/Gravuras_rupestres_de_Mazouco_1.jpg
Painting (https://en.wikipedia.org/wiki/Painting),https://cdn2.picryl.com/photo/2005/06/01/curso-de-pintura-a1e970-1024.jpg
Christianity (https://en.wikipedia.org/wiki/Christianity),https://live.staticflickr.com/7640/16905030795_4abe0eb3fb_b.jpg
Catholic Church (https://en.wikipedia.org/wiki/Catholic_Church),https://live.staticflickr.com/8126/8692967388_47d7580dd8_b.jpg
Orthodoxy (https://en.wikipedia.org/wiki/Orthodoxy#Christianity),https://live.staticflickr.com/65535/50713589282_7b0f6bd44c_b.jpg
Judaísmo (https://pt.wikipedia.org/wiki/Juda%C3%ADsmo),https://images.pexels.com/photos/415713/pexels-photo-415713.jpeg
Muslims (https://en.wikipedia.org/wiki/Muslims),https://st3.depositphotos.com/12982378/16632/i/1600/depositphotos_166325464-stock-photo-embracing-muslim-couple.jpg
