Concept,Image Link
Shinto shrine (https://en.wikipedia.org/wiki/Shinto_shrine),https://ja.wikipedia.org/wiki/%E7%A5%9E%E7%A4%BE#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Yasaka_Jinja.jpg
Danchi (https://en.wikipedia.org/wiki/Danchi),https://en.wikipedia.org/wiki/Danchi#/media/File:Takashimadaira_housing_development.jpg
Minka (https://en.wikipedia.org/wiki/Minka),https://en.wikipedia.org/wiki/Minka#/media/File:Okugame_minka.jpg
Kinkaku-ji (https://en.wikipedia.org/wiki/Kinkaku-ji),https://en.wikipedia.org/wiki/Kinkaku-ji#/media/File:Kinkaku-ji_the_Golden_Temple_in_Kyoto_overlooking_the_lake_-_high_rez.JPG
Buddhist temples in Japan (https://en.wikipedia.org/wiki/Buddhist_temples_in_Japan),https://en.wikipedia.org/wiki/Buddhist_temples_in_Japan#/media/File:%E7%A5%9E%E6%B3%89%E8%8B%91%E3%80%81%E4%BA%AC%E9%83%BD.jpg
Cherry blossom (https://en.wikipedia.org/wiki/Cherry_blossom),https://en.wikipedia.org/wiki/Cherry_blossom#/media/File:Sakura_and_Moss_Pink_-_%E6%A1%9C(%E3%81%95%E3%81%8F%E3%82%89)%E3%81%A8%E8%8A%9D%E6%A1%9C(%E3%81%97%E3%81%B0%E3%81%96%E3%81%8F%E3%82%89).jpg
Prunus mume (https://en.wikipedia.org/wiki/Prunus_mume),https://en.wikipedia.org/wiki/Prunus_mume#/media/File:Prunus_mume.JPG
Camellia sasanqua (https://en.wikipedia.org/wiki/Camellia_sasanqua),https://en.wikipedia.org/wiki/Camellia_sasanqua#/media/File:Camellia_sasanqua1.jpg
Hydrangea macrophylla (https://en.wikipedia.org/wiki/Hydrangea_macrophylla),https://en.wikipedia.org/wiki/Hydrangea_macrophylla#/media/File:Hydrangea_macrophylla_01_Crop.jpg
Chrysanthemum (https://en.wikipedia.org/wiki/Chrysanthemum),https://en.wikipedia.org/wiki/Chrysanthemum#/media/File:Chrysanthemum_nangkingense.jpg
Citrus unshiu (https://en.wikipedia.org/wiki/Citrus_unshiu),https://en.wikipedia.org/wiki/Citrus_unshiu#/media/File:Citrus_unshiu_20101127_c.jpg
Apple (https://en.wikipedia.org/wiki/Apple),https://en.wikipedia.org/wiki/Apple#/media/File:Pink_lady_and_cross_section.jpg
Watermelon (https://en.wikipedia.org/wiki/Watermelon),https://en.wikipedia.org/wiki/Watermelon#/media/File:Watermelon_cross_BNC.jpg
Kyoho (grape) (https://en.wikipedia.org/wiki/Kyoho_(grape)),https://en.wikipedia.org/wiki/Kyoho_(grape)#/media/File:Japan's_Kyoho_Grapes.jpg
Peach (https://en.wikipedia.org/wiki/Peach),https://ja.wikipedia.org/wiki/%E3%83%A2%E3%83%A2#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Flameprince_peaches.jpg
Cabbage (https://en.wikipedia.org/wiki/Cabbage),https://en.wikipedia.org/wiki/Cabbage#/media/File:Cabbage_and_cross_section_on_white.jpg
Daikon (https://en.wikipedia.org/wiki/Daikon),https://en.wikipedia.org/wiki/Daikon#/media/File:Different_kinds_of_White_Radish.png
Shiitake (https://en.wikipedia.org/wiki/Shiitake),https://en.wikipedia.org/wiki/Shiitake#/media/File:Shiitakegrowing.jpg
Mizuna (https://en.wikipedia.org/wiki/Mizuna),https://en.wikipedia.org/wiki/Mizuna#/media/File:Mizuna_001.jpg
Wasabi (https://en.wikipedia.org/wiki/Wasabi),https://en.wikipedia.org/wiki/Wasabi#/media/File:Wasabi_002.jpg
Fishery (https://en.wikipedia.org/wiki/Fishery),"https://en.wikipedia.org/wiki/Fishery#/media/File:Faina_de_Pesca,Sesimbra.jpg"
Dairy (https://en.wikipedia.org/wiki/Dairy),https://ja.wikipedia.org/wiki/%E9%85%AA%E8%BE%B2#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:%E6%97%A5%E6%9C%AC%E3%81%AE%E9%85%AA%E8%BE%B2_%E4%B9%B3%E7%89%9B.jpg
Poultry farming (https://en.wikipedia.org/wiki/Poultry_farming),"https://en.wikipedia.org/wiki/Poultry_farming#/media/File:Battery_hens_-Bastos,_Sao_Paulo,_Brazil-31March2007.jpg"
Pig farming (https://en.wikipedia.org/wiki/Pig_farming),https://en.wikipedia.org/wiki/Pig_farming#/media/File:JEFO-Pigs.jpg
稲作 (https://ja.wikipedia.org/wiki/%E7%A8%B2%E4%BD%9C),https://ja.wikipedia.org/wiki/%E7%A8%B2%E4%BD%9C#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Tranplant-rice-tahiland.JPG
Suribachi (https://en.wikipedia.org/wiki/Suribachi),https://en.wikipedia.org/wiki/Suribachi#/media/File:Suribachi.MortarPestle.jpg
箒 (https://ja.wikipedia.org/wiki/%E7%AE%92),https://en.wikipedia.org/wiki/Broom#/media/File:BroomsforSale.jpg
砥石 (https://ja.wikipedia.org/wiki/%E7%A0%A5%E7%9F%B3),https://en.wikipedia.org/wiki/Sharpening_stone#/media/File:Sharpeningstone1.jpg
蠅叩き (https://ja.wikipedia.org/wiki/%E8%A0%85%E5%8F%A9%E3%81%8D),https://en.wikipedia.org/wiki/Fly-killing_device#/media/File:Fly-swatter.jpg
計量スプーン (https://ja.wikipedia.org/wiki/%E8%A8%88%E9%87%8F%E3%82%B9%E3%83%97%E3%83%BC%E3%83%B3),https://en.wikipedia.org/wiki/Measuring_spoon#/media/File:MeasuringSpoons.jpg
Baseball (https://en.wikipedia.org/wiki/Baseball),"https://en.wikipedia.org/wiki/Baseball#/media/File:Tommy_Milone_gives_up_a_home_run_to_Mike_Trout_on_May_21,_2017.jpg"
Football (https://en.wikipedia.org/wiki/Football),"https://en.wikipedia.org/wiki/Football#/media/File:Football_in_Bloomington,_Indiana,_1995.jpg"
Sumo (https://en.m.wikipedia.org/wiki/Sumo),https://en.m.wikipedia.org/wiki/Sumo#/media/File%3AAsashoryu_fight_Jan08.JPG
Karate (https://en.wikipedia.org/wiki/Karate),https://en.wikipedia.org/wiki/Karate#/media/File:Karate_WC_Tampere_2006-1.jpg
Table tennis (https://en.wikipedia.org/wiki/Table_tennis),https://en.wikipedia.org/wiki/Table_tennis#/media/File:Mondial_Ping_-_Men's_Singles_-_Round_4_-_Kenta_Matsudaira-Vladimir_Samsonov_-_57.jpg
Japanese New Year (https://en.wikipedia.org/wiki/Japanese_New_Year),https://en.wikipedia.org/wiki/Japanese_New_Year#/media/File:Kadomatsu_M1181.jpg
Tanabata (https://en.wikipedia.org/wiki/Tanabata),https://en.wikipedia.org/wiki/Tanabata#/media/File:Fussa_Tanabata_Festival-Tokyo.jpg
Hinamatsuri (https://en.wikipedia.org/wiki/Hinamatsuri),https://en.wikipedia.org/wiki/Hinamatsuri#/media/File:Ist_di_Cultura_giapponese_-_altare_della_festa_delle_bambole_P1100919.JPG
Coming of Age Day (https://en.m.wikipedia.org/wiki/Coming_of_Age_Day),https://en.m.wikipedia.org/wiki/Coming_of_Age_Day#/media/File%3AYoung_ladies_at_Harajuku.jpg
Bon (festival) (https://en.wikipedia.org/wiki/Bon_(festival)),https://en.wikipedia.org/wiki/Bon_(festival)#/media/File:%E5%85%AD%E6%9C%AC%E6%9C%A8%E3%83%92%E3%83%AB%E3%82%BA%E7%9B%86%E8%B8%8A%E3%82%8A%E4%B8%89%E6%9C%AC%E7%B7%A0%E3%82%81.jpg
Vocational School (https://ja.wikipedia.org/wiki/%E5%B0%82%E9%96%80%E5%AD%A6%E6%A0%A1),https://www.google.com/search?sca_esv=9b74a4c0b9e67cb5&sxsrf=ACQVn09735fG3sZ_q95WWn0VkSDjLGc4RQ:1710376199781&q=%E5%B0%82%E9%96%80%E5%AD%A6%E6%A0%A1&tbm=isch&source=lnms&sa=X&ved=2ahUKEwjawcfuv_KEAxVqZfUHHdktD_wQ0pQJegQIERAB&biw=1528&bih=708&dpr=1.25
Blackboard (https://en.wikipedia.org/wiki/Blackboard),https://en.wikipedia.org/wiki/Blackboard#/media/File:Chemistry-related_rear_blackboard_art_at_a_classroom_of_Beijing_101_Middle_School_(20111201165624).jpg
Randoseru (https://en.wikipedia.org/wiki/Randoseru),https://en.wikipedia.org/wiki/Randoseru#/media/File:JapaneseBackpack.jpg
Juku (https://en.wikipedia.org/wiki/Juku),https://en.wikipedia.org/wiki/Juku#/media/File:Yoyogi_Seminer_Nagoya.JPG
Pencil case (https://en.wikipedia.org/wiki/Pencil_case),https://en.wikipedia.org/wiki/Pencil_case#/media/File:Skolni_penal.jpg
J-pop (https://en.wikipedia.org/wiki/J-pop),https://www.google.com/search?q=J-pop&tbm=isch&ved=2ahUKEwiao-aewPKEAxXP2zQHHbxWBHUQ2-cCegQIABAA&oq=J-pop&gs_lp=EgNpbWciBUotcG9wSOoIUJIHWJIHcAB4AJABAJgBmAGgAZgBqgEDMC4xuAEDyAEA-AEBigILZ3dzLXdpei1pbWeIBgE&sclient=img&ei=bEXyZZq9Oc-30-kPvK2RqAc&bih=708&biw=1528
Enka (https://en.wikipedia.org/wiki/Enka),https://www.google.com/search?q=Enka&tbm=isch&ved=2ahUKEwiYg_CgwPKEAxXoyjQHHb7oC_QQ2-cCegQIABAA&oq=Enka&gs_lp=EgNpbWciBEVua2EyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGARI1QhQzgNYzgNwAHgAkAEAmAG2AaAB0wKqAQMwLjK4AQPIAQD4AQGKAgtnd3Mtd2l6LWltZ8ICBRAAGIAEiAYB&sclient=img&ei=cUXyZdiGEuiV0-kPvtGvoA8&bih=708&biw=1528
Anime song (https://en.wikipedia.org/wiki/Anime_song),https://www.google.com/search?q=Anime+song&tbm=isch&ved=2ahUKEwip2-G1wPKEAxVzW_UHHUdsCWgQ2-cCegQIABAA&oq=Anime+song&gs_lp=EgNpbWciCkFuaW1lIHNvbmcyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBxAAGIAEGAQyBRAAGIAEMgQQABgeMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMgYQABgHGB5Iw1hQuQRYhVNwAngAkAEAmAGEAqAB2gmqAQUwLjMuM7gBA8gBAPgBAYoCC2d3cy13aXotaW1niAYB&sclient=img&ei=nUXyZemYBvO21e8Px9ilwAY&bih=708&biw=1528
Hamasaki Ayumi (https://ja.m.wikipedia.org/wiki/Hamasaki_Ayumi),https://ja.m.wikipedia.org/wiki/%E6%B5%9C%E5%B4%8E%E3%81%82%E3%82%86%E3%81%BF#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%3AAyumi_Hamasaki_2007.jpg
Gagaku (https://en.wikipedia.org/wiki/Gagaku),https://ja.wikipedia.org/wiki/%E9%9B%85%E6%A5%BD#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Ladies_of_the_mikados_court_performing_the_butterfly_danceJ._M._W._Silver.jpg
Ukiyo-e (https://en.wikipedia.org/wiki/Ukiyo-e),"https://en.wikipedia.org/wiki/Sharaku#/media/File:Toshusai_Sharaku-_Otani_Oniji,_1794.jpg"
Ink wash painting (https://en.wikipedia.org/wiki/Ink_wash_painting),https://en.wikipedia.org/wiki/Ink_wash_painting#/media/File:Immortal_in_Splashed_Ink.jpg
Japanese garden (https://en.wikipedia.org/wiki/Japanese_garden),"https://en.wikipedia.org/wiki/File:Japanese_Garden,_Tatton_Park,_wide_view.jpg"
Japanese calligraphy (https://en.wikipedia.org/wiki/Japanese_calligraphy),https://en.wikipedia.org/wiki/Japanese_calligraphy#/media/File:KeitenAijin.jpg
Origami (https://en.wikipedia.org/wiki/Origami),https://en.wikipedia.org/wiki/Origami#/media/File:Cranes_made_by_Origami_paper.jpg
Buddhism (https://en.wikipedia.org/wiki/Buddhism),https://ja.wikipedia.org/wiki/%E4%BB%8F%E6%95%99#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Buddhist_Monuments_in_the_Horyu-ji_Area-122502.jpg
Shinto (https://en.wikipedia.org/wiki/Shinto),https://ja.wikipedia.org/wiki/%E7%A5%9E%E9%81%93#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Tamagushi.jpg
Christianity (https://en.wikipedia.org/wiki/Christianity),https://en.wikipedia.org/wiki/Christianity#/media/File:The_Church_of_the_Holy_Sepulchre-Jerusalem.JPG
Irreligion (https://en.wikipedia.org/wiki/Irreligion),https://www.google.com/search?q=Irreligion&tbm=isch&ved=2ahUKEwjZqOfLwPKEAxX1hK8BHemfAIIQ2-cCegQIABAA&oq=Irreligion&gs_lp=EgNpbWciCklycmVsaWdpb24yBxAAGIAEGBMyBxAAGIAEGBMyBxAAGIAEGBMyBxAAGIAEGBMyBxAAGIAEGBMyBxAAGIAEGBMyBxAAGIAEGBMyBhAAGB4YEzIGEAAYHhgTMgYQABgeGBNI2QlQyQVYyQVwAHgAkAEAmAGDAqAB-gOqAQMyLTK4AQPIAQD4AQGKAgtnd3Mtd2l6LWltZ8ICBxAAGIAEGATCAgUQABiABMICBBAAGB7CAgYQABgHGB6IBgE&sclient=img&ei=y0XyZZmXFPWJvr0P6b-CkAg&bih=708&biw=1528
Nichiren-shū (https://en.wikipedia.org/wiki/Nichiren-sh%C5%AB),https://ja.wikipedia.org/wiki/%E6%97%A5%E8%93%AE%E5%AE%97#/media/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:%E6%97%A5%E8%93%AE%E5%AE%97%E6%A9%98%EF%BC%88%E6%97%A5%E8%93%AE%E5%AE%97%E3%81%AE%E5%AE%97%E7%B4%8B%EF%BC%89%E3%83%BB%E5%B9%B3%E4%BA%95%E7%AD%92%E3%81%AB%E6%A9%98.png
