src_image_path,tgt_image_path,caption,llm_edit,retrieved_caption
https://storage.googleapis.com/image-transcreation/part1/india/food_Samosa.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_food_Samosa.jpg,"two samosas sitting on a leaf on a table","two coxinhas resting on a banana leaf on a table in Brazil","Coliseu do Forró"
https://storage.googleapis.com/image-transcreation/part1/india/food_Chicken-tikka-masala.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_food_Chicken-tikka-masala.jpg,"a plate of food on a table with spoons and forks","a dish of Brazilian cuisine on a table with cutlery","Buffets de Churrasco Completo no Grajau - Buffet de Churrasco Delivery"
https://storage.googleapis.com/image-transcreation/part1/india/food_Dosa.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_food_Dosa.jpg,"a black plate with a long dosa on it","a black plate with a large pão de queijo on it","Feijao-jalo-tipo-1-Campo-Belo-500g"
https://storage.googleapis.com/image-transcreation/part1/india/food_Tandoori-chicken.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_food_Tandoori-chicken.jpg,"a yellow plate with chicken on it and a spoon","a plate with chicken and a spoon on it, all in a bright yellow color","The Alitalia  - Book Of Authentic - Italian Cooking"
https://storage.googleapis.com/image-transcreation/part1/india/food_Biryani.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_food_Biryani.jpg,"a plate of food on a table with condiments","a dish of Brazilian cuisine on a table with traditional seasonings","Grilled Sardines Plate with Red Pepper and Potato in a Portuguese Restaurant"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_nimbu-paani.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_beverages_nimbu-paani.jpg,"three glasses filled with lemonade and garnished with a slice of lime","three glasses filled with caipirinha and garnished with a slice of lime","cachaca-eng-caipime"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_lassi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_beverages_lassi.jpg,"a cup of coffee sitting on a red table","a cup of coffee sitting on a green and yellow table in Brazil","cafe-verde-green-coffee-em-capsulas-nutriblue-nutricional"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_filter-coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_beverages_filter-coffee.jpg,"a cup of coffee sitting on top of a table","a cup of Brazilian coffee resting on a table","Cup of coffee with coffee beans on a brown wooden background"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_kingfisher-beer.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_beverages_kingfisher-beer.jpg,"a bottle of beer sitting on a table next to a glass","a bottle of cachaça sitting on a table next to a shot glass","cachaca-bocaina-ouro-670ml-00262_1"
https://storage.googleapis.com/image-transcreation/part1/india/beverages_chai.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_beverages_chai.jpg,"three cups of coffee sitting on a table","three cups of cafézinho sitting on a mesa","Caneca Harry Potter Mod 9"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Kurta.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_clothing_Kurta.jpg,"a woman wearing a white dress and pink leggings","a woman wearing a white dress and pink leggings in Brazil","Legging Elastic Adventure"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Churidar.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_clothing_Churidar.jpg,"a woman in a blue dress posing for a picture","a woman wearing a blue dress posing for a photo in Brazil","'Princy Cavalcante; do ''BBB14'''"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Sari.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_clothing_Sari.jpg,"a woman in a green sari standing in a field","a woman wearing a traditional dress in vibrant green, standing in a lush field in Brazil","https://retomada.turismo.gov.br/wp-content/uploads/2020/12/FB_PARCEIROS_Cards_Estados_A_PA-Salvaterra.jpg"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Shalwar-kameez.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_clothing_Shalwar-kameez.jpg,"a man wearing a blue shirt and brown pants","a man wearing a green and yellow jersey and khaki shorts","Camiseta Color Dry Workout SS – CST-300 - Masculino - P -"
https://storage.googleapis.com/image-transcreation/part1/india/clothing_Lehenga.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_clothing_Lehenga.jpg,"a beautiful woman wearing a green and pink lehenga","a stunning woman wearing a green and pink lehenga","Granting-Wishes"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Bungalow.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_houses_Bungalow.jpg,"a large white house lit up at night","a big white house illuminated at night in Brazil","Brazils newly sworn-in President Jair Bolsonaro is pictured during his inauguration ceremony; at the Congress in Brasilia on January 1; 2019. - Bolsonaro takes office with promises to radically change the path taken by Latin Americas biggest country by trashing decades of centre-left policies. (Photo by NELSON ALMEIDA / AFP)Editoria: POLLocal: BrasíliaIndexador: NELSON ALMEIDASecao: governmentFonte: AFPFotógrafo: STF"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Mosque.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_houses_Mosque.jpg,"a group of people standing in front of a large building","a group of people standing in front of a grandiose building in Brazil","In one year; more than 100 law students and professors had international ex"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Hut.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_houses_Hut.jpg,"a small hut with a tin roof in the woods","a small hut with a metal roof in the jungle","Camping Chalé Quintal Amazon"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Temple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_houses_Temple.jpg,"a large golden building in the middle of a body of water","a majestic golden palace situated in the heart of a lagoon","City Palace view from the lake. Udaipur; Rajasthan; India"
https://storage.googleapis.com/image-transcreation/part1/india/houses_Villa.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_houses_Villa.jpg,"a large white and blue house with stairs leading up to it","a big white and blue house with stairs leading up to it in Brazil","FAZENDA PECURIA SUL BA"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Marigold.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_flower_Marigold.jpg,"a couple of yellow flowers next to a log","a pair of yellow flowers next to a tree trunk","guloseimas cigarrinho-chocolate"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Jasmine.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_flower_Jasmine.jpg,"two women wearing saris with flowers in their hair","two women wearing traditional Indian saris with colorful flowers in their hair, a common sight in Brazil's vibrant and diverse culture","Chá Beneficente da Kodomo no Sono 2019"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Hibiscus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_flower_Hibiscus.jpg,"a yellow flower with a red center hanging from a tree","a yellow flower with a red center hanging from a tree in the Brazilian countryside","Camping Chalé Quintal Amazon"
https://storage.googleapis.com/image-transcreation/part1/india/flower_Indian-Lotus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_flower_Indian-Lotus.jpg,"a close up of a pink lotus flower","a close up of a pink Brazilian lotus flower","If in fact you aspire to conquer happiness; have a go at self-awareness. Se de fato anelas pela conquista da felicidade; tenta o autoencontro."
https://storage.googleapis.com/image-transcreation/part1/india/flower_Rose.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_flower_Rose.jpg,"a red rose with green leaves in front of a wall","a red rose with green leaves in front of a colorful mural","best-cities-to-see-street-art-7-3"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Lychee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_fruit_Lychee.jpg,"a pile of red fruit on a white surface","a heap of red fruits on a white table","TOMATE 490G"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Chikoo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_fruit_Chikoo.jpg,"a piece of fruit that has been cut in half","a half of a fruit that has been sliced","colorful-fruit_1417-1529"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_fruit_Mango.jpg,"a bunch of yellow mangoes in a crate","a crate full of juicy yellow mangoes in Brazil","Frutos do Mar"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_fruit_Guava.jpg,"a bunch of green guavas sitting on top of each other","a pile of green guavas stacked on top of each other in Brazil","Logo da Frutos de Goiás case de marketing da Agência Kaizen"
https://storage.googleapis.com/image-transcreation/part1/india/fruit_Papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_fruit_Papaya.jpg,"a half of a papaya sitting on a table next to a glass of orange juice","a half of a papaya sitting on a table next to a glass of fresh orange juice","Naked 100 Juice - Hawaiian Pog  60 ml"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Spinach.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_vegetable_Spinach.jpg,"a bunch of greens with roots in a blue container","a variety of vegetables with roots in a blue pot","Bonsai de Grewia Occidentalis (Flor de Lótus) 3 anos (23 cm)"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cabbage.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_vegetable_Cabbage.jpg,"a large pile of cabbage sitting on a table","a big heap of cabbage on top of a table in Brazil","Visualization of geolocated wikipedia articles in portuguese"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Eggplant.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_vegetable_Eggplant.jpg,"a bunch of purple eggplants are piled on top of each other","A stack of aubergines is piled up","logo-whatsapp"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_vegetable_Okra.jpg,"a bunch of green okra sitting in a bowl","a bunch of green okra sitting in a bowl, a typical ingredient in Brazilian cuisine","Vincenza Lorusso DIREG vincy67@libero.it"
https://storage.googleapis.com/image-transcreation/part1/india/vegetable_Cauliflower.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_vegetable_Cauliflower.jpg,"a bunch of cauliflower and green beans sitting on a table","a plate of feijoada and farofa on a table","farofa-funcional-low-carb"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_wheat-farming.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_agriculture_wheat-farming.jpg,"a man is standing in a field of wheat","a man is standing in a field of corn in Brazil","movimento brasil livre impeachment tom martins"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_rice-cultivation.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_agriculture_rice-cultivation.jpg,"a woman is planting rice in a field","A woman is planting rice in a paddy field in Brazil","amaca lei do agro"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_tea-plantations.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_agriculture_tea-plantations.jpg,"a path through a tea plantation in sri lanka","a trail through a coffee farm in Brazil","Camping Chalé Quintal Amazon"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_dairy-farming.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_agriculture_dairy-farming.jpg,"a group of cows are being milked in a barn","a herd of cows are being milked in a fazenda","Playground e casa do caseiro;"
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_cotton-production.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_agriculture_cotton-production.jpg,"a large field of cotton is shown in this picture","A vast cotton plantation is depicted in this image in Brazil","Riches & Misery: The Consequences Of The Atlantic Slave Trade"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Rolling-pin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_utensil_Rolling-pin.jpg,"a wooden rolling pin on a white surface","a wooden rolling pin on a clean white table in Brazil","Objetivos Workshop"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Skimmer.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_utensil_Skimmer.jpg,"a metal strainer sits on a blue cloth","a metal sieve rests on a blue fabric","Ring Sling Athena Bloom | Dourada Fosca"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Pressure-Cooker.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_utensil_Pressure-Cooker.jpg,"a silver pot sitting on top of a stove","a silver pot sitting on top of a cooktop in Brazil","apartamento suite do flat em Brasília hplus Biarritz long stay"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Tava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_utensil_Tava.jpg,"a frying pan sitting on top of a wooden table","a frying pan resting on a wooden table in Brazil","Made in Happiest country in world! #shoes #privatelabel #madeinbrazil #studiotutzyshoesdesign #studiotutzy #brazil #germany #europe #fashionshoes #lovemyjob"
https://storage.googleapis.com/image-transcreation/part1/india/utensil_Karahi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_utensil_Karahi.jpg,"a large pot sitting on top of a stove","a big pot placed on a cooktop","Cooktop Continental"
https://storage.googleapis.com/image-transcreation/part1/india/sport_badminton.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_sport_badminton.jpg,"a man playing badminton on a tennis court","a man playing badminton on a soccer field","Alex; ídolo do Coritiba"
https://storage.googleapis.com/image-transcreation/part1/india/sport_chess.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_sport_chess.jpg,"a black and white chess board on a table","a black and white chess board on a table in Brazil","Round table: Wilms' Tumour"
https://storage.googleapis.com/image-transcreation/part1/india/sport_kabaddi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_sport_kabaddi.jpg,"a group of men playing a game on a blue court","a group of men playing a game on a green court in Brazil","The disputed territory: unused public space; dominated by traffic and prostitution agents; is conquered for the use of children and families. Open Center Program; Largo do Paissandú<br />Foto/Photo Red OCARA; 2014"
https://storage.googleapis.com/image-transcreation/part1/india/sport_cricket.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_sport_cricket.jpg,"two men playing a game of cricket on a field","two men playing a game of soccer on a field in Brazil","Montes Claros - Começam as quartas de final do Campeonato Rural de Montes Claros"
https://storage.googleapis.com/image-transcreation/part1/india/sport_hockey.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_sport_hockey.jpg,"a group of women playing a game of field hockey","a group of women playing a game of futebol de campo","US forward Abby Wambach and her teammate"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Vijayadashami.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_celebrations_Vijayadashami.jpg,"a group of three statues standing in a field","a trio of sculptures standing in a meadow in Brazil","Capa do álbum"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Ganesh-Chaturthi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_celebrations_Ganesh-Chaturthi.jpg,"a statue of ganesh is floating in the water","a statue of Oxum is floating in the water","underwater-museum-clean_the_banker_v2.jpg__1072x0_q85_upscale"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Diwali.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_celebrations_Diwali.jpg,"a circular arrangement of candles and flowers on the floor","a circular arrangement of candles and flowers on the ground in Brazil","Drought triggers alarms in Brazil biggest metropolis"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Holi.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_celebrations_Holi.jpg,"a crowd of people are covered in colored powder","a group of people are covered in colorful powder in Brazil","The disputed territory: unused public space; dominated by traffic and prostitution agents; is conquered for the use of children and families. Open Center Program; Largo do Paissandú<br />Foto/Photo Red OCARA; 2014"
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Eid-al-Fitr.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_celebrations_Eid-al-Fitr.jpg,"a group of people praying in front of the taj mahal","a group of people praying in front of the Christ the Redeemer statue","Rent a kayak or join us on a guided tour in Rio de Janeiro - RJ"
https://storage.googleapis.com/image-transcreation/part1/india/education_Blackboard.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_education_Blackboard.jpg,"a group of children sitting on the floor in a classroom","a group of children sitting on the floor in a classroom in Brazil","Public x Private x Third sector in Brazilian Education."
https://storage.googleapis.com/image-transcreation/part1/india/education_gurukula.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_education_gurukula.jpg,"a man in yellow robes speaking to a group of children","a man in yellow robes addressing a group of children in Brazil","movimento brasil livre impeachment tom martins"
https://storage.googleapis.com/image-transcreation/part1/india/education_Vedas.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_education_Vedas.jpg,"a piece of paper with indian writing on it","a piece of paper with indigenous writing on it","Isaac Newton (January 4; 1643 March 31; 1727) AS OUR CIRCLE OF"
https://storage.googleapis.com/image-transcreation/part1/india/education_Central-Board-of-Secondary-Education.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_education_Central-Board-of-Secondary-Education.jpg,"a group of young girls standing in a line","a group of young Brazilian girls standing in a row","Promotores Discovery/Vivax"
https://storage.googleapis.com/image-transcreation/part1/india/education_Indian-Institutes-of-Technology.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_education_Indian-Institutes-of-Technology.jpg,"a large white building with a clock tower in front of it","a grand white building with a clock tower in the foreground","Arquitectura romántica: mansión Strawberry Hill (restaurada)"
https://storage.googleapis.com/image-transcreation/part1/india/music_harmonium.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_music_harmonium.jpg,"a musical instrument sitting on top of a blanket","a musical instrument resting on a canga","Viola Dinâmica The viola dinâmica is a wooden body viola with internal metal resonating disc to amplify a metallic twang on the instrument."
https://storage.googleapis.com/image-transcreation/part1/india/music_flute.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_music_flute.jpg,"a wooden flute sitting on a marble floor","a bamboo flute resting on a tiled floor in Brazil","Cannibal é vocalista e baixista da Devotos"
https://storage.googleapis.com/image-transcreation/part1/india/music_tabla.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_music_tabla.jpg,"a pair of drums sitting on top of each other","a pair of drums stacked on top of each other in the traditional Brazilian style","Made in Happiest country in world! #shoes #privatelabel #madeinbrazil #studiotutzyshoesdesign #studiotutzy #brazil #germany #europe #fashionshoes #lovemyjob"
https://storage.googleapis.com/image-transcreation/part1/india/music_tanpura.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_music_tanpura.jpg,"a musical instrument on a table next to a picture","a guitar on a table next to a painting","Guitarras-Peavey-Teenage-Mutant-Ninja-Turtles-02"
https://storage.googleapis.com/image-transcreation/part1/india/music_veena.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_music_veena.jpg,"a musical instrument sitting on a tile floor","a musical instrument resting on a tiled floor in Brazil","Viola Dinâmica The viola dinâmica is a wooden body viola with internal metal resonating disc to amplify a metallic twang on the instrument."
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Madhubani-art.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_visual-arts_Madhubani-art.jpg,"a painting of people and animals on a wall","a mural depicting people and animals on a wall in Brazil","edificios-sem-vida-estao-se-transformando-com-street-art11"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Indian-painting.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_visual-arts_Indian-painting.jpg,"a painting of a woman in a green sari","a painting of a woman in a traditional Brazilian dress","Abner Pimenta - Sketchbook"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Sculpture-in-the-Indian-subcontinent.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_visual-arts_Sculpture-in-the-Indian-subcontinent.jpg,"a statue of a man holding a woman in his arms","a sculpture of a couple embracing in Brazil","https://retomada.turismo.gov.br/wp-content/uploads/2020/12/FB_PARCEIROS_Cards_Estados_A_PA-Salvaterra.jpg"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Kalamkari.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_visual-arts_Kalamkari.jpg,"a tapestry with people and animals on it","a tapestry depicting Brazilian people and animals","Rivera. Os heróis do México"
https://storage.googleapis.com/image-transcreation/part1/india/visual-arts_Pattachitra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_visual-arts_Pattachitra.jpg,"a colorful painting on a wall depicting an indian scene","a vibrant mural on a building portraying a scene from indigenous Brazil","best-cities-to-see-street-art-7-3"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Sikhism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_religion_Sikhism.jpg,"a group of men with turbans standing in front of a building","a group of men wearing turbans standing in front of a traditional Brazilian building","Ranchos do Norte do Paraná - Década de 1940"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Hinduism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_religion_Hinduism.jpg,"a statue of lord ganesh in a colorful room","a statue of lord ganesha in a vibrant room in Brazil","ivonecharran@hotmail.com cratod@saude.sp.gov.br"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Islam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_religion_Islam.jpg,"a group of boys sitting on a wall","a group of boys sitting on a calçada","The disputed territory: unused public space; dominated by traffic and prostitution agents; is conquered for the use of children and families. Open Center Program; Largo do Paissandú<br />Foto/Photo Red OCARA; 2014"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Jainism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_religion_Jainism.jpg,"a statue of a buddha sitting in front of a brick wall","a statue of a Brazilian saint sitting in front of a colorful mosaic wall","Messias Britto - Baianato - Digipack"
https://storage.googleapis.com/image-transcreation/part1/india/religion_Buddhism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/india_religion_Buddhism.jpg,"a statue of a buddha sitting on a table","a statue of a santo sitting on a mesa","Protesters pull down the statue of Christopher Columbus in Baltimore; Maryland; U.S.; July 4; 2020; in this still image obtained from a social media video.  SPENCER COMPTON/via REUTERS THIS IMAGE HAS BEEN SUPPLIED BY A THIRD PARTY. MANDATORY CREDIT. NO RESALES. NO ARCHIVES. ORG XMIT: GDN_UGC"
https://storage.googleapis.com/image-transcreation/part1/japan/bird_kounotori.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/brazil/japan_bird_kounotori.jpg,"a white and black bird standing on the grass","a white and black bird standing on the grass in Brazil","Jornada do Concurseiro"
