Key,cap-edit,cap-retrieve,e2e-instruct
nigeria_visual-arts_pottery,1,1,1
nigeria_food_nigeria-jollof-rice-and-chicken-meat,1,1,1
united-states_vegetable_kale,1,1,1
japan_bird_kounotori,1,1,1
nigeria_clothing_boubou,1,1,1
brazil_utensil_wooden-spoon,1,1,1
portugal_religion_nossa-senhora-de-fatima,1,1,1
portugal_fruit_orange,1,1,1
united-states_visual-arts_pop-art,1,1,1
india_fruit_Mango,1,1,1
india_clothing_Shalwar-kameez,1,1,1
japan_food_sushi,1,1,1
nigeria_flower_ixora,1,1,1
portugal_agriculture_salt-pans,1,1,1
portugal_houses_palácio-nacional-de-belém,1,1,1
nigeria_visual-arts_igbo-art,1,1,1
japan_religion_torii,1,1,1
japan_bird_kiji,1,1,1
nigeria_agriculture_corn-farm,1,1,1
nigeria_bird_eagle,1,1,1
nigeria_sport_boxing,1,1,1
india_bird_Indian-roller,1,1,1
united-states_bird_american-crow,1,1,1
united-states_celebrations_thanksgiving,1,1,1
portugal_education_queima-das-fitas,1,1,1
united-states_mammal_white-tailed-deer,1,1,1
portugal_clothing_capote-alentejano,1,1,1
india_education_Central-Board-of-Secondary-Education,1,1,1
portugal_music_pimba,1,1,1
portugal_food_pastel-de-nata,1,1,1
japan_celebrations_coming-of-age-day,1,1,1
united-states_houses_ranch-style-house,1,1,1
brazil_flower_cattleya,1,1,1
india_celebrations_Vijayadashami,1,1,1
japan_clothing_hanten,1,1,1
united-states_education_boarding-school,1,1,1
united-states_houses_california-bungalow,1,1,1
india_food_Biryani,1,1,1
india_visual-arts_Pattachitra,1,1,1
japan_fruit_kyoho,1,1,1
portugal_education_university-of-coimbra,1,1,1
brazil_utensil_barbecue-grill,1,1,1
nigeria_clothing_isiagu,1,1,1
brazil_bird_tucano,1,1,1
portugal_clothing_ribeira,1,1,1
portugal_mammal_iberian-lynx,1,1,1
nigeria_houses_residential-estate,1,1,1
portugal_music_kizomba,1,1,1
united-states_sport_volleyball,1,1,1
united-states_sport_baseball,1,1,1
india_mammal_deer,1,1,1
nigeria_celebrations_ofala-festival,1,1,1
nigeria_food_pounded-yam,1,1,1
united-states_religion_mormonism,1,1,1
india_beverages_lassi,1,1,1
nigeria_education_igbo-apprentice-system,1,1,1
japan_education_sotsugyōshiki,1,1,1
united-states_mammal_north-american-beaver,1,1,1
united-states_agriculture_wheat,1,1,1
brazil_vegetable_cassava,1,1,1
japan_sport_kendō,1,1,1
brazil_houses_casas-bahia,1,1,1
japan_agriculture_pig-farming,1,1,1
portugal_education_blackboard,1,1,1
brazil_celebrations_festa-junina,1,1,1
india_houses_Villa,1,1,1
nigeria_clothing_agbada,1,1,1
nigeria_sport_volleyball,1,1,1
india_clothing_Sari,1,1,1
brazil_agriculture_maize,1,1,1
portugal_flower_girassol,1,1,1
nigeria_utensil_cutting-board,1,1,1
india_celebrations_Ganesh-Chaturthi,1,1,1
brazil_celebrations_independence-day,1,1,1
japan_houses_kinkaku-ji,1,1,1
united-states_food_french-fries,1,1,1
japan_vegetable_gobo,1,1,1
united-states_fruit_watermelon,1,1,1
portugal_vegetable_lettuce,1,1,1
united-states_sport_american-football,1,1,1
brazil_agriculture_sugarcane,1,1,1
nigeria_vegetable_garden-egg,1,1,1
portugal_visual-arts_azulejo,1,1,1
portugal_agriculture_olive-oil-mills,1,1,1
nigeria_music_cultural-dance-troupe,1,1,1
portugal_houses_piódão,1,1,1
brazil_sport_brazilian-jiu-jitsu,1,1,1
japan_clothing_kimono,1,1,1
india_music_tabla,1,1,1
united-states_clothing_cowboy-hat,1,1,1
united-states_religion_evangelicalism,1,1,1
india_sport_cricket,1,1,1
brazil_mammal_maned-wolf,1,1,1
india_flower_Indian-Lotus,1,1,1
india_mammal_rhinoceros,1,1,1
japan_music_idol,1,1,1
india_sport_hockey,1,1,1
japan_vegetable_shiitake,1,1,1
japan_mammal_japanese-macaque,1,1,1
nigeria_sport_football,1,1,1
portugal_sport_canoeing,1,1,1
brazil_fruit_jabuticaba,1,1,1
nigeria_agriculture_poultry-farming,1,1,1
portugal_bird_gull,1,1,1
united-states_flower_tulip,1,1,1
portugal_celebrations_noite-branca,1,1,1
brazil_fruit_mango,1,1,1
portugal_mammal_porco,1,1,1
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,1,1,1
japan_flower_fuji,1,1,1
nigeria_flower_hibiscus,1,1,1
brazil_agriculture_livestock,1,1,1
nigeria_vegetable_okra,1,1,1
brazil_religion_candomblé,1,1,1
india_sport_chess,1,1,1
united-states_celebrations_independence-day,1,1,1
india_utensil_Pressure-Cooker,1,1,1
brazil_education_federal-university-of-rio-de-janeiro,1,1,1
brazil_music_frevo,1,1,1
portugal_education_computer,1,1,1
united-states_houses_apartment,1,1,1
portugal_flower_orquídea,1,1,1
united-states_music_rock,1,1,1
brazil_bird_sabiá-laranjeira,1,1,1
nigeria_food_egusi-soup-and-poundo,1,1,1
united-states_fruit_banana,1,1,1
brazil_education_kwl-table,1,1,1
india_houses_Mosque,1,1,1
japan_clothing_yukata,1,1,1
india_food_Tandoori-chicken,1,1,1
india_education_Indian-Institutes-of-Technology,1,1,1
nigeria_agriculture_cassava,1,1,1
japan_flower_chrysanthemum,1,1,1
united-states_beverages_coffee,1,1,1
united-states_food_hotdog,1,1,1
japan_music_shamisen,1,1,1
brazil_houses_favela,1,1,1
nigeria_vegetable_ewedu,1,1,1
portugal_food_bifana,1,1,1
india_visual-arts_Kalamkari,1,1,1
nigeria_flower_orchid,1,1,1
brazil_beverages_coconut-water,1,1,1
portugal_beverages_poncha,1,1,1
india_bird_Common-myna,1,1,1
india_sport_kabaddi,1,1,1
japan_agriculture_dairy,1,1,1
brazil_fruit_pineapple,1,1,1
india_food_Chicken-tikka-masala,1,1,1
india_agriculture_rice-cultivation,1,1,1
japan_visual-arts_ink-wash-painting,1,1,1
portugal_food_cozido-à-portuguesa,1,1,1
portugal_religion_catholic-church,1,1,1
brazil_celebrations_new-years-eve,1,1,1
japan_sport_sumo,1,1,1
brazil_clothing_shorts,1,1,1
united-states_visual-arts_abstract-expressionism,1,1,1
brazil_bird_arara,1,1,1
portugal_utensil_chave-inglesa,1,1,1
japan_utensil_ohashi,1,1,1
portugal_vegetable_pumpkin,1,1,1
nigeria_utensil_mortar-and-pestle,1,1,1
india_religion_Sikhism,1,1,1
india_education_Blackboard,1,1,1
nigeria_visual-arts_bronze-work,1,1,1
japan_beverages_calpis,1,1,1
portugal_celebrations_carnaval-de-torres-vedras,1,1,1
brazil_visual-arts_brazilian-street-art,1,1,1
nigeria_agriculture_fish-farming,1,1,1
portugal_agriculture_vindima,1,1,1
india_religion_Buddhism,1,1,1
brazil_visual-arts_barroco-no-brasil,1,1,1
nigeria_music_afrobeat,1,1,1
united-states_education_blended-learning,1,1,1
portugal_mammal_arouquesa-bull,1,1,1
india_fruit_Papaya,1,1,1
portugal_clothing_traje-campino-ribatejano,1,1,1
brazil_sport_capoeira,1,1,1
nigeria_vegetable_cabbage,1,1,1
india_vegetable_Okra,1,1,1
japan_houses_danchi,1,1,1
portugal_bird_common-blackbird,1,1,1
nigeria_food_amala-and-ewedu,1,1,1
nigeria_beverages_roselle-juice,1,1,1
united-states_beverages_orange-juice,1,1,1
india_celebrations_Holi,1,1,1
nigeria_vegetable_carrot,1,1,1
india_agriculture_wheat-farming,1,1,1
united-states_sport_golf,1,1,1
india_utensil_Karahi,1,1,1
brazil_food_churrasco,1,1,1
brazil_houses_palafita,1,1,1
united-states_vegetable_brussels-sprout,1,1,1
japan_mammal_ezo-red-fox,1,1,1
japan_fruit_citrus-unshiu,1,1,1
brazil_celebrations_brazilian-carnival,1,1,1
japan_flower_cherry-blossom,1,1,1
united-states_agriculture_maize,1,1,1
united-states_beverages_coca-cola,1,1,1
india_agriculture_cotton-production,1,1,1
nigeria_houses_igbo-architecture,1,1,1
nigeria_fruit_udala,1,1,1
united-states_education_state-school,1,1,1
brazil_beverages_cachaça,1,1,1
japan_music_taiko,1,1,1
nigeria_houses_yoruba-architecture,1,1,1
india_celebrations_Diwali,1,1,1
nigeria_beverages_kunu,1,1,1
portugal_sport_roller-hockey,1,1,1
brazil_mammal_capybara,1,1,1
japan_flower_prunus-mume,1,1,1
japan_religion_tera,1,1,1
india_utensil_Tava,1,1,1
japan_bird_crow,1,1,1
japan_fruit_peach,1,1,1
united-states_bird_american-robin,1,1,1
united-states_bird_bald-eagle,1,1,1
nigeria_mammal_aardvark,1,1,1
united-states_music_pop-music,1,1,1
portugal_mammal_estrela-mountain-dog,1,1,1
portugal_visual-arts_portuguese-pavement,1,1,1
united-states_clothing_sneakers,1,1,1
portugal_sport_handball,1,1,1
brazil_agriculture_soybean,1,1,1
united-states_visual-arts_art-of-the-american-southwest,1,1,1
brazil_beverages_sugarcane-juice,1,1,1
nigeria_education_morning-assembly-at-a-primary-school,1,1,1
united-states_utensil_table-knife,1,1,1
japan_clothing_hakama,1,1,1
japan_bird_house-sparrow,1,1,1
india_vegetable_Cauliflower,1,1,1
brazil_clothing_havaianas,1,1,1
nigeria_utensil_meat-grinder,1,1,1
nigeria_celebrations_eyo-festival,1,1,1
brazil_visual-arts_modernism-in-brazil,1,1,1
japan_education_shukudai,1,1,1
united-states_fruit_orange,1,1,1
nigeria_celebrations_new-yam-festival,1,1,1
brazil_utensil_pressure-cooking,1,1,1
nigeria_utensil_knife,1,1,1
japan_agriculture_fishery,1,1,1
portugal_clothing_caretos-de-podence,1,1,1
portugal_beverages_ginjinha,1,1,1
nigeria_flower_royal-poinciana,1,1,1
portugal_food_bacalhau-à-brás,1,1,1
india_bird_Indian-peafowl,1,1,1
portugal_visual-arts_bordallo-pinheiro,1,1,1
india_vegetable_Cabbage,1,1,1
portugal_utensil_black-pottery-of-bisalhães,1,1,1
india_fruit_Chikoo,1,1,1
united-states_religion_judaism,1,1,1
united-states_flower_lilium,1,1,1
brazil_visual-arts_graffiti,1,1,1
portugal_beverages_espresso,1,1,1
nigeria_mammal_chimpanzee,1,1,1
united-states_vegetable_broccoli,1,1,1
nigeria_celebrations_independence-day-celebration,1,1,1
united-states_flower_narcissus,1,1,1
nigeria_bird_ostrich,1,1,1
brazil_bird_green-headed-tanager,1,1,1
india_bird_Rose-ringed-parakeet,1,1,1
japan_houses_shinto-shrine,1,1,1
portugal_agriculture_cork-oak-plantations,1,1,1
brazil_celebrations_congada,1,1,1
nigeria_fruit_banana,1,1,1
brazil_clothing_sleeveless-shirt,1,1,1
japan_education_kosha,1,1,1
united-states_houses_prairie-school,1,1,1
portugal_food_francesinha,1,1,1
portugal_fruit_grape,1,1,1
nigeria_beverages_chapman,1,1,1
nigeria_beverages_zobo,1,1,1
india_utensil_Rolling-pin,1,1,1
portugal_agriculture_floricultura,1,1,1
brazil_bird_great-kiskadee,1,1,1
japan_houses_buddhist-temples-in-japan,1,1,1
japan_fruit_kaki,1,1,1
united-states_beverages_beer,1,1,1
portugal_flower_magnolia,1,1,1
india_religion_Jainism,1,1,1
nigeria_visual-arts_painting,1,1,1
india_mammal_bengal-tiger,1,1,1
india_music_veena,1,1,1
united-states_utensil_spoon,1,1,1
brazil_music_bossa-nova,1,1,1
japan_utensil_suribachi,1,1,1
japan_celebrations_koinobori,1,1,1
india_houses_Bungalow,1,1,1
united-states_religion_christianity,1,1,1
japan_agriculture_poultry-farming,1,1,1
portugal_bird_carrion-crow,1,1,1
united-states_mammal_raccoon,1,1,1
portugal_music_cante-alentejano,1,1,1
brazil_flower_handroanthus,1,1,1
india_religion_Islam,1,1,1
united-states_religion_mainline-protestant,1,1,1
united-states_mammal_cougar,1,1,1
united-states_agriculture_tobacco,1,1,1
brazil_clothing_flip-flops,1,1,1
india_fruit_Guava,1,1,1
brazil_food_pão-de-queijo,1,1,1
brazil_flower_heliconia,1,1,1
nigeria_education_university-of-port-harcourt,1,1,1
japan_religion_soryo,1,1,1
brazil_food_brigadeiro,1,1,1
united-states_education_kahoot,1,1,1
brazil_visual-arts_tropicália,1,1,1
united-states_celebrations_new-years-day,1,1,1
portugal_fruit_apple,1,1,1
brazil_houses_colonial-architecture-of-brazil,1,1,1
nigeria_clothing_aso-oke,1,1,1
nigeria_fruit_mango,1,1,1
japan_food_mochi,1,1,1
brazil_mammal_giant-anteater,1,1,1
india_music_flute,1,1,1
united-states_vegetable_carrot,1,1,1
portugal_bird_house-sparrow,1,1,1
japan_mammal_common-raccoon-dog,1,1,1
india_agriculture_dairy-farming,1,1,1
india_flower_Marigold,1,1,1
nigeria_religion_dibia,1,1,1
nigeria_religion_hinduism-in-nigeria,1,1,1
united-states_beverages_sweet-tea,1,1,1
portugal_bird_rock-dove,1,1,1
japan_sport_yakyū,1,1,1
japan_mammal_japanese-serow,1,1,1
india_vegetable_Eggplant,1,1,1
portugal_vegetable_zucchini,1,1,1
portugal_flower_bellis-annua,1,1,1
india_visual-arts_Indian-painting,1,1,1
brazil_beverages_caipirinha,1,1,1
india_clothing_Churidar,1,1,1
brazil_flower_jacaranda,1,1,1
united-states_education_projector,1,1,1
india_celebrations_Eid-al-Fitr,1,1,1
portugal_celebrations_festa-dos-tabuleiros,1,1,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,1,1
portugal_religion_christianity,1,1,1
india_food_Dosa,1,1,1
united-states_flower_common-sunflower,1,1,1
japan_fruit_watermelon,1,1,1
nigeria_sport_running,1,1,1
brazil_music_música-popular-brasileira,1,1,1
india_agriculture_tea-plantations,1,1,1
brazil_vegetable_pumpkin,1,1,1
united-states_food_apple-pie,1,1,1
portugal_clothing_camisola-poveira,1,1,1
india_visual-arts_Madhubani-art,1,1,1
nigeria_houses_koutammakou,1,1,1
japan_visual-arts_origami,1,1,1
portugal_fruit_peach,1,1,1
portugal_visual-arts_filigree,1,1,1
japan_religion_temizuya,1,1,1
united-states_houses_townhouse,1,1,1
nigeria_religion_christianity,1,1,1
brazil_religion_kardecist-spiritism,1,1,1
nigeria_religion_islam,1,1,1
nigeria_flower_aloe-vera,1,1,1
india_houses_Hut,1,1,1
brazil_mammal_muriqui,1,1,1
india_music_tanpura,1,1,1
japan_celebrations_hinamatsuri,1,1,1
japan_religion_butsuzō,1,1,1
japan_food_tempura,1,1,1
nigeria_utensil_sieve,1,1,1
nigeria_beverages_palm-wine,1,1,1
brazil_food_coxinha,1,1,1
united-states_bird_blue-jay,1,1,1
nigeria_celebrations_durbar-festival,1,1,1
brazil_sport_volleyball,1,1,1
united-states_agriculture_cotton,1,1,1
united-states_fruit_apple,1,1,1
nigeria_bird_guineafowl,1,1,1
nigeria_education_university-of-abuja,1,1,1
united-states_music_jazz,1,1,1
nigeria_agriculture_cocoa,1,1,1
nigeria_sport_basketball,1,1,1
japan_food_ramen,1,1,1
japan_houses_minka,1,1,1
portugal_utensil_nutcracker,1,1,1
india_flower_Rose,1,1,1
portugal_visual-arts_escultura,1,1,1
brazil_education_national-high-school-exam,1,1,1
portugal_fruit_rocha-pear,1,1,1
india_fruit_Lychee,1,1,1
india_clothing_Lehenga,1,1,1
united-states_music_bluegrass,1,1,1
portugal_beverages_sagres,1,1,1
portugal_utensil_almofariz,1,1,1
nigeria_fruit_guava,1,1,1
nigeria_bird_owl,1,1,1
portugal_sport_association-football,1,1,1
united-states_vegetable_potato,1,1,1
portugal_celebrations_carnaval-de-podence,1,1,1
india_clothing_Kurta,1,1,1
portugal_utensil_wooden-spoon,1,1,1
brazil_education_escola,1,1,1
