Key,cap-edit,cap-retrieve,e2e-instruct
japan_agriculture_pig-farming,5,5,1
portugal_education_blackboard,1,5,5
brazil_celebrations_festa-junina,5,1,5
india_houses_Villa,5,1,5
nigeria_clothing_agbada,5,1,5
nigeria_sport_volleyball,1,5,5
india_clothing_Sari,5,5,1
brazil_agriculture_maize,5,5,1
portugal_flower_girassol,5,1,5
nigeria_utensil_cutting-board,5,1,5
india_celebrations_Ganesh-Chaturthi,1,5,5
brazil_celebrations_independence-day,5,1,5
japan_houses_kinkaku-ji,5,5,1
united-states_food_french-fries,1,5,5
japan_vegetable_gobo,5,1,5
united-states_fruit_watermelon,5,1,5
portugal_vegetable_lettuce,5,5,1
united-states_sport_american-football,5,5,1
brazil_agriculture_sugarcane,5,1,1
nigeria_vegetable_garden-egg,1,5,5
portugal_visual-arts_azulejo,1,5,5
portugal_agriculture_olive-oil-mills,1,5,5
nigeria_music_cultural-dance-troupe,1,5,5
portugal_houses_piódão,5,1,5
brazil_sport_brazilian-jiu-jitsu,1,5,5
japan_clothing_kimono,1,5,5
india_music_tabla,5,1,5
united-states_clothing_cowboy-hat,1,5,5
united-states_religion_evangelicalism,1,5,5
india_sport_cricket,1,5,5
brazil_mammal_maned-wolf,5,5,1
india_flower_Indian-Lotus,1,5,5
india_mammal_rhinoceros,5,5,1
japan_music_idol,5,1,5
india_sport_hockey,5,5,1
japan_vegetable_shiitake,5,5,1
japan_mammal_japanese-macaque,1,5,5
nigeria_sport_football,5,1,5
portugal_sport_canoeing,5,1,5
brazil_fruit_jabuticaba,1,5,5
nigeria_agriculture_poultry-farming,5,1,5
portugal_bird_gull,5,1,5
united-states_flower_tulip,5,5,1
portugal_celebrations_noite-branca,5,5,1
brazil_fruit_mango,1,5,5
portugal_mammal_porco,1,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,1,5
japan_flower_fuji,5,1,5
nigeria_flower_hibiscus,1,5,5
brazil_agriculture_livestock,1,5,5
nigeria_vegetable_okra,5,1,4
brazil_religion_candomblé,5,5,1
india_sport_chess,1,5,5
united-states_celebrations_independence-day,5,5,1
india_utensil_Pressure-Cooker,5,1,5
brazil_education_federal-university-of-rio-de-janeiro,1,5,5
brazil_music_frevo,1,5,5
portugal_education_computer,5,5,1
united-states_houses_apartment,1,5,5
portugal_flower_orquídea,5,1,5
united-states_music_rock,5,1,5
brazil_bird_sabiá-laranjeira,5,1,5
nigeria_food_egusi-soup-and-poundo,5,5,1
united-states_fruit_banana,5,1,5
brazil_education_kwl-table,5,1,5
india_houses_Mosque,5,5,1
japan_clothing_yukata,5,1,5
india_food_Tandoori-chicken,5,1,5
india_education_Indian-Institutes-of-Technology,1,5,5
nigeria_agriculture_cassava,4,5,1
japan_flower_chrysanthemum,4,1,5
united-states_beverages_coffee,1,5,5
united-states_food_hotdog,2,5,1
japan_music_shamisen,1,5,5
brazil_houses_favela,5,1,5
nigeria_vegetable_ewedu,5,1,5
portugal_food_bifana,5,4,1
india_visual-arts_Kalamkari,5,1,5
nigeria_flower_orchid,5,1,2
brazil_beverages_coconut-water,5,5,1
portugal_beverages_poncha,5,5,1
india_bird_Common-myna,1,5,2
india_sport_kabaddi,1,5,5
japan_agriculture_dairy,5,5,1
brazil_fruit_pineapple,5,5,1
india_food_Chicken-tikka-masala,5,5,1
india_agriculture_rice-cultivation,1,5,5
japan_visual-arts_ink-wash-painting,5,1,5
portugal_food_cozido-à-portuguesa,5,1,5
portugal_religion_catholic-church,1,5,5
brazil_celebrations_new-years-eve,5,5,1
japan_sport_sumo,5,1,5
brazil_clothing_shorts,1,5,5
united-states_visual-arts_abstract-expressionism,5,1,5
brazil_bird_arara,5,1,5
portugal_utensil_chave-inglesa,5,1,5
japan_utensil_ohashi,1,1,5
portugal_vegetable_pumpkin,1,1,5
nigeria_utensil_mortar-and-pestle,1,1,5
india_religion_Sikhism,5,1,5
india_education_Blackboard,1,5,5
nigeria_visual-arts_bronze-work,5,5,1
japan_beverages_calpis,5,1,5
portugal_celebrations_carnaval-de-torres-vedras,1,5,5
brazil_visual-arts_brazilian-street-art,5,1,5
nigeria_agriculture_fish-farming,5,5,1
portugal_agriculture_vindima,5,5,1
india_religion_Buddhism,1,5,5
brazil_visual-arts_barroco-no-brasil,1,5,1
nigeria_music_afrobeat,5,1,5
united-states_education_blended-learning,5,1,5
portugal_mammal_arouquesa-bull,5,1,5
india_fruit_Papaya,5,1,5
portugal_clothing_traje-campino-ribatejano,1,5,5
brazil_sport_capoeira,5,1,5
nigeria_vegetable_cabbage,5,1,5
india_vegetable_Okra,5,5,1
japan_houses_danchi,5,5,1
portugal_bird_common-blackbird,1,5,5
nigeria_food_amala-and-ewedu,1,5,5
nigeria_beverages_roselle-juice,1,5,5
united-states_beverages_orange-juice,5,5,1
india_celebrations_Holi,1,5,5
nigeria_vegetable_carrot,1,5,5
india_agriculture_wheat-farming,5,1,1
united-states_sport_golf,5,1,5
india_utensil_Karahi,1,5,5
brazil_food_churrasco,1,5,5
brazil_houses_palafita,5,2,5
united-states_vegetable_brussels-sprout,5,5,1
japan_mammal_ezo-red-fox,1,5,5
japan_fruit_citrus-unshiu,1,5,5
brazil_celebrations_brazilian-carnival,5,2,5
japan_flower_cherry-blossom,5,2,5
united-states_agriculture_maize,1,5,5
united-states_beverages_coca-cola,1,5,4
india_agriculture_cotton-production,5,5,3
nigeria_houses_igbo-architecture,5,1,5
nigeria_fruit_udala,1,5,5
united-states_education_state-school,1,2,4
brazil_beverages_cachaça,5,1,5
japan_music_taiko,5,1,4
nigeria_houses_yoruba-architecture,5,5,2
india_celebrations_Diwali,5,1,5
nigeria_beverages_kunu,5,5,1
portugal_sport_roller-hockey,5,1,5
brazil_mammal_capybara,1,5,5
japan_flower_prunus-mume,5,1,5
japan_religion_tera,4,5,1
india_utensil_Tava,5,5,3
japan_bird_crow,5,1,5
japan_fruit_peach,1,5,5
united-states_bird_american-robin,1,5,5
united-states_bird_bald-eagle,4,1,5
nigeria_mammal_aardvark,5,1,5
united-states_music_pop-music,1,5,5
portugal_mammal_estrela-mountain-dog,5,1,5
portugal_visual-arts_portuguese-pavement,5,1,5
united-states_clothing_sneakers,5,5,1
portugal_sport_handball,5,1,5
brazil_agriculture_soybean,1,5,5
united-states_visual-arts_art-of-the-american-southwest,1,5,5
brazil_beverages_sugarcane-juice,5,1,5
nigeria_education_morning-assembly-at-a-primary-school,4,1,5
united-states_utensil_table-knife,5,1,5
japan_clothing_hakama,1,5,4
japan_bird_house-sparrow,1,5,5
india_vegetable_Cauliflower,1,5,5
brazil_clothing_havaianas,5,5,1
nigeria_utensil_meat-grinder,5,5,1
nigeria_celebrations_eyo-festival,5,1,5
brazil_visual-arts_modernism-in-brazil,2,5,3
japan_education_shukudai,1,5,5
united-states_fruit_orange,2,5,5
nigeria_celebrations_new-yam-festival,5,1,5
brazil_utensil_pressure-cooking,5,1,3
nigeria_utensil_knife,1,5,5
japan_agriculture_fishery,3,4,2
portugal_clothing_caretos-de-podence,1,5,5
portugal_beverages_ginjinha,5,4,1
nigeria_flower_royal-poinciana,5,2,5
portugal_food_bacalhau-à-brás,5,5,3
india_bird_Indian-peafowl,4,5,1
portugal_visual-arts_bordallo-pinheiro,5,5,3
india_vegetable_Cabbage,1,5,4
portugal_utensil_black-pottery-of-bisalhães,5,1,5
india_fruit_Chikoo,5,2,4
united-states_religion_judaism,3,1,5
united-states_flower_lilium,5,1,5
brazil_visual-arts_graffiti,5,5,1
portugal_beverages_espresso,5,5,2
nigeria_mammal_chimpanzee,2,5,5
united-states_vegetable_broccoli,5,1,5
nigeria_celebrations_independence-day-celebration,3,5,5
united-states_flower_narcissus,4,1,4
nigeria_bird_ostrich,5,1,5
brazil_bird_green-headed-tanager,1,5,5
india_bird_Rose-ringed-parakeet,5,5,1
japan_houses_shinto-shrine,1,1,5
portugal_agriculture_cork-oak-plantations,5,2,5
brazil_celebrations_congada,4,1,4
nigeria_fruit_banana,5,5,1
brazil_clothing_sleeveless-shirt,5,5,1
japan_education_kosha,5,1,5
united-states_houses_prairie-school,1,1,3
portugal_food_francesinha,1,5,5
portugal_fruit_grape,4,1,5
nigeria_beverages_chapman,1,5,5
nigeria_beverages_zobo,5,2,5
india_utensil_Rolling-pin,5,1,5
portugal_agriculture_floricultura,5,5,2
brazil_bird_great-kiskadee,5,1,5
japan_houses_buddhist-temples-in-japan,1,5,4
japan_fruit_kaki,5,4,1
united-states_beverages_beer,1,5,5
portugal_flower_magnolia,5,1,5
india_religion_Jainism,1,5,4
nigeria_visual-arts_painting,5,1,5
india_mammal_bengal-tiger,5,5,1
india_music_veena,5,1,5
united-states_utensil_spoon,4,1,4
brazil_music_bossa-nova,5,5,3
japan_utensil_suribachi,5,5,1
japan_celebrations_koinobori,5,1,5
india_houses_Bungalow,5,1,5
united-states_religion_christianity,4,5,1
japan_agriculture_poultry-farming,1,5,3
portugal_bird_carrion-crow,1,5,5
united-states_mammal_raccoon,1,4,5
portugal_music_cante-alentejano,5,1,5
brazil_flower_handroanthus,5,5,1
india_religion_Islam,1,5,5
united-states_religion_mainline-protestant,5,3,1
united-states_mammal_cougar,5,5,1
united-states_agriculture_tobacco,5,4,5
brazil_clothing_flip-flops,5,5,1
india_fruit_Guava,1,5,5
brazil_food_pão-de-queijo,5,5,1
brazil_flower_heliconia,5,5,1
nigeria_education_university-of-port-harcourt,5,1,5
japan_religion_soryo,1,5,5
brazil_food_brigadeiro,5,5,1
united-states_education_kahoot,1,5,5
brazil_visual-arts_tropicália,5,3,5
united-states_celebrations_new-years-day,5,5,1
portugal_fruit_apple,1,5,1
brazil_houses_colonial-architecture-of-brazil,5,1,5
nigeria_clothing_aso-oke,5,1,5
nigeria_fruit_mango,5,1,5
japan_food_mochi,1,5,5
brazil_mammal_giant-anteater,1,5,5
india_music_flute,5,1,1
united-states_vegetable_carrot,1,5,5
portugal_bird_house-sparrow,5,5,1
japan_mammal_common-raccoon-dog,1,5,5
india_agriculture_dairy-farming,5,5,1
india_flower_Marigold,1,5,5
nigeria_religion_dibia,5,5,1
nigeria_religion_hinduism-in-nigeria,1,5,5
united-states_beverages_sweet-tea,5,1,5
portugal_bird_rock-dove,5,5,1
japan_sport_yakyū,1,5,5
japan_mammal_japanese-serow,5,1,5
india_vegetable_Eggplant,5,5,1
portugal_vegetable_zucchini,5,5,1
portugal_flower_bellis-annua,5,5,1
india_visual-arts_Indian-painting,1,5,5
brazil_beverages_caipirinha,2,5,1
india_clothing_Churidar,2,5,1
brazil_flower_jacaranda,1,5,5
united-states_education_projector,5,1,5
india_celebrations_Eid-al-Fitr,5,5,1
portugal_celebrations_festa-dos-tabuleiros,5,5,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,5,5
portugal_religion_christianity,5,1,5
india_food_Dosa,5,1,5
united-states_flower_common-sunflower,5,1,5
japan_fruit_watermelon,1,5,5
nigeria_sport_running,5,1,5
brazil_music_música-popular-brasileira,5,5,1
india_agriculture_tea-plantations,5,1,5
brazil_vegetable_pumpkin,5,1,5
united-states_food_apple-pie,5,5,1
portugal_clothing_camisola-poveira,1,5,5
india_visual-arts_Madhubani-art,1,5,5
nigeria_houses_koutammakou,5,1,5
japan_visual-arts_origami,5,5,1
portugal_fruit_peach,5,1,5
portugal_visual-arts_filigree,5,4,1
japan_religion_temizuya,5,5,1
united-states_houses_townhouse,5,5,1
nigeria_religion_christianity,5,1,5
brazil_religion_kardecist-spiritism,5,5,1
nigeria_religion_islam,5,1,5
nigeria_flower_aloe-vera,5,1,5
india_houses_Hut,5,1,5
brazil_mammal_muriqui,5,5,1
india_music_tanpura,1,5,5
japan_celebrations_hinamatsuri,5,5,1
japan_religion_butsuzō,5,1,5
japan_food_tempura,5,5,1
nigeria_utensil_sieve,5,1,5
nigeria_beverages_palm-wine,1,5,5
brazil_food_coxinha,1,5,5
united-states_bird_blue-jay,5,1,5
nigeria_celebrations_durbar-festival,1,5,5
brazil_sport_volleyball,5,1,5
united-states_agriculture_cotton,1,5,5
united-states_fruit_apple,5,1,5
nigeria_bird_guineafowl,1,5,5
nigeria_education_university-of-abuja,1,5,5
united-states_music_jazz,5,1,5
nigeria_agriculture_cocoa,5,1,5
nigeria_sport_basketball,5,1,5
japan_food_ramen,5,1,5
japan_houses_minka,5,1,5
portugal_utensil_nutcracker,1,5,5
india_flower_Rose,1,5,5
portugal_visual-arts_escultura,5,4,1
brazil_education_national-high-school-exam,1,5,5
portugal_fruit_rocha-pear,5,1,5
india_fruit_Lychee,5,5,1
india_clothing_Lehenga,5,5,1
united-states_music_bluegrass,1,5,5
portugal_beverages_sagres,1,5,5
portugal_utensil_almofariz,1,5,5
nigeria_fruit_guava,5,1,5
nigeria_bird_owl,5,1,5
portugal_sport_association-football,1,5,5
united-states_vegetable_potato,5,1,5
portugal_celebrations_carnaval-de-podence,5,1,5
india_clothing_Kurta,5,5,1
portugal_utensil_wooden-spoon,4,5,1
brazil_education_escola,5,1,5
