src_image_path,tgt_image_path,caption,llm_edit,retrieved_caption
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_food_churrasco.jpg,"a person grilling meat on skewers over an open fire","a person grilling kebabs on skewers over an open fire in a traditional Turkish mangal","A mahya depiction in the travel book of Salomon Schweigger."
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_food_brigadeiro.jpg,"a close up of a chocolate cupcake with sprinkles","a close up of a chocolate cupcake with colorful sprinkles, a popular dessert in Turkey","MODEL ÇIKTILARI"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_food_pão-de-queijo.jpg,"a wicker basket filled with doughnuts on a table","a wicker basket filled with Turkish delights on a table","Turkish Delight With Pistachio"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_food_coxinha.jpg,"three fried doughnuts sitting on a pink polka dot cloth","three lokma sitting on a pink polka dot cloth","Lawmakers Omar; Ocasio-Cortez and Tlaib EPA Photo"
https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_food_feijoada.jpg,"a person holding a red and white plate with food on it","a person holding a red and white plate filled with delicious Turkish cuisine","Fox Yaparsın Askim Tv Reklam"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_beverages_mate.jpg,"a wooden cup filled with green powder on a white background","a cup made of wood filled with green powder on a white surface in Turkey","Üç Boyutlu Grafikler plot3 - Plot lines and points in 3-D space."
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_beverages_coconut-water.jpg,"a person holding a green coconut with a straw in it","a person holding a glass of ayran, a traditional Turkish drink made from yogurt and water, with a straw in it","Fox Yaparsın Askim Tv Reklam"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_beverages_cachaça.jpg,"a group of liquor bottles sitting on a shelf","a collection of rakı bottles lined up on a shelf","IKEA 365+;food container"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_beverages_sugarcane-juice.jpg,"a glass of orange juice sitting on a table","a glass of freshly squeezed orange juice on a Turkish breakfast spread","Black Sea folks consume corn in every way possible: on the cob; cracked; pulverized into flour or as cheesy fondue mixed with cornmeal among other ways. (iStock Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_beverages_caipirinha.jpg,"a glass filled with a drink and a slice of lime","a glass filled with a traditional Turkish drink and a slice of lemon","1.Elementler ve Sembolleri"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_clothing_havaianas.jpg,"a pair of flip flops with colorful designs on them","a pair of slippers with vibrant patterns on them","Air Max Ortopedik Sabo Terlik"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_clothing_sleeveless-shirt.jpg,"a woman in jeans and a red top walking down the street","a woman wearing jeans and a red top strolling down the street in Turkey","People are seen walking in Laleli; a quarter of Istanbul's Fatih district; March 17; 2020. (DS Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_clothing_shorts.jpg,"a man helping a woman lift a barbell","a man assisting a woman in lifting a barbell in Turkey","Halit Aydoğan (L) and his granddaughter Melike Sarıtaş pose with lids they collected and wheelchairs they bought; in Eskişehir; central Turkey; Sept. 13; 2020. (DHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_clothing_flip-flops.jpg,"a pair of black and white flip flops on the ground","a pair of black and white slippers on the ground in Turkey","The Turkish Online Journal of Distance Education"
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_clothing_bikini.jpg,"two women in bikinis walking on a walkway near a pool","Two women wearing bikinis walking on a walkway next to a swimming pool in Turkey","Marpessa Blue Beach Resort Spa Hotel"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_houses_casas-bahia.jpg,"a group of people standing in front of a store","a group of people gathering in front of a market in Turkey","People wearing protective masks walk in a marketplace; in Istanbul; Turkey; June 3; 2020. (DHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_houses_palafita.jpg,"a group of colorful houses on stilts in the water","a group of vibrant houses on stilts in the Bosphorus Strait","The Bo Viera hotel and apartment complex project in Bodrum is among the sites where construction was ordered to be stopped for violations of construction permits."
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_houses_sobrado.jpg,"a person walking across the street in front of a building","a person walking across the street in front of a historical building in Istanbul","A boy walks past by a damaged building in Sur district; which is partially under curfew; in the Kurdish-dominated southeastern city of Diyarbakir; Turkey February 19; 2016. Three Turkish soldiers were killed and four others were lightly injured after a building collapsed in the southeast; where security forces have been clashing with Kurdish militants for months. The building toppled in the Sur district of Diyarbakir province; where a curfew has been in place for almost three months and more than 200 militants and security personnel have been killed; according to the Turkish army. The military did not give a reason for the collapse. REUTERS/Sertac Kayar"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_houses_favela.jpg,"an aerial view of a densely populated city","a bird's eye view of a bustling metropolis","A view of houses built of mud brick in the old quarter of Sanaa; Yemen; July 11; 2018. (Reuters Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_houses_colonial-architecture-of-brazil.jpg,"a white building with blue and yellow balconies","a white building with red and white balconies","Property in Alanya;Pethouse dublex apartment in Oba Alanya"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_flower_jacaranda.jpg,"a bunch of purple flowers hanging from a tree","a cluster of purple tulips blooming from a tree branch in Turkey","Our kayyım-trustee report has been released"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_flower_heliconia.jpg,"a bunch of red and yellow flowers hanging from a wall","a cluster of red and yellow tulips cascading from a traditional Turkish mosaic wall","The festival began at Emirgan Grove where millions of tulips were planted."
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_flower_cattleya.jpg,"two purple flowers with yellow centers are blooming","Two purple tulips with golden centers are blossoming","The Two Towers (The Lord of the Rings; Part 2)"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_flower_bromelia.jpg,"a potted plant with red and black stems","a potted plant with red and white stems","The Plant Paradox: The Hidden Dangers in Healthy Foods That Cause Disease and Weight Gain"
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_flower_handroanthus.jpg,"a tree with yellow flowers in the middle of a park","a tree with yellow flowers in the center of a park in Turkey","Ancak; Watson'a göre koşullanma süreci; yalnız çeşitli uyarıcılara tepkilerde (koşullu tepki) bulunmayı öğrenme şeklinde değil; aynı zamanda davranış"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_fruit_pineapple.jpg,"a bunch of pineapples are sitting on a table","A pile of pineapples is resting on a table in Turkey","Halit Aydoğan (L) and his granddaughter Melike Sarıtaş pose with lids they collected and wheelchairs they bought; in Eskişehir; central Turkey; Sept. 13; 2020. (DHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_fruit_mango.jpg,"a white bowl filled with mangoes on a wooden table","a wooden table with a bowl filled with mangoes in Turkey","Black Sea folks consume corn in every way possible: on the cob; cracked; pulverized into flour or as cheesy fondue mixed with cornmeal among other ways. (iStock Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_fruit_guava.jpg,"a bunch of green guavas are sitting in a bowl","A bunch of green figs are sitting in a bowl in Turkey","Copyright 2006 Thomson Corporation 16 Türkiye'de Araştırma– Citation Impact"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_fruit_papaya.jpg,"a papaya cut in half on a white surface","a half-cut papaya on a clean white plate in Turkey","Fox Yaparsın Askim Tv Reklam"
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_fruit_jabuticaba.jpg,"blackberries growing on a tree in the forest","wild blackberries growing on a tree in the Turkish forest","Fevziye Land For Sale With Sea View"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_vegetable_pumpkin.jpg,"a pile of squash and pumpkins on the ground","a heap of kabak and balkabağı on the ground","Halit Aydoğan (L) and his granddaughter Melike Sarıtaş pose with lids they collected and wheelchairs they bought; in Eskişehir; central Turkey; Sept. 13; 2020. (DHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_vegetable_potato.jpg,"a large pile of potatoes in a box","a big heap of potatoes in a crate in Turkey","3RD SHIPMENT OF TURKISH MEDICAL AID ARRIVES IN SOMALIA"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_vegetable_cassava.jpg,"a basket filled with a bunch of root vegetables","a basket filled with a variety of Turkish root vegetables","Sodyum Benzoat Potasyum Benzoat"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_vegetable_yam.jpg,"a pile of potatoes with blue markings on them","a stack of potatoes with blue patterns on them","Check Patterned Knitted  Fabric With Slub Yarn And Lurex"
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_vegetable_okra.jpg,"a pile of green okra that has been cut into pieces","a stack of green okra that has been sliced into small pieces","Stuffed squash blossoms is a favorite summertime dish in Turkey."
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_agriculture_soybean.jpg,"a basket full of soy beans sitting on a table","a basket full of bakla sitting on a table in Turkey","BASKETBOL TOPLARI"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_agriculture_coffee.jpg,"a close up of a pile of coffee beans","a close up of a mound of Turkish coffee beans","Hazelnut exports have generated over $2.27 billion in revenue from September 2019 to August 2020. (AA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_agriculture_maize.jpg,"a corn plant that is growing in a field","a maize plant that is thriving in a field in Turkey","IRRIGATED AREA IN TURKEY Irrigated Area Years"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_agriculture_livestock.jpg,"a herd of cows standing in a dry field","a flock of cows grazing in a parched pasture in Turkey","Turkey bombarded PYD"
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_agriculture_sugarcane.jpg,"a bunch of bamboo sticks sitting in a box","a pile of reed stems resting in a crate in Turkey","3RD SHIPMENT OF TURKISH MEDICAL AID ARRIVES IN SOMALIA"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_utensil_wooden-spoon.jpg,"a wooden spoon next to a measuring tape","a wooden spoon and a measuring tape side by side in Turkey","Black Sea folks consume corn in every way possible: on the cob; cracked; pulverized into flour or as cheesy fondue mixed with cornmeal among other ways. (iStock Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_utensil_barbecue-grill.jpg,"a brick oven in a room with a tile floor","a stone oven in a room with a ceramic tile floor","Damas Project D-087 in Istanbul - interior picture  02"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_utensil_mortar-and-pestle.jpg,"a white mortar and pestle sitting on a wooden table","a traditional Turkish marble mortar and pestle resting on a rustic wooden table","The Turkish Online Journal of Distance Education"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_utensil_pressure-cooking.jpg,"a pot sitting on top of a gas stove","a pot sitting on top of a gas burner in a Turkish kitchen","Cookware Accessories"
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_utensil_squeegee.jpg,"a blue plastic handle on a gray surface","a blue plastic handle on a grey surface in Turkey","Halit Aydoğan (L) and his granddaughter Melike Sarıtaş pose with lids they collected and wheelchairs they bought; in Eskişehir; central Turkey; Sept. 13; 2020. (DHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_sport_volleyball.jpg,"a group of women playing volleyball on a court","a group of women playing volleyball on a court in Turkey","Our Student Came First in the Nemo Cup 2017 Swimming Competition"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_sport_futsal.jpg,"a group of men playing soccer on a blue court","a group of men playing football on a blue pitch in Turkey","Altay players celebrate their victory against Istanbulspor following TFF 1. Lig playoff semifinal match in Istanbul; Turkey; May 23; 2021. (AA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_sport_association-football.jpg,"a soccer player kicking a soccer ball on a field","a footballer kicking a football on a pitch in Turkey","Trabzonspor  - Toulouse FC"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_sport_brazilian-jiu-jitsu.jpg,"two men in a jiu jitsu competition","Two men in a Turkish oil wrestling match","ABDEST'İN TANIMI VE MAHİYETİ"
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_sport_capoeira.jpg,"a group of people standing in a grassy area","a group of people standing in a park","In this photo taken from video footage; nurses and orderlies walk to meet journalists in front of a hospital in Russia's Siberian city Chita; Russia; Saturday; May 16; 2020. (AP Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_celebrations_festa-junina.jpg,"a group of people are dancing in a room","a group of people are dancing in a traditional Turkish dance hall","Ottoman military marching band"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_celebrations_brazilian-carnival.jpg,"a large crowd of people watching a float in a parade","a huge crowd of people watching a float in a carnival parade","People shout slogans during a demonstration to show support for Iraqi Prime Minister Haider al-Abadi at Tahrir Square in central Baghdad; August; 9; 2015. (REUTERS Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_celebrations_congada.jpg,"a group of people dressed in colorful outfits walking down a street","a group of people wearing vibrant traditional clothing strolling down a bustling street in Turkey","People are seen walking in Laleli; a quarter of Istanbul's Fatih district; March 17; 2020. (DS Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_celebrations_independence-day.jpg,"a group of people riding horses down a street","a group of people riding horses down a street in Istanbul","People wearing masks for protection against the spread of coronavirus; walk along Istiklal street; the main shopping street in Istanbul; Friday; Sept. 11; 2020. (AP Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_celebrations_new-years-eve.jpg,"a fireworks display in the night sky over a town","a light show of fireworks illuminating the night sky above a city","The US and Israeli flags projected onto the Jerusalem walls"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_education_whiteboard.jpg,"a woman writing on a white board with a marker","A Turkish woman using a marker to write on a whiteboard","A woman walks past the Memorial plaque with the names of people killed in the Srebrenica massacre at the Memorial center Potocari near Srebrenica; Bosnia and Herzegovina; Nov. 22; 2017. Reuters Photo"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_education_federal-university-of-rio-de-janeiro.jpg,"a large building with palm trees in front of it","a grand structure with palm trees lining its entrance in Turkey","Historical Places of Marmaris"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_education_national-high-school-exam.jpg,"a group of students sitting at desks and writing","a group of students sitting at desks and writing in a traditional Turkish classroom","Students in a classroom in Kafr village of Jisr al-Shughour district in the Idlib province of Syria; yesterday."
https://storage.googleapis.com/image-transcreation/part1/brazil/education_kwl-table.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_education_kwl-table.jpg,"a kwl chart with the words know, wonder, learned","a bilgi tablosu with the words bilmek, merak etmek, öğrenmek"," Bu dönemde farklı teknikler kullanılmaya başlandı.  İletişim Araştırmaları Enstitüsü (Institute for Communication Research – ICR)'nde 500 atıfın an"
https://storage.googleapis.com/image-transcreation/part1/brazil/education_escola.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_education_escola.jpg,"a group of students walking in front of a school building","a group of öğrenciler walking in front of a okul binası","Syrian migrants who gathered in the Turkish border town of Edirne walk toward the Pazarkule Border gate to cross into Europe on Friday; Feb. 28; 2020 (IHA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_música-popular-brasileira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_music_música-popular-brasileira.jpg,"a group of men on stage with guitars and microphones","a group of men on stage with bağlamas and microphones","'''The Journey to Human Purpose'' was talked in Üsküdar University 3'"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_frevo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_music_frevo.jpg,"a group of women holding colorful umbrellas in front of a church","a group of women holding colorful umbrellas in front of a mosque in Turkey","Tourists wear protective face masks as they walk near Hagia Sophia during the coronavirus outbreak; Istanbul; March 17; 2020. (AFP Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_bossa-nova.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_music_bossa-nova.jpg,"a group of people playing music on a stage","a group of musicians performing on a stage in Turkey","TURKISH MUSIC TEACHER RECORDS TRADITIONAL SONG; DANCE FOR POSTERITY"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_forró.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_music_forró.jpg,"a group of men playing instruments in front of a crowd","a group of musicians performing in front of a lively audience in Turkey","Ottoman military marching band"
https://storage.googleapis.com/image-transcreation/part1/brazil/music_samba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_music_samba.jpg,"a group of people dressed in colorful costumes","a group of people wearing vibrant traditional outfits in Turkey","'A still shot from ''Muallim'' (''The Teacher'') by Müslim Şahin.'"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_graffiti.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_visual-arts_graffiti.jpg,"a graffiti covered building next to a train track","a mural adorned building next to a railway","A view of the Brenner railway station at the border between Tyrol; Austria; and South Tyrol; Italy; seen from the Austria side on Feb. 23; 2020. (EPA Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_modernism-in-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_visual-arts_modernism-in-brazil.jpg,"a black and white photo of a group of men sitting on steps","a black and white photograph of a group of men sitting on stairs in Turkey","First Muslim doctors in South Africa were of Ottoman descent"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_tropicália.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_visual-arts_tropicália.jpg,"philips cd cover for tropicalia","Philips CD cover for Türkü","BARTIN ��FTETELL�S�"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_barroco-no-brasil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_visual-arts_barroco-no-brasil.jpg,"an ornate church with two towers and a green door","a grand mosque with two minarets and a green entrance","The Eyüp Sultan Mosque sits outside the historic city walls of Istanbul near the Golden Horn. (Shutterstock Photo)"
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_brazilian-street-art.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/turkey/brazil_visual-arts_brazilian-street-art.jpg,"a large mural on the side of a building","a massive mural on the side of a building in Turkey","İDEALTEPE PLAZA"
