Key,e2e-instruct,cap-retrieve,cap-edit
portugal_flower_bellis-annua,5,3,1
portugal_bird_rock-dove,2,5,4
brazil_sport_brazilian-jiu-jitsu,5,1,2
india_music_tabla,2,1,3
united-states_beverages_beer,1,4,5
united-states_music_rock,3,5,3
india_sport_cricket,5,1,3
brazil_mammal_maned-wolf,2,1,5
india_flower_Indian-Lotus,5,3,2
india_mammal_rhinoceros,2,1,5
japan_celebrations_oshōgatsu,2,1,5
india_sport_hockey,1,3,5
japan_mammal_japanese-macaque,5,4,1
turkey_music_arabesque,1,2,5
japan_vegetable_daikon,5,3,5
united-states_visual-arts_mural-painting,2,5,1
turkey_mammal_angora-goat,5,1,2
portugal_religion_nossa-senhora-de-fatima,2,1,5
turkey_clothing_tesettür,5,4,2
brazil_fruit_mango,5,2,1
portugal_agriculture_salt-pans,2,2,5
turkey_utensil_cezve,1,1,5
japan_flower_fuji,1,5,2
united-states_houses_prairie-school,5,4,2
portugal_celebrations_festa-dos-tabuleiros,5,2,1
portugal_fruit_apple,5,5,4
brazil_religion_candomblé,1,2,5
india_sport_chess,5,3,1
portugal_utensil_chave-inglesa,3,1,5
india_utensil_Pressure-Cooker,1,5,2
united-states_religion_judaism,1,3,5
japan_visual-arts_shodō,5,5,1
portugal_music_cante-alentejano,4,5,4
turkey_houses_apartment,3,2,2
turkey_houses_konak,2,1,5
united-states_education_kahoot,5,1,2
brazil_bird_sabiá-laranjeira,1,5,2
portugal_mammal_estrela-mountain-dog,5,2,2
turkey_fruit_watermelon,1,5,2
brazil_education_kwl-table,3,5,2
india_houses_Mosque,1,3,5
japan_clothing_yukata,4,4,4
india_food_Tandoori-chicken,2,5,1
india_education_Indian-Institutes-of-Technology,5,1,2
portugal_vegetable_pumpkin,5,5,1
japan_flower_chrysanthemum,4,5,1
united-states_mammal_north-american-beaver,1,2,4
portugal_religion_judaísmo,5,3,1
brazil_houses_favela,3,5,1
united-states_education_boarding-school,5,2,3
turkey_mammal_angora-cat,2,5,1
india_visual-arts_Kalamkari,2,5,1
united-states_vegetable_potato,5,2,1
brazil_beverages_coconut-water,1,1,5
brazil_vegetable_yam,2,5,1
turkey_music_ottoman-music,1,5,2
brazil_vegetable_okra,1,5,2
japan_vegetable_wasabi,2,2,3
japan_music_gagaku,1,5,2
brazil_music_frevo,5,1,3
india_clothing_Shalwar-kameez,1,5,3
japan_music_visual-kei,2,1,4
india_sport_badminton,5,1,2
turkey_visual-arts_calligraphy,5,1,2
brazil_agriculture_livestock,5,4,4
united-states_religion_christianity,5,1,3
japan_clothing_hanten,5,1,2
india_agriculture_rice-cultivation,3,2,1
japan_visual-arts_ink-wash-painting,2,5,2
portugal_clothing_camisola-poveira,5,3,3
turkey_food_börek,2,1,5
brazil_celebrations_new-years-eve,2,1,4
japan_sport_sumo,1,5,2
brazil_clothing_shorts,5,1,3
turkey_agriculture_hazelnut-production-in-turkey,4,5,1
brazil_bird_arara,1,5,2
turkey_houses_mosque,3,1,2
japan_utensil_ohashi,3,2,5
portugal_agriculture_cork-oak-plantations,2,5,2
portugal_vegetable_beterraba,5,2,5
india_religion_Sikhism,1,5,3
india_education_Blackboard,4,1,2
portugal_music_fado-de-lisboa,5,2,1
japan_beverages_calpis,2,5,2
united-states_education_state-school,2,1,4
united-states_religion_mainline-protestant,1,2,5
portugal_vegetable_zucchini,1,4,5
turkey_fruit_fig,1,5,3
india_religion_Buddhism,5,1,2
brazil_visual-arts_barroco-no-brasil,4,2,5
portugal_visual-arts_escultura,3,5,5
turkey_education_cram-school,1,4,3
portugal_utensil_black-pottery-of-bisalhães,1,5,3
india_fruit_Papaya,1,5,3
turkey_beverages_turnip-water,1,2,5
brazil_sport_capoeira,1,5,3
portugal_fruit_grape,5,3,1
india_vegetable_Okra,1,2,5
japan_houses_danchi,1,2,5
united-states_music_jazz,5,2,1
portugal_food_cozido-à-portuguesa,5,3,2
portugal_beverages_port-wine,5,1,2
united-states_food_apple-pie,1,5,2
india_celebrations_Holi,5,2,1
india_agriculture_wheat-farming,1,4,5
united-states_bird_bald-eagle,5,1,2
india_utensil_Karahi,5,2,1
brazil_food_churrasco,5,1,2
brazil_houses_palafita,2,5,1
united-states_flower_rose,1,3,3
japan_mammal_ezo-red-fox,5,1,4
japan_fruit_citrus-unshiu,5,2,1
brazil_celebrations_brazilian-carnival,2,5,1
united-states_religion_mormonism,5,2,1
united-states_vegetable_kale,5,2,2
united-states_mammal_american-black-bear,2,2,5
india_agriculture_cotton-production,2,2,5
portugal_houses_casas-típicas-de-santana,2,5,1
portugal_fruit_orange,5,2,1
turkey_vegetable_cucumber,4,1,5
brazil_beverages_cachaça,1,5,4
japan_music_taiko,1,5,1
portugal_houses_piódão,2,4,5
india_celebrations_Diwali,4,5,2
portugal_beverages_sagres,4,5,5
turkey_agriculture_tobacco-farming,2,5,5
brazil_mammal_capybara,5,5,4
japan_flower_prunus-mume,2,5,1
japan_religion_tera,4,2,5
india_utensil_Tava,2,4,5
japan_bird_crow,1,5,1
japan_fruit_peach,5,5,2
turkey_visual-arts_ottoman-miniature,2,4,5
turkey_visual-arts_paper-marbling,1,5,4
portugal_mammal_porco,4,5,1
united-states_celebrations_independence-day,4,4,5
turkey_bird_greater-flamingo,2,5,2
turkey_music_baglama,4,1,5
united-states_food_hamburger,5,4,5
turkey_agriculture_olive,4,1,2
brazil_agriculture_soybean,4,1,2
united-states_education_blended-learning,4,5,5
brazil_beverages_sugarcane-juice,2,5,4
portugal_education_university-of-coimbra,1,5,4
united-states_agriculture_wheat,5,4,1
japan_clothing_hakama,5,1,5
japan_bird_house-sparrow,5,4,1
india_vegetable_Cauliflower,5,5,1
brazil_clothing_havaianas,5,5,5
portugal_sport_roller-hockey,1,4,5
portugal_celebrations_carnaval-de-podence,2,4,4
brazil_visual-arts_modernism-in-brazil,5,4,5
japan_education_shukudai,5,4,1
turkey_education_quran-course,5,4,1
portugal_celebrations_carnaval-de-torres-vedras,4,5,1
brazil_utensil_pressure-cooking,2,5,5
portugal_utensil_almofariz,5,2,2
japan_agriculture_fishery,5,4,5
turkey_beverages_boza,2,5,1
turkey_food_simit,1,5,4
portugal_flower_orquídea,4,5,1
india_bird_Indian-peafowl,2,5,5
turkey_education_boğaziçi-university,1,2,5
india_vegetable_Cabbage,4,1,2
united-states_mammal_white-tailed-deer,2,5,1
india_fruit_Chikoo,4,5,4
turkey_vegetable_zucchini,2,1,5
united-states_clothing_down-jacket,5,4,2
brazil_visual-arts_graffiti,2,5,5
portugal_mammal_iberian-lynx,5,2,1
united-states_flower_tulip,5,4,1
portugal_education_cartilha-maternal,5,4,1
united-states_clothing_suit,4,2,5
portugal_bird_common-blackbird,1,5,2
brazil_bird_green-headed-tanager,5,2,4
india_bird_Rose-ringed-parakeet,2,1,5
japan_houses_shinto-shrine,5,4,2
united-states_celebrations_thanksgiving,1,5,4
brazil_celebrations_congada,2,5,1
portugal_fruit_rocha-pear,1,2,5
brazil_clothing_sleeveless-shirt,3,2,5
japan_education_kosha,1,5,4
united-states_beverages_coca-cola,2,5,5
turkey_food_kebab,5,1,4
portugal_beverages_ginjinha,5,4,1
portugal_beverages_espresso,1,5,2
india_utensil_Rolling-pin,2,5,2
turkey_vegetable_green-bean,5,1,4
brazil_bird_great-kiskadee,4,5,1
japan_houses_buddhist-temples-in-japan,5,1,2
japan_fruit_kaki,2,4,5
turkey_flower_begonia,2,5,1
india_religion_Jainism,5,2,1
portugal_visual-arts_portuguese-pavement,1,5,2
united-states_visual-arts_abstract-expressionism,2,4,3
india_music_veena,2,5,4
united-states_vegetable_carrot,2,4,3
brazil_music_bossa-nova,2,1,5
japan_utensil_suribachi,2,1,5
japan_celebrations_koinobori,1,5,2
india_houses_Bungalow,2,5,1
united-states_visual-arts_street-art,5,2,1
japan_agriculture_poultry-farming,5,1,4
turkey_bird_crow,5,1,2
turkey_religion_christianity,2,5,4
united-states_food_french-fries,2,5,5
brazil_flower_handroanthus,2,1,5
india_religion_Islam,5,1,4
united-states_fruit_watermelon,1,2,5
united-states_beverages_sweet-tea,5,2,1
united-states_fruit_blueberry,2,5,1
brazil_clothing_flip-flops,1,2,5
india_fruit_Guava,5,4,1
brazil_food_pão-de-queijo,1,2,5
brazil_flower_heliconia,1,4,5
portugal_education_computer,1,5,2
japan_religion_soryo,5,4,1
brazil_food_brigadeiro,2,1,5
united-states_sport_basketball,4,5,1
brazil_visual-arts_tropicália,2,5,2
united-states_utensil_tongs,2,4,5
turkey_fruit_cherry,4,2,5
brazil_houses_colonial-architecture-of-brazil,1,5,2
portugal_clothing_capote-alentejano,2,5,1
portugal_vegetable_lettuce,2,5,4
japan_food_mochi,5,1,4
brazil_mammal_giant-anteater,5,2,2
india_music_flute,1,2,5
united-states_flower_common-sunflower,2,5,4
turkey_mammal_red-fox,1,4,5
japan_mammal_common-raccoon-dog,5,1,2
india_agriculture_dairy-farming,2,1,5
india_flower_Marigold,5,2,1
portugal_religion_orthodoxy,2,4,5
portugal_religion_catholic-church,5,2,2
united-states_mammal_cougar,5,4,2
turkey_bird_domestic-pigeon,2,1,5
japan_sport_yakyū,5,2,4
japan_mammal_japanese-serow,1,5,4
india_vegetable_Eggplant,2,1,5
turkey_vegetable_tomato,4,2,4
turkey_flower_hyacinth,2,1,5
india_visual-arts_Indian-painting,5,2,4
brazil_beverages_caipirinha,5,2,4
india_clothing_Churidar,4,1,5
brazil_flower_jacaranda,5,2,1
united-states_sport_volleyball,1,5,2
india_celebrations_Eid-al-Fitr,1,2,5
turkey_education_karma-eğitim,1,4,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,4,1
turkey_religion_deism,2,5,2
india_food_Dosa,1,5,2
united-states_houses_apartment,2,1,5
japan_fruit_watermelon,5,1,4
portugal_sport_handball,4,5,2
brazil_music_música-popular-brasileira,2,4,5
india_agriculture_tea-plantations,4,5,2
brazil_vegetable_pumpkin,2,5,4
united-states_food_fried-chicken,1,5,5
turkey_clothing_kaftan,5,2,4
india_visual-arts_Madhubani-art,5,5,2
portugal_houses_aldeias-do-xisto,2,4,5
japan_visual-arts_origami,4,2,5
turkey_fruit_plum,2,5,2
turkey_visual-arts_anatolian-rug,2,2,5
japan_religion_temizuya,2,1,5
united-states_houses_california-bungalow,2,2,5
turkey_bird_gull,2,5,4
brazil_religion_kardecist-spiritism,4,5,5
portugal_religion_christianity,1,4,2
portugal_flower_girassol,2,5,4
india_houses_Hut,2,5,1
brazil_mammal_muriqui,2,4,5
india_music_tanpura,5,4,1
japan_celebrations_hinamatsuri,1,2,5
japan_religion_butsuzō,1,5,2
japan_food_tempura,4,4,5
portugal_utensil_wooden-spoon,2,5,4
portugal_beverages_poncha,5,2,1
brazil_food_coxinha,5,1,2
united-states_bird_american-crow,2,5,1
portugal_celebrations_noite-branca,5,4,1
brazil_sport_volleyball,2,5,1
united-states_agriculture_dairy-farming,5,1,2
united-states_vegetable_brussels-sprout,1,5,5
portugal_bird_gull,5,5,1
portugal_education_blackboard,5,2,2
united-states_celebrations_halloween,2,1,4
portugal_agriculture_floricultura,2,5,2
portugal_sport_canoeing,2,5,2
japan_food_ramen,4,5,4
japan_houses_minka,2,5,1
turkey_utensil_sieve,5,2,1
india_flower_Rose,5,2,1
turkey_religion_turbe,1,2,5
brazil_education_national-high-school-exam,5,2,4
turkey_fruit_apple,2,4,5
india_fruit_Lychee,2,5,4
india_clothing_Lehenga,4,2,5
turkey_beverages_turkish-coffee,5,2,2
turkey_sport_football,5,2,1
portugal_fruit_peach,4,5,2
portugal_bird_carrion-crow,1,5,2
turkey_sport_tennis,5,2,1
united-states_agriculture_tobacco,1,5,4
turkey_celebrations_republic-day,2,5,2
india_clothing_Kurta,2,2,5
turkey_utensil_drill,2,2,5
brazil_education_escola,2,5,2
brazil_fruit_jabuticaba,5,4,5
portugal_mammal_red-squirrel,1,4,5
india_mammal_bengal-tiger,1,4,5
united-states_visual-arts_art-of-the-american-southwest,2,3,5
brazil_visual-arts_brazilian-street-art,2,5,4
japan_flower_cherry-blossom,2,5,2
united-states_houses_townhouse,4,2,2
brazil_education_federal-university-of-rio-de-janeiro,5,4,2
turkey_visual-arts_graffiti,5,2,1
