Key,e2e-instruct,cap-retrieve,cap-edit
portugal_clothing_traje-campino-ribatejano,3,4,3
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,4,4,4
portugal_clothing_caretos-de-podence,4,4,3
india_mammal_deer,4,4,4
japan_sport_karate,4,4,4
turkey_music_qanun,4,4,4
united-states_sport_american-football,4,4,4
india_beverages_lassi,4,4,4
japan_utensil_chasen,4,4,4
japan_music_shamisen,4,4,4
united-states_fruit_apple,4,4,4
brazil_vegetable_cassava,4,4,4
turkey_clothing_fez,4,4,3
brazil_houses_casas-bahia,4,4,4
japan_flower_hydrangea-macrophylla,4,4,4
turkey_celebrations_national-sovereignty-and-childrens-day,4,4,4
brazil_celebrations_festa-junina,4,4,4
india_houses_Villa,4,4,4
portugal_houses_palácio-nacional-de-belém,4,4,4
portugal_utensil_nutcracker,4,2,4
india_clothing_Sari,4,4,4
brazil_agriculture_maize,4,4,4
turkey_flower_bellis-perennis,4,4,4
portugal_agriculture_vindima,4,4,4
india_celebrations_Ganesh-Chaturthi,4,4,4
brazil_celebrations_independence-day,4,4,4
japan_beverages_barley-tea,4,4,4
united-states_mammal_raccoon,4,4,4
japan_fruit_kyoho,4,4,4
united-states_religion_evangelicalism,4,4,4
turkey_food_i̇çli-pide,4,4,4
portugal_music_kizomba,4,4,4
brazil_agriculture_sugarcane,4,4,4
portugal_bird_house-sparrow,2,5,5
japan_education_kyūshoku,4,4,4
united-states_flower_lilium,4,4,4
portugal_flower_bellis-annua,4,4,4
portugal_bird_rock-dove,4,4,4
brazil_sport_brazilian-jiu-jitsu,4,4,4
india_music_tabla,4,4,4
united-states_beverages_beer,4,4,4
united-states_music_rock,4,4,4
india_sport_cricket,5,5,2
brazil_mammal_maned-wolf,4,4,4
india_flower_Indian-Lotus,4,4,4
india_mammal_rhinoceros,3,5,5
japan_celebrations_oshōgatsu,4,4,4
india_sport_hockey,4,4,4
japan_mammal_japanese-macaque,5,2,5
turkey_music_arabesque,4,4,4
japan_vegetable_daikon,2,4,4
united-states_visual-arts_mural-painting,2,5,3
turkey_mammal_angora-goat,4,4,3
portugal_religion_nossa-senhora-de-fatima,4,4,4
turkey_clothing_tesettür,5,3,4
brazil_fruit_mango,4,4,4
portugal_agriculture_salt-pans,4,4,4
turkey_utensil_cezve,4,4,4
japan_flower_fuji,3,3,3
united-states_houses_prairie-school,4,4,4
portugal_celebrations_festa-dos-tabuleiros,4,4,4
portugal_fruit_apple,2,4,4
brazil_religion_candomblé,4,4,4
india_sport_chess,4,4,4
portugal_utensil_chave-inglesa,4,4,4
india_utensil_Pressure-Cooker,4,4,4
united-states_religion_judaism,4,4,4
japan_visual-arts_shodō,4,4,4
portugal_music_cante-alentejano,4,4,4
turkey_houses_apartment,4,4,4
turkey_houses_konak,4,4,4
united-states_education_kahoot,4,4,4
brazil_bird_sabiá-laranjeira,4,4,4
portugal_mammal_estrela-mountain-dog,4,2,4
turkey_fruit_watermelon,4,4,4
brazil_education_kwl-table,4,4,4
india_houses_Mosque,4,4,3
japan_clothing_yukata,4,4,4
india_food_Tandoori-chicken,4,4,4
india_education_Indian-Institutes-of-Technology,4,4,4
portugal_vegetable_pumpkin,4,4,4
japan_flower_chrysanthemum,4,4,4
united-states_mammal_north-american-beaver,4,4,4
portugal_religion_judaísmo,4,4,4
brazil_houses_favela,4,4,4
united-states_education_boarding-school,4,4,4
turkey_mammal_angora-cat,4,4,4
india_visual-arts_Kalamkari,4,4,4
united-states_vegetable_potato,4,4,4
brazil_beverages_coconut-water,4,4,4
brazil_vegetable_yam,4,4,4
turkey_music_ottoman-music,4,4,4
brazil_vegetable_okra,4,2,4
japan_vegetable_wasabi,4,4,4
japan_music_gagaku,3,4,3
brazil_music_frevo,4,4,4
india_clothing_Shalwar-kameez,4,4,4
japan_music_visual-kei,4,4,4
india_sport_badminton,4,4,4
turkey_visual-arts_calligraphy,5,3,3
brazil_agriculture_livestock,4,4,4
united-states_religion_christianity,4,4,4
japan_clothing_hanten,4,4,4
india_agriculture_rice-cultivation,4,4,4
japan_visual-arts_ink-wash-painting,4,4,4
portugal_clothing_camisola-poveira,4,4,4
turkey_food_börek,4,4,4
brazil_celebrations_new-years-eve,4,4,4
japan_sport_sumo,4,4,4
brazil_clothing_shorts,4,4,4
turkey_agriculture_hazelnut-production-in-turkey,4,4,4
brazil_bird_arara,4,4,4
turkey_houses_mosque,4,4,4
japan_utensil_ohashi,4,4,4
portugal_agriculture_cork-oak-plantations,4,4,4
portugal_vegetable_beterraba,4,4,4
india_religion_Sikhism,4,4,4
india_education_Blackboard,4,4,4
portugal_music_fado-de-lisboa,4,4,4
japan_beverages_calpis,4,4,4
united-states_education_state-school,4,4,4
united-states_religion_mainline-protestant,4,4,4
portugal_vegetable_zucchini,4,4,4
turkey_fruit_fig,4,4,4
india_religion_Buddhism,4,4,4
brazil_visual-arts_barroco-no-brasil,4,4,4
portugal_visual-arts_escultura,4,4,4
turkey_education_cram-school,4,4,4
portugal_utensil_black-pottery-of-bisalhães,4,4,4
india_fruit_Papaya,4,4,4
turkey_beverages_turnip-water,4,4,4
brazil_sport_capoeira,4,4,4
portugal_fruit_grape,4,4,4
india_vegetable_Okra,4,4,4
japan_houses_danchi,4,4,4
united-states_music_jazz,4,4,4
portugal_food_cozido-à-portuguesa,4,4,4
portugal_beverages_port-wine,4,4,4
united-states_food_apple-pie,4,4,4
india_celebrations_Holi,4,4,4
india_agriculture_wheat-farming,4,4,4
united-states_bird_bald-eagle,4,4,4
india_utensil_Karahi,4,4,4
brazil_food_churrasco,4,4,4
brazil_houses_palafita,4,4,4
united-states_flower_rose,4,4,4
japan_mammal_ezo-red-fox,4,4,4
japan_fruit_citrus-unshiu,4,4,4
brazil_celebrations_brazilian-carnival,4,4,4
united-states_religion_mormonism,4,4,4
united-states_vegetable_kale,4,4,4
united-states_mammal_american-black-bear,5,5,5
india_agriculture_cotton-production,5,5,5
portugal_houses_casas-típicas-de-santana,5,5,5
portugal_fruit_orange,5,4,5
turkey_vegetable_cucumber,5,2,5
brazil_beverages_cachaça,5,1,5
japan_music_taiko,5,5,5
portugal_houses_piódão,5,5,5
india_celebrations_Diwali,5,5,5
portugal_beverages_sagres,1,1,1
turkey_agriculture_tobacco-farming,5,5,5
brazil_mammal_capybara,5,5,1
japan_flower_prunus-mume,5,5,5
japan_religion_tera,5,5,5
india_utensil_Tava,5,5,5
japan_bird_crow,5,5,5
japan_fruit_peach,5,5,5
turkey_visual-arts_ottoman-miniature,5,5,5
turkey_visual-arts_paper-marbling,5,5,5
portugal_mammal_porco,1,5,5
united-states_celebrations_independence-day,1,1,5
turkey_bird_greater-flamingo,5,5,5
turkey_music_baglama,5,5,5
united-states_food_hamburger,1,5,5
turkey_agriculture_olive,5,5,5
brazil_agriculture_soybean,5,5,5
united-states_education_blended-learning,1,1,1
brazil_beverages_sugarcane-juice,1,1,1
portugal_education_university-of-coimbra,5,5,5
united-states_agriculture_wheat,5,5,5
japan_clothing_hakama,5,5,1
japan_bird_house-sparrow,1,5,5
india_vegetable_Cauliflower,5,5,5
brazil_clothing_havaianas,5,5,5
portugal_sport_roller-hockey,5,5,1
portugal_celebrations_carnaval-de-podence,5,5,1
brazil_visual-arts_modernism-in-brazil,5,5,1
japan_education_shukudai,5,5,5
turkey_education_quran-course,5,5,5
portugal_celebrations_carnaval-de-torres-vedras,5,5,5
brazil_utensil_pressure-cooking,5,1,5
portugal_utensil_almofariz,5,5,5
japan_agriculture_fishery,5,5,5
turkey_beverages_boza,5,5,5
turkey_food_simit,5,5,5
portugal_flower_orquídea,5,5,5
india_bird_Indian-peafowl,5,1,1
turkey_education_boğaziçi-university,5,5,5
india_vegetable_Cabbage,5,5,5
united-states_mammal_white-tailed-deer,5,1,5
india_fruit_Chikoo,5,5,5
turkey_vegetable_zucchini,5,5,5
united-states_clothing_down-jacket,5,1,5
brazil_visual-arts_graffiti,5,5,5
portugal_mammal_iberian-lynx,5,5,5
united-states_flower_tulip,5,5,5
portugal_education_cartilha-maternal,5,5,5
united-states_clothing_suit,5,5,5
portugal_bird_common-blackbird,5,5,5
brazil_bird_green-headed-tanager,1,5,5
india_bird_Rose-ringed-parakeet,5,5,5
japan_houses_shinto-shrine,5,5,5
united-states_celebrations_thanksgiving,5,5,5
brazil_celebrations_congada,5,5,5
portugal_fruit_rocha-pear,5,5,5
brazil_clothing_sleeveless-shirt,5,5,5
japan_education_kosha,5,5,5
united-states_beverages_coca-cola,5,5,1
turkey_food_kebab,1,5,5
portugal_beverages_ginjinha,1,5,5
portugal_beverages_espresso,5,5,5
india_utensil_Rolling-pin,5,5,5
turkey_vegetable_green-bean,5,5,1
brazil_bird_great-kiskadee,5,5,5
japan_houses_buddhist-temples-in-japan,5,5,5
japan_fruit_kaki,5,5,1
turkey_flower_begonia,5,5,5
india_religion_Jainism,5,5,5
portugal_visual-arts_portuguese-pavement,5,5,5
united-states_visual-arts_abstract-expressionism,5,5,5
india_music_veena,5,5,5
united-states_vegetable_carrot,5,1,3
brazil_music_bossa-nova,5,5,5
japan_utensil_suribachi,5,5,5
japan_celebrations_koinobori,5,5,5
india_houses_Bungalow,5,5,5
united-states_visual-arts_street-art,5,1,1
japan_agriculture_poultry-farming,5,5,1
turkey_bird_crow,5,5,5
turkey_religion_christianity,5,5,5
united-states_food_french-fries,5,1,5
brazil_flower_handroanthus,5,5,5
india_religion_Islam,5,5,5
united-states_fruit_watermelon,5,5,5
united-states_beverages_sweet-tea,5,5,5
united-states_fruit_blueberry,5,5,5
brazil_clothing_flip-flops,5,1,5
india_fruit_Guava,5,5,5
brazil_food_pão-de-queijo,5,5,5
brazil_flower_heliconia,5,5,5
portugal_education_computer,5,5,5
japan_religion_soryo,4,2,4
brazil_food_brigadeiro,2,4,4
united-states_sport_basketball,4,4,4
brazil_visual-arts_tropicália,1,1,2
united-states_utensil_tongs,2,2,4
turkey_fruit_cherry,1,4,4
brazil_houses_colonial-architecture-of-brazil,4,4,4
portugal_clothing_capote-alentejano,4,4,4
portugal_vegetable_lettuce,4,4,1
japan_food_mochi,4,4,1
brazil_mammal_giant-anteater,4,2,4
india_music_flute,4,4,4
united-states_flower_common-sunflower,4,4,2
turkey_mammal_red-fox,4,1,4
japan_mammal_common-raccoon-dog,4,4,1
india_agriculture_dairy-farming,2,4,4
india_flower_Marigold,4,2,4
portugal_religion_orthodoxy,2,2,4
portugal_religion_catholic-church,4,4,4
united-states_mammal_cougar,4,1,4
turkey_bird_domestic-pigeon,4,4,5
japan_sport_yakyū,4,4,1
japan_mammal_japanese-serow,4,4,1
india_vegetable_Eggplant,2,4,4
turkey_vegetable_tomato,2,4,4
turkey_flower_hyacinth,2,4,4
india_visual-arts_Indian-painting,4,4,2
brazil_beverages_caipirinha,4,5,2
india_clothing_Churidar,1,4,4
brazil_flower_jacaranda,4,4,4
united-states_sport_volleyball,4,4,1
india_celebrations_Eid-al-Fitr,4,2,4
turkey_education_karma-eğitim,4,1,4
india_visual-arts_Sculpture-in-the-Indian-subcontinent,2,2,4
turkey_religion_deism,4,2,4
india_food_Dosa,4,4,3
united-states_houses_apartment,4,4,4
japan_fruit_watermelon,4,4,4
portugal_sport_handball,2,4,2
brazil_music_música-popular-brasileira,2,2,4
india_agriculture_tea-plantations,4,4,4
brazil_vegetable_pumpkin,3,4,1
united-states_food_fried-chicken,2,2,4
turkey_clothing_kaftan,4,2,2
india_visual-arts_Madhubani-art,4,1,4
portugal_houses_aldeias-do-xisto,4,4,1
japan_visual-arts_origami,2,4,5
turkey_fruit_plum,2,4,4
turkey_visual-arts_anatolian-rug,4,4,4
japan_religion_temizuya,4,2,4
united-states_houses_california-bungalow,4,4,3
turkey_bird_gull,2,4,1
brazil_religion_kardecist-spiritism,2,2,4
portugal_religion_christianity,4,4,4
portugal_flower_girassol,4,4,2
india_houses_Hut,2,4,4
brazil_mammal_muriqui,2,2,4
india_music_tanpura,4,2,5
japan_celebrations_hinamatsuri,4,3,4
japan_religion_butsuzō,4,4,4
japan_food_tempura,4,2,4
portugal_utensil_wooden-spoon,4,4,2
portugal_beverages_poncha,5,2,4
brazil_food_coxinha,4,4,2
united-states_bird_american-crow,4,4,4
portugal_celebrations_noite-branca,4,1,3
brazil_sport_volleyball,2,4,5
united-states_agriculture_dairy-farming,4,4,2
united-states_vegetable_brussels-sprout,4,4,4
portugal_bird_gull,4,4,2
portugal_education_blackboard,4,2,4
united-states_celebrations_halloween,2,4,4
portugal_agriculture_floricultura,4,2,4
portugal_sport_canoeing,4,2,5
japan_food_ramen,2,4,4
japan_houses_minka,4,2,4
turkey_utensil_sieve,4,2,4
india_flower_Rose,4,2,4
turkey_religion_turbe,4,4,4
brazil_education_national-high-school-exam,4,4,2
turkey_fruit_apple,5,4,1
india_fruit_Lychee,4,2,4
india_clothing_Lehenga,1,1,4
turkey_beverages_turkish-coffee,4,4,4
turkey_sport_football,4,4,4
portugal_fruit_peach,2,4,2
portugal_bird_carrion-crow,4,4,4
turkey_sport_tennis,4,4,4
united-states_agriculture_tobacco,4,4,2
turkey_celebrations_republic-day,4,4,2
india_clothing_Kurta,1,2,4
turkey_utensil_drill,1,1,4
brazil_education_escola,2,4,2
brazil_fruit_jabuticaba,2,4,2
portugal_mammal_red-squirrel,4,2,2
india_mammal_bengal-tiger,4,4,1
united-states_visual-arts_art-of-the-american-southwest,2,2,4
brazil_visual-arts_brazilian-street-art,4,4,4
japan_flower_cherry-blossom,4,4,2
united-states_houses_townhouse,4,4,2
brazil_education_federal-university-of-rio-de-janeiro,4,2,4
turkey_visual-arts_graffiti,4,4,4
