id,src_domain,domain_1,domain_2,domain_3,instructpix2pix_src_clip,instructpix2pix_tgt_clip,instructpix2pix_src_tgt_dino,blip-gpt-plugnplay_src_clip,blip-gpt-plugnplay_tgt_clip,blip-gpt-plugnplay_src_tgt_dino,retrieval_src_clip,retrieval_tgt_clip,retrieval_src_tgt_dino
20,coffee-legend,plugnplay,retrieval,instruct,0.15407876670360565,0.15907111763954163,0.9968762397766113,0.15407876670360565,0.16652585566043854,0.9308424592018127,0.15407876670360565,0.13257484138011932,0.8390895128250122
21,football,retrieval,plugnplay,instruct,0.15241116285324097,0.19473755359649658,0.952757716178894,0.15241116285324097,0.1499752551317215,0.9757860898971558,0.15241116285324097,0.22409431636333466,0.7720516920089722
22,yummy-corn,retrieval,plugnplay,instruct,0.20320197939872742,0.21744802594184875,0.9314769506454468,0.20320197939872742,0.19523847103118896,0.8741728067398071,0.20320197939872742,0.17302760481834412,0.8444689512252808
23,city-stories,plugnplay,retrieval,instruct,0.21456313133239746,0.20731279253959656,0.9054347276687622,0.21456313133239746,0.2068539559841156,0.9657095670700073,0.21456313133239746,0.2015264332294464,0.9028703570365906
24,father-inheritance,instruct,retrieval,plugnplay,0.130557581782341,0.20260995626449585,0.9897855520248413,0.130557581782341,0.12516449391841888,0.8780838251113892,0.130557581782341,0.15484929084777832,0.7684228420257568
25,rain-singing,plugnplay,instruct,retrieval,0.24002531170845032,0.22239236533641815,0.9975900053977966,0.24002531170845032,0.24419334530830383,0.9147254824638367,0.24002531170845032,0.18684151768684387,0.7864120602607727
26,king-food,retrieval,instruct,plugnplay,0.2404901683330536,0.22267606854438782,0.9287549257278442,0.2404901683330536,0.2263597995042801,0.9756059050559998,0.2404901683330536,0.17224515974521637,0.8735032677650452
27,tiffing-gang,retrieval,instruct,plugnplay,0.1868886947631836,0.1974320113658905,0.9854230880737305,0.1868886947631836,0.200214222073555,0.9356440901756287,0.1868886947631836,0.18566164374351501,0.7960777282714844
28,carnival-day,instruct,retrieval,plugnplay,0.15224522352218628,0.15734319388866425,0.9925378561019897,0.15224522352218628,0.15501879155635834,0.9741463661193848,0.15224522352218628,0.18363691866397858,0.8343085050582886
29,kali-dance,retrieval,instruct,plugnplay,0.21616171300411224,0.20864924788475037,0.9493644833564758,0.21616171300411224,0.21376803517341614,0.9323612451553345,0.21616171300411224,0.2511735260486603,0.8266932368278503
30,friends-in-wild,instruct,retrieval,plugnplay,0.188139408826828,0.17119057476520538,0.998627781867981,0.188139408826828,0.20491281151771545,0.9503925442695618,0.188139408826828,0.16273753345012665,0.8536966443061829
31,camel-kalem,retrieval,plugnplay,instruct,0.2335885763168335,0.23233380913734436,0.9486712217330933,0.2335885763168335,0.2244158685207367,0.9665135145187378,0.2335885763168335,0.21808986365795135,0.8176748752593994
32,red-tshirt,plugnplay,instruct,retrieval,0.1959117352962494,0.19191943109035492,0.9911047220230103,0.1959117352962494,0.1970914602279663,0.9539737701416016,0.1959117352962494,0.175958514213562,0.8538993000984192
33,make-ghee,retrieval,instruct,plugnplay,0.1575453281402588,0.20703494548797607,0.9751882553100586,0.1575453281402588,0.20873168110847473,0.8379839658737183,0.1575453281402588,0.20352067053318024,0.7693783640861511
34,moon-pizza,retrieval,instruct,plugnplay,0.20293056964874268,0.22655034065246582,0.8956426382064819,0.20293056964874268,0.17577163875102997,0.9401638507843018,0.20293056964874268,0.12095174938440323,0.7571989893913269
35,desert-camel,retrieval,instruct,plugnplay,0.11972139030694962,0.11647378653287888,0.9974365234375,0.11972139030694962,0.21207986772060394,0.878243088722229,0.11972139030694962,0.21016812324523926,0.7742242813110352
36,lassi-icecream-falooda,retrieval,instruct,plugnplay,0.18996496498584747,0.1980333924293518,0.9476396441459656,0.18996496498584747,0.17251719534397125,0.9519871473312378,0.18996496498584747,0.11124501377344131,0.7887371778488159
37,ammachi-machine,instruct,retrieval,plugnplay,0.20546594262123108,0.21500498056411743,0.9005002379417419,0.20546594262123108,0.20945674180984497,0.9209485054016113,0.20546594262123108,0.20860953629016876,0.8260178565979004
38,mom-callbird,instruct,plugnplay,retrieval,0.18745297193527222,0.2129417210817337,0.9370827674865723,0.18745297193527222,0.16026268899440765,0.862736701965332,0.18745297193527222,0.1809733510017395,0.8204890489578247
