id,src_domain,domain_1,domain_2,domain_3,instructpix2pix_src_clip,instructpix2pix_tgt_clip,instructpix2pix_src_tgt_dino,blip-gpt-plugnplay_src_clip,blip-gpt-plugnplay_tgt_clip,blip-gpt-plugnplay_src_tgt_dino,retrieval_src_clip,retrieval_tgt_clip,retrieval_src_tgt_dino
25,rain-singing,plugnplay,instruct,retrieval,0.16567513346672058,0.16922327876091003,0.9971614480018616,0.16567513346672058,0.2100011706352234,0.9134875535964966,0.16567513346672058,0.18904566764831543,0.826757550239563
26,king-food,retrieval,instruct,plugnplay,0.17670631408691406,0.19266542792320251,0.8297485113143921,0.17670631408691406,0.16421523690223694,0.9718322157859802,0.17670631408691406,0.1734549105167389,0.8073319792747498
27,tiffing-gang,retrieval,instruct,plugnplay,0.12468574196100235,0.13413330912590027,0.9824384450912476,0.12468574196100235,0.15667495131492615,0.9590815901756287,0.12468574196100235,0.1930072009563446,0.8169263601303101
28,carnival-day,instruct,retrieval,plugnplay,0.13054807484149933,0.130952388048172,0.9947382807731628,0.13054807484149933,0.1251448094844818,0.9793136119842529,0.13054807484149933,0.12632165849208832,0.8462722301483154
29,kali-dance,retrieval,instruct,plugnplay,0.18634362518787384,0.16135618090629578,0.992050051689148,0.18634362518787384,0.17954519391059875,0.9413173794746399,0.18634362518787384,0.12770912051200867,0.8252977132797241
30,friends-in-wild,instruct,retrieval,plugnplay,0.1380779892206192,0.12314844131469727,0.9984830617904663,0.1380779892206192,0.214288592338562,0.9362049698829651,0.13807794451713562,0.15474210679531097,0.8637760877609253
31,camel-kalem,retrieval,plugnplay,instruct,0.161942720413208,0.14323227107524872,0.9419319033622742,0.161942720413208,0.17959150671958923,0.945090651512146,0.161942720413208,0.15710192918777466,0.8062537908554077
32,red-tshirt,plugnplay,instruct,retrieval,0.12731491029262543,0.13008597493171692,0.9984837770462036,0.12731491029262543,0.14299623668193817,0.9499863982200623,0.12731491029262543,0.14510542154312134,0.7593253254890442
33,make-ghee,retrieval,instruct,plugnplay,0.13894429802894592,0.13626313209533691,0.9319424629211426,0.13894429802894592,0.15226483345031738,0.8398765325546265,0.13894429802894592,0.1675577610731125,0.7491254806518555
34,moon-pizza,retrieval,instruct,plugnplay,0.18025007843971252,0.1625019907951355,0.866163432598114,0.18025007843971252,0.16952191293239594,0.8962024450302124,0.18025007843971252,0.21329917013645172,0.7056751251220703
35,desert-camel,retrieval,instruct,plugnplay,0.12489084899425507,0.11856567114591599,0.9970682859420776,0.12489084899425507,0.16908079385757446,0.8148214817047119,0.12489087879657745,0.14574061334133148,0.817835807800293
36,lassi-icecream-falooda,retrieval,instruct,plugnplay,0.16016161441802979,0.20074479281902313,0.9519156217575073,0.16016161441802979,0.1606738418340683,0.946915864944458,0.16016161441802979,0.1842269003391266,0.8668848872184753
37,ammachi-machine,instruct,retrieval,plugnplay,0.13420860469341278,0.14717483520507812,0.9967817664146423,0.13420860469341278,0.18098527193069458,0.8855860829353333,0.13420860469341278,0.1610468029975891,0.833649218082428
38,mom-callbird,instruct,plugnplay,retrieval,0.11687155812978745,0.14106786251068115,0.9839037656784058,0.11687155812978745,0.1395789235830307,0.8913582563400269,0.11687155812978745,0.11782754957675934,0.8124470710754395
